,title,episodes,status,theme,demographic,genres,type,favorites,popularity,rank,score,members,synopsis,aired,duration,premiered,studios
10,Kiniro no Corda: Primo Passo,25,Finished Airing,Unknown,Shoujo,"Comedy,Drama,Romance,",TV,870,#1998,#2011,7.42,"96,396","Seiso Academy is a prestigious high school that sorts students into two majors: General Studies, characterized by distinct grey uniforms, and Music Studies, characterized by pristine white uniforms. While rushing to class one morning, General Studies student Kahoko Hino has a chance encounter with Lili, a small fairy searching for someone with the ability to see her. Lili flies away, and Kahoko, puzzled by their meeting, continues on her way.

Later that day, the participants of a school-wide music competition are announced, and all of them are, unsurprisingly, Music Studies students—at least until Kahoko's name is read out. Immediately tracking down Lili, the small fairy gifts Kahoko a magical violin and convinces her to participate in the competition.

Kiniro no Corda: Primo Passo follows Kahoko's endeavors alongside Lili, as the young student must now face the challenges of competition and go head-to-head against her competitors while navigating a new world of classical music.

[Written by MAL Rewrite]","Oct 2, 2006 to Mar 26, 2007",24 min. per ep.,Fall 2006,Yumeta Company
11,Mai-HiME,26,Finished Airing,Unknown,Unknown,"Action,Fantasy,ve,",TV,"1,146",#1790,#2012,7.42,"113,479","Thirteen girls, each with the ability to materialize ""Elements"" and summon metallic guardians called ""Childs"" have been brought to Fuuka Academy to battle mysterious creatures called Orphans. Each with a different personality and background, they must decide who they truly care about and why they fight. ","Oct 1, 2004 to Apr 1, 2005",23 min. per ep.,Fall 2004,Sunrise
12,Mama wa Shougaku 4 Nensei,51,Finished Airing,Childcare,Unknown,"ning,Comedy,Drama,Sci-Fi,",TV,45,#7219,#2013,7.42,"6,526"," Natsumi Mizuki is a 4th grader whose parents have gone to London. Her Aunt Izumi comes to live with her. Izumi is an aspiring manga writer who is trying to get her first big break, so she doesn't have time for a baby that appears out of thin air on Natsumi's first night alone. The baby's name is Mirai and her mother is *Natsumi*, but 15 years older. Somehow, Mirai had traveled back in time. Now the young Natsumi has to raise Mirai while trying to keep her 4th grade life from falling apart and keep Mirai-chan secret from everyone. She has the dubious help of Izumi and some baby-care gadgets from the future.  

(Source: ANN)","Jan 10, 1992 to Dec 25, 1992",24 min. per ep.,Winter 1992,Sunrise
13,Mieruko-chan,12,Finished Airing,School,Unknown,"Comedy,Horror,Supernatural,",TV,"3,195",#455,#2014,7.42,"458,256","Miko Yotsuya's eyes water as she fixates on a single spot on her phone—she ignores yet another dreadful, horrific monster that is in her face, uttering the disturbing words: ""Can you see me?"" Before now, Miko enjoyed her unassuming high school days, with late-night horror shows serving only as a form of entertainment. But ever since one fateful day, she is the only person aware of the invisible monsters walking freely among humans.

Courageously, Miko makes a bold decision: she will never, under any condition, acknowledge the presence of the horrid specters. However, even though she pretends they do not exist, she can still see how they disturb the people around her, especially her best friend, the energetic and lovely Hana Yurikawa. In order to protect them from the monsters' annoyances, Miko gives it her best to continue her school life and avoid every troublesome crisis—even when they scare her to tears. 

[Written by MAL Rewrite]","Oct 3, 2021 to Dec 19, 2021",23 min. per ep.,Fall 2021,Passione
14,Mirai Nikki (TV),26,Finished Airing,Unknown,Shounen,"Action,Supernatural,Suspense,",TV,"30,219",#33,#2015,7.42,"1,952,256","Yukiteru Amano is a shy middle schooler who regularly keeps track of what he does in his daily life by writing down all of his activities on his phone—a digital diary. Despite having no friends at school, Yukiteru is frequently seen talking to his supposedly imaginary friends Deus Ex Machina, the god of time and space; and Deus' servant, Mur Mur.

One day, Yukiteru wakes up and discovers that certain events of his day are preemptively displayed on his cellphone. While initially dismissing it as a coincidence, he slowly realizes that the incidents written in his phone actually take place in the near future. After spending the day benefiting from this new asset, Yukiteru learns that his classmate Yuno Gasai possesses a similar diary.

As the two team up to defeat an odd pursuer and head back to their respective homes, Deus Ex Machina explains that they—alongside 10 other contestants—have been drawn into a survival game whose victor will become the deity's successor. With no other options, Yukiteru and Yuno must use their cellphones—now called ""Future Diaries""—to survive this unforgiving battle royale.

[Written by MAL Rewrite]
","Oct 9, 2011 to Apr 15, 2012",23 min. per ep.,Fall 2011,asread.
15,Mugen no Juunin: Immortal,24,Finished Airing,Unknown,Seinen,"Action,Adventure,Drama,Supernatural,",ONA,420,#2281,#2016,7.42,"77,911","Manji is an infamous swordsman in feudal Japan who is known as the ""Hundred Man Killer,"" as he has killed one hundred innocent men. However, there is something far more frightening than his ominous reputation: the fact that he is immortal. This is the handiwork of eight-hundred-year-old nun Yaobikuni, who placed bloodworms capable of healing almost any wound in Manji's body.

To atone for his crimes, Manji resolves to kill one thousand evil men. Yaobikuni agrees to this proposal, saying that if he succeeds, she will undo his curse of immortality. Soon after this promise, Manji meets Rin Asano, a 16-year-old girl who requests Manji's assistance in killing those who slaughtered her parents.

Initially reluctant, Manji refuses Rin's desperate plea. However, owing to her evident lack of strength, Manji changes his mind and agrees to protect Rin for four years. With this partnership set in stone, the two embark on a perilous journey of bloodshed, vengeance, and redemption, each to fulfill their own life's cause.

[Written by MAL Rewrite]","Oct 10, 2019 to Mar 26, 2020",23 min. per ep.,Unknown,LIDENFILMS
16,Naruto: Shippuuden Movie 4 - The Lost Tower,1,Finished Airing,Time Travel,Shounen,"Action,Adventure,Fantasy,",Movie,217,#922,#2017,7.42,"246,036","Led by Yamato, Naruto Uzumaki, Sakura Haruno, and Sai are assigned to capture Mukade, a rogue ninja who is pursuing the ancient chakra Ryuumyaku located underneath the Rouran ruins. While the Ryuumyaku has been sealed by the Fourth Hokage, the group fails to prevent Mukade from releasing its power. Consequently, a strong energy burst engulfs both Naruto and Yamato before they can escape.

As he awakens in a magnificent yet hostile kingdom, Naruto meets its young queen Saara and three Konohagakure ninjas on a top-secret mission. They reveal to him that he has time-traveled to Rouran 20 years into the past! To make matters worse, Mukade has already infiltrated the royal court, becoming the naive queen's most trusted minister under the alias Anrokuzan.

Joining forces with the three ninjas, Naruto must protect Saara's life without fail to stop the villain's plans and return to the present.

[Written by MAL Rewrite]","Jul 31, 2010",1 hr. 25 min.,Unknown,Pierrot
17,Piano no Mori (TV) 2nd Season,12,Finished Airing,Unknown,Seinen,"Drama,",TV,83,#2965,#2018,7.42,"48,816","With the start of the Chopin piano competition, Kai Ichinose, Shuuhei Amamiya, and many other hopeful musicians from around the world strive to reach the top. The stakes have never been higher, and the judges are rigorous when it comes to selecting the winner out of the plethora of talented pianists. This competition is so harsh that even famous prodigies can be easily eliminated. 

Some play for the money, some play to fulfill their duty to their families, and yet others play for their music to be heard. However, the only one who can reach the top is the one who embodies the spirit of the music Frédéric Chopin crafted for future generations. With the stakes higher than ever before, rivalries, friendships, and family ties will be tested, and each pianist will find their own sound.

[Written by MAL Rewrite]","Jan 28, 2019 to Apr 15, 2019",25 min. per ep.,Winter 2019,Gaina
18,Pokemon Evolutions,8,Finished Airing,Unknown,Kids,"Adventure,Fantasy,",ONA,39,#5104,#2019,7.42,"15,448","An animated series created to celebrate 25 years of the global entertainment franchise. Each episode will take fans on a journey through all the known regions of the Pokémon world.

(Source: Anilist)","Sep 9, 2021 to Dec 23, 2021",8 min. per ep.,Unknown,OLM
19,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,12,Finished Airing,Unknown,Unknown,"Drama,Mystery,Suspense,",TV,953,#1070,#2020,7.42,"210,865","When Shoutarou Tatewaki first meets Sakurako Kujou, he knows his life will never be the same. Initially believing her to be responsible for a disappearance in the neighborhood, he later learns of her true talent: analyzing bone specimens. Sakurako has quite the collection of reconstructed animal bones, but she wishes she had more of the human variety, much to the chagrin of those around her.

Soon, Shoutarou begins accompanying the eccentric osteologist on the many different unsolved cases she comes across—usually in the form of decomposing bodies. But with so many incidents happening around them, could there be a larger mystery at work in their lives?

Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru is a story of two unlikely partners, each showing in their own way that bones can tell how one died, but only people can tell how they lived.

[Written by MAL Rewrite]","Oct 8, 2015 to Dec 24, 2015",23 min. per ep.,Fall 2015,TROYCA
20,Senyuu. 2,13,Finished Airing,Parody,Shounen,"Action,Comedy,Fantasy,",TV,107,#2757,#2021,7.42,"56,233","When a hole opened up in the world and monsters flooded out, humanity prepared for the demon lord Rukimedes' rise once again. However, even the gravity of this situation cannot impede the antics of straight man hero Alba Frühling and sadist soldier Ross.

Ross, trapped within a plane between two worlds due to Januar Ein's magic, encounters the demon lord taking a nap and looking far too comfortable in his confinement. Simultaneously, Alba, once again in prison, has been sidelined in favor of his eccentric companion's hijinks.

Although separated, Ross and Alba continue their attempts to prevent the demon lord's resurgence, but unbeknownst to them, a ghost from Ross' past may just threaten their quest's success.

[Written by MAL Rewrite]","Jul 3, 2013 to Sep 25, 2013",4 min. per ep.,Summer 2013,"Ordet,       LIDENFILMS"
21,SSSS.Dynazenon,12,Finished Airing,Mecha,Unknown,"Action,Sci-Fi,",TV,822,#1681,#2022,7.42,"122,895","One day after school, first-year high school student Yomogi Asanaka comes across a starving man under a bridge. Introducing himself as Gauma, the strange drifter informs Yomogi that he is a ""kaiju user,"" a person who deals with the ""kaiju""—monsters who bring harm to the city and its citizens.

The following evening, Yomogi runs into Gauma and his classmate Yume Minami. Simultaneously, a kaiju appears in a populated area of the city. Due to Gauma's lack of experience controlling the kaiju, he brings out a mysterious object from a glowing pouch, summoning a giant robot known as Dynazenon. Requiring the cooperation of four people, the mecha drags Gauma, Yomogi, Minami, and Koyomi Yamanaka—an unemployed man who was wandering on the street—into its cockpit.

Their encounter with the kaiju marks the beginning of their entanglement with kaiju eugenicists—kaiju users who manipulate kaiju with ill intent—and their efforts toward bringing out the full potential of Dynazenon.

[Written by MAL Rewrite]","Apr 2, 2021 to Jun 18, 2021",23 min. per ep.,Spring 2021,Trigger
22,Steins;Gate: Soumei Eichi no Cognitive Computing,4,Finished Airing,Unknown,Unknown,"Comedy,Sci-Fi,",ONA,155,#1869,#2023,7.42,"106,852","Mayuri Shiina brings a cognitive computing system—with a large pink Oopa toy serving as its terminal—to the Future Gadget Lab, insisting that it will help her and Kurisu Makise prepare fried chicken for the group, much to the dismay of Rintarou Okabe and Itaru ""Daru"" Hashida. Despite not having the proper ingredients, the Oopa cognitive computer assists Mayuri and Kurisu in perfecting a dish that the other lab members will enjoy.

In the following episodes, the cognitive computer continues to aid Okabe and his friends in their day-to-day lives. From helping Okabe and Kurisu to reconcile after an argument, to collecting input from the lab members to suggest improvements for the Lab; Okabe may not realize it yet, but his lab has gained a valuable asset!

[Written by MAL Rewrite]","Oct 15, 2014 to Nov 12, 2014",3 min. per ep.,Unknown,White Fox
23,Ano Natsu de Matteru,12,Finished Airing,Love Polygon,Unknown,"Drama,Romance,Sci-Fi,",TV,"2,042",#573,#2024,7.42,"377,249","While testing out his camera on a bridge one summer night, Kaito Kirishima sees a blue light streaking across the sky, only to be blown off the railing seconds later. Just before succumbing to unconsciousness, a hand reaches down to grab ahold of his own. Dazed and confused, Kaito wakes up the next morning wondering how he ended up back in his own room with no apparent injuries or any recollection of the night before. As he proceeds with his normal school life, Kaito and his friends discuss what to do with his camera, finally deciding to make a film with it over their upcoming summer break. Noticing that Kaito has an interest in the new upperclassmen Ichika Takatsuki, his friend Tetsurou Ishigaki decides to invite her, as well as her friend Remon Yamano, to join them in their movie project.

In what becomes one of the most entertaining and exciting summers of their lives, Kaito and his friends find that their time spent together is not just about creating a film, but something much more meaningful that will force them to confront their true feelings and each other.

[Written by MAL Rewrite]","Jan 10, 2012 to Mar 27, 2012",23 min. per ep.,Winter 2012,J.C.Staff
24,Aoki Densetsu Shoot!,58,Finished Airing,Unknown,Shounen,"Romance,Sports,",TV,78,#5212,#2025,7.42,"14,644","Inspired by Yoshiharu Kubo's phenomenal performance that led Kakegawa High School to a miraculous victory in a soccer tournament, Toshihiko Tanaka decides to enter the same school as his idol and join the soccer club, hoping to become as successful as Kubo.

Now a high school freshman, Tanaka is devastated as his expectations suddenly start falling apart. Kubo—the captain of the club—is absent due to illness. To make matters worse, the freshmen are not allowed to practice alongside the sophomores or become regulars on the team. The final nail in the coffin is the reluctance of Tanaka's friends, Kenji Shiraishi and Kazuhiro Hiramatsu, to join him in the club. Although Tanaka and his friends were once known as a deadly soccer trio in their junior high school days, Kenji and Kazuhiro have both quit soccer for personal reasons.

When Tanaka starts to lose hope, an encounter with Kazumi Endo—a girl from his childhood—becomes the unexpected key to his freedom from despair. The disappointed Kazumi wants to see the trio reunite, so she takes matters into her own hands in her mischievous way. Thus, Tanaka's high school soccer career prepares for the kickoff.

[Written by MAL Rewrite]","Nov 7, 1993 to Dec 25, 1994",24 min. per ep.,Fall 1993,Toei Animation
25,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,1,Finished Airing,Unknown,Shounen,"Action,Adventure,Fantasy,",Movie,515,#939,#2026,7.42,"239,923","Assigned to protect a royal procession transporting a powerful artifact called the ""Ouin,"" Squad 10 gathers in the human world as Captain Toushirou Hitsugaya and Lieutenant Rangiku Matsumoto observe the area cautiously. However, the caravan is suddenly struck by a group of assailants who wreak havoc on the procession, stealing the Ouin in the process. After a brief clash with one of the attackers, the distraught Hitsugaya pursues the escaping thieves, leaving behind Matsumoto and the disoriented squad. Following the incident, the Seireitei brands Hitsugaya a traitor for abandoning his post and puts Squad 10 on indefinite lockdown.

In the human world, Ichigo Kurosaki is investigating a spiritual abnormality when he stumbles across the injured Captain, but is caught off guard when Hitsugaya suddenly flees. Soon learning of the situation, Ichigo, Rukia Kuchiki, Renji Abarai, and Matsumoto set off to prove Hitsugaya's innocence and uncover the truth behind the theft of the Ouin. Meanwhile, a ghost from Hitsugaya's past haunts his thoughts as he chases down the true culprit.

[Written by MAL Rewrite]","Dec 22, 2007",1 hr. 32 min.,Unknown,Pierrot
26,Brave Story,1,Finished Airing,Isekai,Unknown,"Action,Adventure,Fantasy,",Movie,175,#3178,#2027,7.42,"43,179","When 11-year-old Wataru's father leaves home and his mother is taken ill to the hospital, he decides to change his fate by traveling through the door shown to him by his friend Mitsuru. In a land of magic and monsters, Wataru must summon all his courage and embark on a journey with several comrades to meet the Goddess of Destiny and change this ""mistaken fate.""

(Source: ANN)","Jul 8, 2006",1 hr. 52 min.,Unknown,Gonzo
27,Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,1,Finished Airing,Unknown,Seinen,"ning,Drama,Romance,",Movie,12,#7987,#2028,7.42,"5,118","A full-scale historical drama set in the last days (the year 1574) of the Sengoku Era of feudal Japan. It is the story of the Nohara family, who has been transferred into the Sengoku Era by time warp, and a tragic love between a princess Ren Kasuga (a daughter of the feudal lord Kasuga at the Province of Musashi) and a samurai warrior Matabei Ijiri (a retainer of the Lord Kasuga).

(Source: Manabu Tsuribe)","Apr 20, 2002",1 hr. 35 min.,Unknown,Shin-Ei Animation
28,Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,1,Finished Airing,Unknown,Seinen,"Adventure,Comedy,Sci-Fi,",Movie,15,#7365,#2029,7.42,"6,231","Comical action adventure film set in the future world, like a dystopian science fiction. Shinnosuke's future fiancee, Tamiko Kaneari comes from the future via the time machine. She says her father Masuzo Kaneari captures adult Shinnosuke in the future world and they needs the power of Shinnosuke at age 5 to rescue him. She takes Shinnosuke and Kasukabe Defense Forces members to the future big city Neotokio, which is the world ruled by Masuzo Kaneari, the president of the electric power company Kaneari Electric. 

(Source: Manabu Tsuribe)","Apr 17, 2010",1 hr. 40 min.,Unknown,Shin-Ei Animation
29,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,1,Finished Airing,Unknown,Unknown,"Action,Horror,Mystery,",Special,915,#1264,#2030,7.42,"176,689","The Future Foundation is in shambles after the Final Killing Game and the revelation of the true culprit. As a desperate plot arises from one of the survivors to rid the world of despair once and for all, the remaining Future Foundation members must band together to stop this atrocity from taking place. Fortunately, they find themselves with help from a group of unlikely allies as they race against the clock to stop their world from being changed.

In this finale to the Hope's Peak storyline of the Danganronpa series, the players in this neverending death game begin to understand the true meaning behind despair, hope, and atonement.

[Written by MAL Rewrite]","Sep 29, 2016",24 min.,Unknown,Lerche
30,Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken,1,Finished Airing,Unknown,Unknown,"Adventure,Comedy,Fantasy,",Movie,3,#7869,#2031,7.42,"5,329","About 700 million years ago, the Earth was covered in ice, becoming a white planet – a snowball Earth. It is said that this continued for millions of years... This time, Doraemon and his friends set off to an icy, wintry, freezing journey to find a hotter, crazier, and more exciting adventure than ever before!

(Source: Toho)","Mar 4, 2017",1 hr. 41 min.,Unknown,Shin-Ei Animation
31,Fanren Xiu Xian Chuan 2nd Season,51,Finished Airing,Unknown,Unknown,"Action,Adventure,Fantasy,",ONA,29,#10232,#2032,7.42,"2,340",Second season of Fanren Xiu Xian Chuan.,"Nov 14, 2021 to Oct 15, 2022",19 min. per ep.,Unknown,"Original Force,       Wonder Cat Animation"
32,Fukigen na Mononokean,13,Finished Airing,Mythology,Unknown,"Comedy,Supernatural,",TV,582,#1646,#2033,7.42,"126,894","The start of Hanae Ashiya's high school career has not been easy—he has spent all of the first week in the infirmary, and his inexplicable condition is only getting worse. The cause of his torment is the mysterious fuzzy creature that has attached itself to him ever since he stumbled upon it the day before school began.

As his health continues to decline and the creature grows in size, Hanae comes across a flyer advertising an exorcist who expels youkai. Desperate and with nothing left to lose, he calls the number and is led to the Mononokean, a tea room which suddenly appears next to the infirmary. A morose-sounding man, Haruitsuki Abeno, reluctantly helps Hanae but demands payment afterward. Much to Hanae's dismay, he cannot afford the fee and must become an employee at the Mononokean to work off his debt. And to make things worse, his new boss is actually one of his classmates. If Hanae ever hopes to settle his debt, he must work together with Abeno to guide a variety of dangerous, strange, and interesting youkai back to the Underworld.

[Written by MAL Rewrite]","Jun 28, 2016 to Sep 20, 2016",24 min. per ep.,Summer 2016,Pierrot Plus
33,Goblin Slayer,12,Finished Airing,Gore,Unknown,"Action,Adventure,Fantasy,",TV,"7,040",#133,#2034,7.42,"1,054,139","Goblins are known for their ferocity, cunning, and rapid reproduction, but their reputation as the lowliest of monsters causes their threat to be overlooked. Raiding rural civilizations to kidnap females of other species for breeding, these vile creatures are free to continue their onslaught as adventurers turn a blind eye in favor of more rewarding assignments with larger bounties.

To commemorate her first day as a Porcelain-ranked adventurer, the 15-year-old Priestess joins a band of young, enthusiastic rookies to investigate a tribe of goblins responsible for the disappearance of several village women. Unprepared and inexperienced, the group soon faces its inevitable demise from an ambush while exploring a cave. With no one else left standing, the terrified Priestess accepts her fate—until the Goblin Slayer unexpectedly appears to not only rescue her with little effort, but destroy the entire goblin nest. 

As a holder of the prestigious Silver rank, the Goblin Slayer allows her to accompany him as he assists the Adventurer's Guild in all goblin-related matters. Together with the Priestess, High Elf, Dwarf, and Lizardman, the armored warrior will not rest until every single goblin in the frontier lands has been eradicated for good.

[Written by MAL Rewrite]","Oct 7, 2018 to Dec 30, 2018",23 min. per ep.,Fall 2018,White Fox
34,Guilty Crown,22,Finished Airing,Unknown,Unknown,"Action,Drama,Sci-Fi,",TV,"16,864",#108,#2035,7.42,"1,184,077","On December 24, 2029—the day colloquially known as the ""Lost Christmas""—the Apocalypse Virus spread across Japan, bringing death to its citizens and plunging the country into utter chaos. In an effort to establish order, the United Nations sends the GHQ to assist with the crisis by containing the outbreak while removing all political autonomy in the process. A decade later, the country still lives under their control, unable to break free from their draconian rule.

Frustrated with the state of the nation, a resistance group named the Funeral Parlor aims to liberate Japan from the GHQ. Led by the charismatic Gai Tsutsugami, the group plots to steal a vial containing the ""Void Genome"" to further their goals. The vial falls into the hands of internet vocalist Inori Yuzuriha, who ends up being hunted by the GHQ's Anti-Bodies forces. Having nowhere to go, she seeks refuge in a warehouse where she meets Shuu Ouma—a socially awkward high school student who is a huge fan of her music.

Shuu gets dragged into the conflict the moment he rescues Inori, and the Void Genome shatters in his hand, granting him the ""Power of the Kings."" While learning how to control his grand new ability, Shuu must now fight to liberate Japan from its cruel oppressors.

[Written by MAL Rewrite]
","Oct 14, 2011 to Mar 23, 2012",24 min. per ep.,Fall 2011,Production I.G
35,Hetalia: The Beautiful World,20,Finished Airing,Unknown,Unknown,"Comedy,",ONA,561,#2428,#2037,7.42,"70,211","Few people wonder what occurs between warring nations when they are not fighting each other. In Hetalia, the countries find themselves outside of their usual setting: working together in a school newspaper club, reminiscing about former historical figures, and searching for Santa Claus? With the potential for comedic calamity always around the corner, there is no predicting what exactly these adventures entail!

[Written by MAL Rewrite]","Jan 25, 2013 to Jun 21, 2013",5 min. per ep.,Unknown,Studio Deen
