,title,episodes,status,theme,demographic,genres,type,favorites,popularity,rank,score,members,synopsis,aired,duration,premiered,studios
0,Neko wa Ikite Iru,1,Finished Airing,Historical,Kids,"Drama,",Movie,1,#17392,#18601,N/A,296,"On the night of March 10, 1945 the US Military sends out B-29s for another air raid. Masao's mother is frantically trying to evacuate and so is their cat Inazuma who had kittens. ","Jun 21, 1975",1 hr. 10 min.,Unknown,"None found, add some"
1,Nekoben,6,Finished Airing,Unknown,Unknown,"Comedy,",TV,0,#23080,#18602,N/A,49,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2007,1 min. per ep.,?,DLE
2,Nekoronde ID,4,Finished Airing,Unknown,Unknown,"Comedy,",Special,0,#18977,#18603,N/A,200,"TV Station IDs for Nekoronde. They feature the cats jumping into the actual TV and being a part of the program. Since the official site does not say when each one aired, their air date is listed as the upload day to the official youtube channel.","May 14, 2016",16 sec. per ep.,Unknown,"None found, add some"
3,Nekoronde Mite ne.,14,Finished Airing,Unknown,Unknown,"Comedy,",ONA,0,#18785,#18604,N/A,210,"Poo, Raa, and Sue promote various things. Episode 1 for example promotes Lupin III TV special and Meitantei Conan's film while episode 3 promotes the Music Dragon LIVE 2013 event.","Nov 7, 2013 to Jun 9, 2014",1 min. per ep.,Unknown,"None found, add some"
4,Nekoronde TV.,12,Finished Airing,Unknown,Unknown,"Comedy,",TV,0,#19393,#18605,N/A,177,"Short stories about cats Poo, Raa, and Sue.",2014,4 min. per ep.,?,"None found, add some"
5,Nekozakana,2,Finished Airing,Unknown,Kids,"Comedy,",OVA,0,#21888,#18606,N/A,67,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Oct 28, 2005",12 min. per ep.,Unknown,"None found, add some"
6,Nemurenai Yoru no Tsuki,1,Finished Airing,Unknown,Unknown,"Adventure,Fantasy,",Movie,0,#18872,#18607,N/A,205,"A squirrel and a boy set out on a journey together to restore daylight. They must find and release the moon stuck high up on a tree somewhere far, far away.

(Source: JFF Plus)","Sep 5, 2015",27 min.,Unknown,Tecarat
7,Nemurenu Yoru no Chiisana Ohanashi,3,Finished Airing,Unknown,Kids,Unknown,OVA,0,#17980,#18608,N/A,259,"Three videos about cats--Cat's Best Friend, Cat's Adventure, and Cat's Christmas-each containing three smaller stories of feline fun. Based on a 1989 column in Monthly Kadokawa magazine by Yuko Hara, better known as the keyboard player/vocalist with the Southern All-Stars.

(Source: The Anime Encyclopedia)","Apr 24, 1992 to Oct 23, 1992",33 min. per ep.,Unknown,"None found, add some"
8,Nenbutsu Monogatari,7,Finished Airing,Historical,Unknown,Unknown,OVA,0,#18978,#18609,N/A,200,A telling of Pure Land Buddhism focusing on Shinran Shounin and Rennyo.,Apr 1993 to 1993,30 min. per ep.,Unknown,"None found, add some"
9,Nendjuugyouji Animation Series,2,Finished Airing,Unknown,Kids,"Adventure,Fantasy,Supernatural,",OVA,0,#19986,#18610,N/A,141,An animation teaching tool meant to explain how holidays were created and why we celebrate them. Such as why red carnations are used for Mother's Day or koinobori are used for Children's Day.,2005,51 min. per ep.,Unknown,"None found, add some"
10,Nengli Youxian Gongsi,12,Finished Airing,Unknown,Unknown,"Comedy,",ONA,0,#22703,#18611,N/A,54,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Dec 28, 2016 to Mar 15, 2017",10 min. per ep.,Unknown,"None found, add some"
11,Nepos Napos,26,Finished Airing,Unknown,Kids,"Fantasy,",TV,0,#18167,#18612,N/A,248,"You see a whale-shaped cloud drifting in the blue sky. What you don't see is a strange land of Nepos Napos that lies above it. Don't you want to know what is happening and how everybody lives up there?

(Source: The Answer Studio)","Jan 31, 2005 to Jul 25, 2005",6 min. per ep.,Winter 2005,The Answer Studio
12,Neppuu Kairiku Bushi Road: Kibou e no Michi,1,Finished Airing,Unknown,Unknown,"Action,Fantasy,Sci-Fi,",Special,0,#19174,#18613,N/A,189,Epilogue of Neppuu Kairiku Bushi Road included on the Blu-ray volume.,"Mar 26, 2014",5 min.,Unknown,"None found, add some"
13,Nezumi-kun no Chokki,4,Finished Airing,Unknown,Kids,Unknown,OVA,0,#18837,#18614,N/A,207,"Based on a well known children's book by Yoshio Nakae with illustrations by Noriko Ueno.

It features various simple stories about a mouse in his red vest and his other animal friends.","Jul 21, 1997 to Jan 21, 2000",20 min. per ep.,Unknown,Toei Animation
14,Nezumi-kun no Kimochi,1,Finished Airing,Unknown,Kids,Unknown,OVA,0,#19773,#18615,N/A,155,"Based on a well known children's book by Yoshio Nakae with illustrations by Noriko Ueno.

It features various simple stories about a mouse in his red vest and his other animal friends as they learn about feelings.",2008,12 min.,Unknown,"None found, add some"
