,title,episodes,status,theme,demographic,genres,type,favorites,popularity,rank,score,members,synopsis,aired,duration,premiered,studios
10,Shion Special,1,Finished Airing,Unknown,Unknown,"Hentai,",Special,4,#10419,N/A,6.20,"2,211",An exclusive alternate (happy) ending included in the DVD Box of Shion.,"Oct 1, 2010",3 min.,Unknown,Anime Antenna Iinkai
11,Bakunyuu Maid Kari,2,Finished Airing,Unknown,Unknown,"Hentai,",OVA,25,#7874,N/A,6.20,"5,319","Miwako Shirasaki is hired by her schoolmate Ai to work by her side at a maid cafe.
But none of them know that somewhere in Akihabara an underground organisation called ""Maid masters"" abduct young waitresses to confine and rape them...","Apr 24, 2009 to Jul 24, 2009",29 min. per ep.,Unknown,Studio Ten Carat
12,Chikan no Licence,2,Finished Airing,Unknown,Unknown,"Hentai,",OVA,17,#6824,N/A,6.20,"7,552","This is the Forbidden License! The bearer of this license is able to create a field within which any manner of indecent or immoral acts seem normal. It is the ultimate permit for licentiousness.

Within the confines of a train car, the girls have nowhere to run. At the moment when their resistance dies, their despair changes to pleasure...

Based on a game by Black Rainbow and C:drive.

(Source: AnimeNfo)","Nov 16, 2012 to Jan 18, 2013",19 min. per ep.,Unknown,Studio 1st
13,Ero Ishi: Seijun Bishoujo wo Kotoba Takumi ni Hametai Houdai,4,Finished Airing,Unknown,Unknown,"Hentai,",OVA,7,#9274,N/A,6.20,"3,284",No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jan 28, 2022 to Aug 26, 2022",24 min. per ep.,Unknown,PoRO
14,Imakara Atashi......,2,Finished Airing,Unknown,Unknown,"Hentai,",OVA,21,#7688,N/A,6.20,"5,590",Based on the doujinshi by Kaisei Kishi.,"Sep 30, 2016 to Dec 2, 2016",19 min. per ep.,Unknown,BreakBottle
15,Toriko Hime: Hakudaku Mamire no Reijou,2,Finished Airing,Unknown,Unknown,"Hentai,",OVA,8,#7477,N/A,6.19,"5,991","Based on the erotic game ""Toriko Hime - Hakudaku Mamire no Reijō"" by Guilty.

Minase Shizuru is the daughter of a rich politician. This being so, she attends a prestigious academy together with friends of a similar status. However, her life is turned upside down when she gets kidnapped by members of Tsuruma Consulting, including her own classmate, the young master Tsuruma who is the son of the company's owner. They force Minase and her friends from the academy to be sex slaves for test subjects in their research facility. Together and with determination, Minase and her friends try to devise a way out of this small slice of hell.

(Sources: ANN, AniDB)","Jan 28, 2011 to Mar 25, 2011",29 min. per ep.,Unknown,Suzuki Mirano
16,Mofukuzuma,2,Finished Airing,Unknown,Unknown,"Hentai,",OVA,12,#7364,N/A,6.19,"6,237","Honami's husband, an older man named Satoshi, died in their honeymoon. Honami's dream for a happy family with him is crushed but that's not all the trouble she has to face. Satoshi's sister, Kayoko, sees Honami as responsible for his death and believes that she killed him so she can inherit his fortune. Now she plans on taking revenge and driving Honami away. Manabu, who was raised by Kayoko now finds himself pushed to help her on her revenge but Honami is still dedicated on fulfilling Satoshi's family dream with what is left from his family even if she has to take Kayoko's hate.
","Oct 29, 2010 to Apr 29, 2011",26 min. per ep.,Unknown,Schoolzone
17,Saimin☆Gakuen,4,Finished Airing,Unknown,Unknown,"Hentai,",OVA,13,#7741,N/A,6.19,"5,509",No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Mar 30, 2018 to Oct 26, 2018",24 min. per ep.,Unknown,PoRO
18,300 En no Otsukiai Anime Edition,1,Finished Airing,Unknown,Unknown,"Hentai,",OVA,67,#6161,N/A,6.19,"9,717","One day at the supermarket, a boy meets Manami Sugiura, a petite girl looking at the snacks corner, mulling over as to which snack to buy with her limited budget. Enticed by her cuteness, the boy decides to treat her to a snack worth 300 yen, but only in exchange for something somewhat inappropriate.

[Written by MAL Rewrite]","Sep 2, 2016",16 min.,Unknown,Studio 9 Maiami
19,Betsu ni Anta no Tame ni Ookiku Natta n ja Nai n Dakara ne!!,1,Finished Airing,Unknown,Unknown,"Hentai,",OVA,12,#6880,N/A,6.19,"7,375","After a night at a party, a young lady decides to enlist her new butler to help her learn what ""fellatio"" and ""tit-fucking"" are.","Apr 15, 2011",20 min.,Unknown,Studio Boogie Nights
20,Hi.Me.Go.To,1,Finished Airing,Unknown,Unknown,"Hentai,",OVA,11,#8289,N/A,6.19,"4,657","Takashi has a loving girlfriend, but when it comes time to do the dirty deed, he finds himself unable to perform. On a train ride following this incident, Takashi discovers his teacher, Misaki, getting touched by a subway groper. Strangely though, instead of getting upset, Misaki seems to be enjoying it. And much to his own surprise, Takashi does too.

Thus begins Takashi's journey as a pupil to his teacher in a most carnal sense when they meet on the train every morning. As he explores his desires with his teacher, Takashi becomes a more confident lover. But will his new knowledge help Takashi become closer to his beloved girlfriend? Or scare her away?","Dec 29, 2001",27 min.,Unknown,Chaos Project
21,Himekishi Angelica,2,Finished Airing,Unknown,Unknown,"Hentai,",OVA,13,#8102,N/A,6.19,"4,963","Based on the game by Silky's.

A clever and ambitious man is able to take over a kingdom by cunningly forcing his way into the hearts of the Rothschilt family women. One by one he convinces them they can't live without him and makes them into his obedient and willing sex slaves. Now the kingdom is at his mercy and his real revenge can commence. 

(Source: AniDB)","Jan 25, 2008 to Jul 25, 2008",28 min. per ep.,Unknown,"None found, add some"
22,Cool Devices,11,Finished Airing,Unknown,Unknown,"Hentai,",OVA,16,#6920,N/A,6.18,"7,256","Welcome to a series of tapes the likes of which you've never seen before! Strong stories, highly charged with erotic content are all presented without Japan's export censorship (as they were intended to be seen).

They do not follow a single story. They break all the rules. They are Cool Devices. They aren't for kids, but they might be for you if you have the guts. Welcome to a new world... and be sure to wash your hands when you're done.

(Source: Official Site)","Apr 25, 1995 to Nov 28, 1997",24 min. per ep.,Unknown,"Studio Kyuuma,       Life Work,       Bee Media"
23,Cream Lemon,38,Finished Airing,Parody,Unknown,"Comedy,Fantasy,Sci-Fi,Hentai,",OVA,29,#6842,N/A,6.18,"7,497","A collection of short stories, ranging from soap opera (the Ami series) to fantasy (Rall series) to horror (Cream Lemon Dark) to parody (Pop Chaser). It does deal with a lot of heavy perversions ranging from S&M, male rape (by a bunch of females, that is), bondage, torture, yuri (lesbian love) and incest.

(Source: AniDB)","Aug 10, 1984 to Mar 19, 1993",26 min. per ep.,Unknown,"AIC,       APPP"
24,Enyoku,1,Finished Airing,Unknown,Unknown,"Hentai,",OVA,9,#8532,N/A,6.18,"4,273","Awashika Mizuho, a English teacher, strongly desired to have a relationship with Kusumoto Naria, who was a student of her's. She had an intense desire that was beginning to take hold of her every thought.  One day, Mizuho finally began to take action on her feelings and seduced Naria in her office.  That action set her on a prohibited course that would take both Mizuho and Naria to the heights of pleasure. But Mizuho has one obstacle in her way, Yukiha, a girl from her school that may have similar feelings for Naria. What happens from here as pent up lust comes to the surface?","Apr 25, 2007",25 min.,Unknown,Studio Jam
25,Imouto de Ikou!,2,Finished Airing,Unknown,Unknown,"Hentai,",OVA,5,#8397,N/A,6.18,"4,496","When her family is overthrown in a coup d'état, Princess Mayuka is sent to Earth to recharge the Ultimate Weapon. After studying the mating behaviors of Earthlings, she decides to enlist the help of one of her research subjects, college student Yoshizumi, but crash-lands on his roof. Taken hostage and shot with her own gun by Yoshizumi, she is brainwashed into thinking she is his younger sister. Fortunately, Yoshizumi grows fond of Mayuka and decides to help her with her mission: to awaken the powers of Akiho--the red-haired, green-eyed, appetite-driven Ultimate Weapon--using ""primitive stimulation"".

(Source: ANN)","Jun 26, 2003 to Sep 25, 2003",30 min. per ep.,Unknown,Datama Film
26,Toriko no Chigiri,2,Finished Airing,Unknown,Unknown,"Hentai,",OVA,11,#8047,N/A,6.18,"5,040","Two sisters, living peacefully with their grandfather who heads a Yakuza group, face a dilemma when their grandfather falls ill and another rival group starts putting pressure.

The only way out is to accept the deal with another Yakuza group for support in return for one of the girls.","Dec 6, 2013 to Mar 7, 2014",15 min. per ep.,Unknown,Studio 1st
27,XL Joushi.,8,Finished Airing,Unknown,Josei,"Romance,Hentai,",ONA,118,#3685,N/A,6.18,"32,475","With the hopes of making a bit of extra cash, office worker Saki Watase registers for a product review program. But when the first product her new part-time job sends her is a huge box of XL condoms, Saki decides to put the task to the side.

Later on, while at a drinking party with her coworkers—including her competent but infuriating ""demon boss"" Keisuke Sudou—Saki ends up drunk out of her mind, so Keisuke offers to escort her home. Upon their arrival at Saki's apartment, however, Keisuke immediately takes notice of his subordinate's substantial number of XL condoms. When she explains the circumstances of her part-time job, Keisuke offers to help out with the testing—revealing himself to be XL-sized!

[Written by MAL Rewrite]","Oct 7, 2019 to Nov 25, 2019",6 min. per ep.,Unknown,Magic Bus
28,Shin Angel,5,Finished Airing,Unknown,Unknown,"Comedy,Drama,Romance,Hentai,",OVA,11,#9350,N/A,6.18,"3,193","Kousuke is a high school student. He just recently found out that his childhood friend Shizuka (whom he has a crush on) is now going to his high school. However, they haven't seen each other since they were five and much has changed. They don't like each other at first but they accept each other's differences and continue their friendship. They go on with their lives until small events start to escalate and they start to show affection for each other. In the meantime, Kousuke's good heart, lechery and luck lead him into the beds of various other young women, in his attempts to solve their problems. 

(Source: ANN)","Oct 21, 1994 to Nov 22, 1995",33 min. per ep.,Unknown,Arms
29,Kuro Gal ni Natta kara Shinyuu to shitemita.,8,Finished Airing,Magical Sex Shift,Unknown,"ve,Hentai,",ONA,486,#3249,N/A,6.17,"41,511","Shion and Rui are the dream team when it comes to hitting on women. Tonight was going to be another night of hooking up with girls for Shion, but he ended up taking a strange drug. When he woke up... he'd turned into a girl?! Rui came looking for Shion, but didn't recognize him, and started hitting on him...

(Source: Suiseisha, translated)","Apr 5, 2021 to May 24, 2021",6 min. per ep.,Unknown,Irawias
30,Love Bitch: Yasashii Onna,1,Finished Airing,Unknown,Unknown,"Hentai,",OVA,26,#7262,N/A,6.17,"6,457",Based on the manga by LINDA. ,"Dec 16, 2011",16 min.,Unknown,T-Rex
31,One: Kagayaku Kisetsu e - True Stories,3,Finished Airing,Unknown,Unknown,"Hentai,",OVA,11,#9068,N/A,6.17,"3,514","In 1998 winter, another world happens to come to existence in me, though I used to be a normal student. It is covering my ordinary life as the snow covers the ground. Until then, I haven't noticed, what has stayed unchanged in my daily life, the familiar scenes that have always been there, the warmth of the person whom I haven't noticed that I love her. 

They have existed to bind me in this world in order not to let me leave. 

It is the moment when I begin look for the bind and the significant person, for the first time. The time goes, and the sun gradually begins to shine the season. I wonder where I will be, and who will grip my hand. ","Nov 21, 2003 to May 28, 2004",30 min. per ep.,Unknown,Arms
32,Pure Mail,2,Finished Airing,Unknown,Unknown,"Hentai,",OVA,13,#8874,N/A,6.17,"3,744","Episode 1:
""There is no need for relationships"". Kei Ogata carried with him a trying, sad past. His only joy in life was chatting and mailing as a different person on the internet. One day he met a kind gentle girl on the net named Eve became friends with her. As time passed, they began sharing a strong bond of friendship. Then the other day, Kei began suspecting classmate Midori was Eve... 

Episode 2:
The Summer Festival has past. Kei struggles with his own past, trying not to become the monster he hated so much. Midori worried about her best friend Miki look to A.W. for help. Little does she know, that the very A.W. was Kei and that he was Miki's problem. Will Kei be able to confess his love or will he forever be number two to his own alternate identity? 

(Source: AniDB)","Sep 25, 2001 to Dec 21, 2001",29 min. per ep.,Unknown,Datama Film
33,Seifuku Shojo The Animation,2,Finished Airing,Unknown,Unknown,"Hentai,",OVA,18,#8093,N/A,6.17,"4,969","The anime itself depicts teen-aged (and well endowed) school girls getting raped—by her teachers (the first episode), by some ""businessmen"" who mistake the girl for a hooker (the second episode), by a class mate in mad love with the girl (third episode), and finally two sisters being raped by the school janitor.

(Source: AniDB)","Feb 27, 2004 to May 28, 2004",28 min. per ep.,Unknown,ORADA COMPANY
34,Ai no Katachi: Ecchi na Onnanoko wa Kirai... desu ka?,2,Finished Airing,Unknown,Unknown,"Hentai,",OVA,15,#7254,N/A,6.17,"6,470",The secret world behind the amateur porn magazines. Young girls discover that is really easy to make money working for some guys that take photos of their sexual life. And some of them just get too hot by thinking of the many readers that will see their sinful acts that go crazy and wild. ,"Feb 25, 2008 to Jun 25, 2008",28 min. per ep.,Unknown,T-Rex
35,Ai wa Kagi no Kazu dake... Fuuzoku Mansion,1,Finished Airing,Unknown,Unknown,"Hentai,",OVA,14,#8449,N/A,6.17,"4,396",Jyun is on his own for the first time as his father has gone overseas for a new job. He stays behind because of schooling and moves into an appartment complex as assistant manager only to discover the place is a sex service appartment.,"May 25, 2002",28 min.,Unknown,Concept Films
36,Chikan Densha,2,Finished Airing,Unknown,Unknown,"Hentai,",OVA,5,#8369,N/A,6.17,"4,531","Kazuo Sugimoto is your typical young salaryman until he is wrongfully accused of molesting a girl on a train and forced to confess. After finding and confronting the true culprit, Kazuo becomes the man's 500th apprentice in Chikan-do: The Way of the Groper. Follow Kazuo's saga as he learns strategies such as The Berlin Wall, The Battle of Odawara and works to master his own technique The Gold Finger. Chikan-do: It will change the way you think.","Feb 14, 2003 to May 9, 2003",29 min. per ep.,Unknown,Y.O.U.C
37,Chikan Monogatari,2,Finished Airing,Unknown,Unknown,"Hentai,",OVA,6,#7408,N/A,6.17,"6,143","The phrase ""hard work"" takes on an entirely new--and sexy--meaning in Legend of the Pervert. With the office as its setting, this adults-only anime features a woman who enjoys a little solo fun in her office in the mornings and a young man whose female coworkers make him do naughty acts that would make human resources cringe.","Aug 11, 2006 to Jan 12, 2007",28 min. per ep.,Unknown,Y.O.U.C
38,Heartwork: Symphony of Destruction,3,Finished Airing,Unknown,Unknown,"Action,Hentai,",OVA,13,#8331,N/A,6.17,"4,603","The fiendish gun to which that makes the person deviate whom it has, continues to inhale no human thing blood. 
A certain day, Asakura superior obtains that gun accidentally. In the bag where the gun has entered the mass cash and video of request for the assassination by the person of puzzle... the owner of the original bag was the hit man who is called the hunter. 

It faces to the actual place of assassination, as a hunter uniting with the woman angel of puzzle superior, there, he means to assassinate the target. 

As for superior, selecting one some kind of destiny? 
And, as for this dangerous game expecting first death, or...

(Source: AniDB)","Aug 28, 2003 to May 21, 2004",30 min. per ep.,Unknown,Kyushu Network Animation
39,Ichigo Chocola Flavor,2,Finished Airing,Unknown,Unknown,"Hentai,",OVA,21,#7248,N/A,6.17,"6,488",No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jul 14, 2017 to Aug 25, 2017",22 min. per ep.,Unknown,Studio 9 Maiami
40,Tsugunai,Unknown,Currently Airing,Unknown,Unknown,"Hentai,",OVA,6,#9644,N/A,6.17,"2,882",No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jun 24, 2022 to ?",20 min.,Unknown,PoRO
41,"Watashi wa, Kairaku Izonshou",2,Finished Airing,Unknown,Unknown,"Hentai,",OVA,12,#7748,N/A,6.17,"5,499",Based on erotic manga by Yabitsu Hiro.,"Feb 26, 2016 to May 20, 2016",20 min. per ep.,Unknown,Studio 9 Maiami
42,Yubisaki kara Honki no Netsujou: Osananajimi wa Shouboushi,8,Finished Airing,Unknown,Josei,"Comedy,Romance,Hentai,",ONA,159,#4019,N/A,6.16,"27,186","Ryou Fujihashi wakes up to her apartment burning. Trapped within a deadly blaze with no means of escape, Ryou frantically makes as much noise as possible to alert her neighbors. Fortunately, someone has called the fire department, and they are speedily able to rescue her.

In a strange twist of fate, one of the firefighters turns out to be her childhood friend, Souma Mizuno. Although she was once interested in him, her crush was short-lived due to Souma's infamous womanizing ways. But with Ryou left homeless and all her possessions lost, Souma opens his home to her. Moving in with her childhood friend means Ryou has to build boundaries—physical ones—because to cross them means to jump straight into Souma's lustful arms. But due to his persistent interest in her, Ryou realizes he might just reignite the burning flames of passion between them.

Getting close with Souma, however, means constant interaction with the rest of the sexy, muscular fire department—and although Souma's heart is set on Ryou, can she stop hers from wandering?

[Written by MAL Rewrite]","Jul 8, 2019 to Sep 2, 2019",6 min. per ep.,Unknown,Studio Hokiboshi
43,Magical Witch Academy: Boku to Sensei no Magical Lesson The Animation,2,Finished Airing,Unknown,Unknown,"Hentai,",OVA,14,#7600,N/A,6.16,"5,740","In a world where magic is common, there is the most prestigious school called Wizadia Magic Academy. Tsukasa Strobilanthus, the only guy in the all-girls school, is here to learn how to control his powers the Mystic Eyes. Whenever his glasses are removed, his powers go out of control, making any girl he glares at into a state of horniness. Tsukasa has been sent to this school to find the one person in which his powers are useless against so he can learn how to control his Mystic Eyes.","Jun 22, 2007 to Aug 24, 2007",28 min. per ep.,Unknown,Maboroshi Koubou
44,Mahou Shoujo Ai San: The Anime,3,Finished Airing,Unknown,Unknown,"Supernatural,Hentai,",OVA,10,#8822,N/A,6.16,"3,808",No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jan 25, 2009 to May 25, 2009",26 min. per ep.,Unknown,Anime Antenna Iinkai
45,Mou Hasamazu ni wa Irarenai♥: Hoshi ni Onegai shitara Konnani Okkiku Nacchatta! Special,1,Finished Airing,Unknown,Unknown,"Hentai,",Special,0,#14324,N/A,6.16,610,Bonus animation included on the DVD release of Mou Hasamazu ni wa Irarenai♥: Hoshi ni Onegai shitara Konnani Okkiku Nacchatta!.,"Feb 28, 2014",2 min.,Unknown,Peak Hunt
46,Nikuyoku Gangu Takuhainin,3,Finished Airing,Unknown,Unknown,"Hentai,",OVA,11,#9473,N/A,6.16,"3,068","Working for a moving company, Shouji is invited to a party by a girl named Yuika. However, he is drugged, and multiple women take advantage of him, and rape him repeatedly. When he recovers his memory, he finds himself stuffed in a cardboard box on the railroad tracks, with a suicide note stuffed inside. Shocked, he frantically escapes from the cardboard box. Vowing revenge, he sets off to Yuika's residence. He pretends to be a delivery man, and enters her apartment. There, he stuffs her in a box and takes her to a hideout where she will be used as a lure to contact the other party members that violated him. Watch the depravity of Shouji's revenge as he hunts down and boxes up the women for his carnal revenge... 

(Source: AniDB)","Jul 18, 2002 to Nov 18, 2002",25 min. per ep.,Unknown,Shindeban Film
47,"Otaku ni Yasashii Gal toka, Kyonyuu no Osananajimi toka.",2,Finished Airing,Unknown,Unknown,"Hentai,",OVA,14,#8104,N/A,6.16,"4,963","Kageura, an otaku with glasses, is tricked into joining a group of gyaru at a physical education warehouse. One of them, Yui, decides to play a game with him, but she loses. She then decides to deprive him of his virginity in front of everyone. Thus, since this incident Yui constantly feels a strong excitement deep inside her.

(Source: nautiljon)","Apr 15, 2022 to Jun 17, 2022",19 min. per ep.,Unknown,Blue bread
48,Pretty x Cation The Animation Specials,2,Finished Airing,Unknown,Unknown,"Hentai,",Special,1,#13060,N/A,6.16,901,Short DVD specials of Pretty x Cation The Animation.,"Mar 25, 2016 to Jul 29, 2016",1 min. per ep.,Unknown,T-Rex
49,Rune's Pharmacy: Tiarajima no Okusuriya-san,4,Finished Airing,Unknown,Unknown,"Fantasy,Hentai,",ONA,9,#8328,N/A,6.16,"4,608",Novice pharmacist works hard trying to pay off the debts left behind by her deceased parents.,"Nov 30, 2018 to Dec 20, 2019",15 min. per ep.,Unknown,SELFISH
50,Seikatsu Shidou!! Anime Edition,2,Finished Airing,Unknown,Unknown,"Hentai,",OVA,16,#7494,N/A,6.16,"5,963",Based on the Doujinshi by Uran. ,"Oct 7, 2016 to Nov 4, 2016",14 min. per ep.,Unknown,Studio 9 Maiami
51,Soredemo Tsuma wo Aishiteru 2,2,Finished Airing,Unknown,Unknown,"Hentai,",OVA,17,#7822,N/A,6.16,"5,399",No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Dec 7, 2018 to Jan 25, 2019",16 min. per ep.,Unknown,T-Rex
52,Boku no Yayoi-san,2,Finished Airing,Unknown,Unknown,"Hentai,",OVA,27,#7110,N/A,6.16,"6,772","It has been five years since Hiro's older brother passed away, and during those years, he has been living with his brother's widow, Yayoi. Fast forward to the present, Hiro's feelings for Yayoi are brighter than ever.

Will he be able to confess his feelings toward her? Will Yayoi be able to reciprocate said feelings?

(Source: MU, edited)","Feb 27, 2015",21 min. per ep.,Unknown,MB planning
53,Eroriman 2,2,Finished Airing,Unknown,Unknown,"Hentai,",OVA,1,#10533,N/A,6.16,"2,134","A single man uses a dating site for his kids, especially with high school students, but what he didn't expect is for one of the girls to be his niece.","Oct 28, 2022 to Dec 23, 2022",24 min. per ep.,Unknown,PoRO
54,Furifure The Animation,1,Finished Airing,Unknown,Unknown,"Hentai,",OVA,11,#6998,N/A,6.16,"7,087","Based on the adult novel by Noesis, Ori and Kizoku Coffee.

Yui had a quarrel with her parents and ran away from home. When she walks around the town, she meets her friend and she is tricked into joining a matchmaking website called Free Friends. She just waits for someone contacting her though she doesn't know much about it. The main character accidentally finds it and contacts her. On that night, they meet in the town full of libido and...

(Source: ErogeShop)","Sep 26, 2014",27 min.,Unknown,Office Takeout
55,Futago no Haha Seihonnou,2,Finished Airing,Unknown,Unknown,"Hentai,",OVA,8,#8254,N/A,6.16,"4,720","One day, Minoru received an e-mail sending to the wrong address. It was the first accident. It was sent by a woman named Akane. Somehow, he felt as if he knew her, but he couldn't understand why he felt so. The next accident happened. When he and Tomoe went home after shopping, they happened to see Akane. Looking at Akane, Tomoe put on a grave face. Putting him between them, they looked at each other. Their encounter is just an accident or intentional? Being disclosed their relations, Minori lost his calmness, and couldn't help devouring their sexual bodies. 

(Source: AnimeNfo) ","May 25, 2005 to Aug 25, 2005",30 min. per ep.,Unknown,Dream Entertainment
56,Inbaku Gakuen,3,Finished Airing,School,Unknown,"Hentai,",OVA,16,#7879,N/A,6.16,"5,312","Keisuke Shimizu, upset over the problems in his household, becomes a delinquent and sees women as only sexual tools. His class representative, Orie Yuki, wants to change his beliefs. To show him the power of true love, Orie agrees to be his sex slave for three months. Orie has no idea what her decision will have on her future, especially since Keisuke's attention is away from his former lover.

(Source: ANN)","Jun 25, 2002 to May 27, 2003",28 min. per ep.,Unknown,Studio Jam
57,Chijoku Shinsatsushitsu,2,Finished Airing,Unknown,Unknown,"Hentai,",OVA,12,#7665,N/A,6.15,"5,629","Dr. Shinji Ishida is a doctor working at a hospital on the brink of ruin. People have heard that this doctor has brought many hospitals back from financial ruin, however his methods are what you might say ""unorthodox."" After his sessions the patients can't seem to get enough of being treated by him which naturally causes the hospital to be full of money again.

(Source: ANN)","May 25, 2003 to Sep 25, 2003",26 min. per ep.,Unknown,T-Rex
58,Okane ga Nai,4,Finished Airing,Unknown,Unknown,"ve,Drama,Romance,Erotica,",OVA,158,#3112,N/A,6.15,"44,872","Yukiya Ayase is a gentle, kind hearted, and innocent university student. The only relative he has left, his cousin Tetsuo, betrays Ayase by selling him to the highest bidder in an auction with hopes of making an enormous profit to be able to pay off his debts. Somuku Kanou, a bad-tempered (though very rich) loan shark, comes to Ayase's rescue and buys Ayase for an impressive 1.2 billion. Kanou apparently knows Ayase from something that happened between them in the past, but Ayase cannot remember who Kanou is nor does he understand why he ""saved"" him. In a desperate effort to keep Ayase close to him, Kanou demands the debt be repaid in full and suggests the perfect way to do it: by selling his body to Kanou for 500,000 each time. Ayase is horrified in the beginning, but something soon begins to grow between them that can't be bought for any price.

(Source: ANN)","Feb 9, 2007 to Dec 21, 2007",30 min. per ep.,Unknown,Lilix
