,title,episodes,status,theme,demographic,genres,type,favorites,popularity,rank,score,members,synopsis,aired,duration,premiered,studios
0,Sword of Phantasia,1,Finished Airing,Unknown,Unknown,"Fantasy,",ONA,0,#15342,#11001,5.45,467,An animated promotional/opening video for the iOS/Android game Sword of Phantasia.,"Mar 11, 2013",1 min.,Unknown,"None found, add some"
1,Sylvanian Families,3,Finished Airing,Unknown,Kids,"Comedy,Fantasy,",Special,1,#15506,#11002,5.45,449,"Enter the world of the Sylvanians, a community of tiny anthropomorphized animals who have the same difficulties that people do. But the Sylvanians are often able to work through those dilemmas, teaching the children who join them valuable life lessons.

(Source: Amazon.co.uk)
","Apr 21, 2007 to May 5, 2007",25 min. per ep.,Unknown,Dyna Method
2,Xi Yangyang Yu Hui Tailang: Hu Hu Sheng Wei,1,Finished Airing,Unknown,Kids,"Adventure,Comedy,",Movie,0,#14616,#11003,5.45,560,"Crafty Gecko and General Tiger attack the Goat Village with plans to build an amusement park. Even worse, they intend to turn the castle of Wolfie (Grey Wolf) and his wife, Wolnie (Red Wolf) into a public toilet! To save their captured families from the fierce animal gang and robot soldiers, Weslie (Pleasant Goat) and Wolfie must work together to find the legendary statues that protected their ancestors. Can they beat the villains and become friends?

(Source: Wikipedia)","Jan 29, 2010",1 hr. 28 min.,Unknown,"None found, add some"
3,Kennosuke-sama,1,Finished Airing,Unknown,Unknown,"Adventure,Comedy,",OVA,0,#11463,#11004,5.45,"1,522","A comedy about a family of old-fashioned samurai living in modern-day Tokyo whose young son has to head out for an important date.

(Source: The Anime Encyclopedia)","Jul 7, 1990",20 min.,Unknown,Toei Animation
4,Kidou Senshi Gundam-san: Hiyoko Days ― Suisei Hiyoko to Fushigi na Ofuda,1,Finished Airing,Unknown,Unknown,"Comedy,",Special,0,#12046,#11005,5.45,"1,240","Additional episode of Gundam-san, included in BD & DVD.","Apr 22, 2016",6 min.,Unknown,Sunrise
5,Koukyousei Million Arthur,1,Finished Airing,Unknown,Unknown,"Fantasy,",ONA,0,#11759,#11006,5.45,"1,381","The animated opening for Square Enix's Koukyousei Million Arthur RPG mobile game launched for iOS and Android on October 4, 2018. It is said to be a ""brand new"" Million Arthur story where legends and myths intersect. The plan is for the game to be an action hunting RPG, unlike the previous ones which were mobile RPG card games.","Sep 25, 2018",1 min.,Unknown,"None found, add some"
6,Liu Xing Huan Jian,60,Finished Airing,Unknown,Unknown,"Action,Fantasy,",ONA,11,#12463,#11007,5.45,"1,077","Twenty years after the war between immortals and demons, the Three Realms have reached a state of delicate balance. It was at this time that the young man Ye Bugui, who was carrying an important secret, broke free from the protection of the Sword Spirit Island and appeared in front of everyone. His appearance broke the balance and the conspiracy that had lain dormant since the end of the war resurfaced. While trying to protect the world, Ye Bugui is aware of his own destiny. His life journey is full of dangers, with people joining and leaving him along the way. The meaning behind his name, ""Bu Gui"" - ""no return"", may just be his fate.

(Source: Anilist)","Jan 28, 2021 to Aug 12, 2021",12 min. per ep.,Unknown,Soyep
7,Lupin Shanshei,10,Finished Airing,Unknown,Unknown,"Comedy,",OVA,1,#10627,#11008,5.45,"2,067",Series of 10 shorts parodying the popular classic anime Lupin III.,"Dec 19, 2012",3 min. per ep.,Unknown,TMS Entertainment
8,Makyou Gaiden Le Deus,1,Finished Airing,Mecha,Unknown,"Action,Adventure,Sci-Fi,",OVA,2,#10430,#11009,5.45,"2,202","In a post-apocalyptic world, the treasure hunter Riot and his pretty sidekicks are searching for Eyes of Zalem, which they hope will guide them to Rido, the treasure of a long-lost Quall civilization. A limitless energy source, the Rido has the power to even restore life; but unfortunately for Riot, the evil Demsters are after it too. (from ANN)","Dec 1, 1987",48 min.,Unknown,Ashi Productions
9,Marie & Gali Special,1,Finished Airing,Educational,Unknown,"Comedy,",Special,0,#13426,#11010,5.45,806,Special episode 9.5.,"Jun 2, 2009",4 min.,Unknown,Toei Animation
