,title,episodes,status,theme,demographic,genres,type,favorites,popularity,rank,score,members,synopsis,aired,duration,premiered,studios
0,Shutter Chance,1,Finished Airing,Unknown,Kids,"Drama,",OVA,0,#19419,#20001,N/A,175,An educational film showing the importance of perusing dreams and the depression that occurs when parents force their children's careers into what they want rather than what the child wants.,1999,25 min.,Unknown,"None found, add some"
1,Shuugou no Kangae,1,Finished Airing,Unknown,Kids,"rde,",Movie,0,#18448,#20002,N/A,233,An educational film about abstract thought.,1969,20 min.,Unknown,"None found, add some"
2,Shuukan Shimakou,11,Finished Airing,Unknown,Unknown,"Comedy,",TV,0,#14011,#20003,N/A,671,"Shuukan Shimakou is about a life of a Japanese white-collar worker salaryman, Shima Kosaku.","Apr 13, 2011 to Jun 22, 2011",3 min. per ep.,Spring 2011,DLE
3,Shuukan Shimakou Special,1,Finished Airing,Unknown,Unknown,"Comedy,",ONA,0,#16753,#20004,N/A,345,Preview episode aired online.,"Jan 4, 2011",2 min.,Unknown,"None found, add some"
4,Shuukan Storyland,56,Finished Airing,Unknown,Seinen,"Comedy,Drama,fe,",TV,0,#13680,#20005,N/A,747,"This was an anthology program containing several different anime each week along with some non-animated segments. Several of the animated films were short series including: Nazo no Rouba [謎の老婆] (tvss), Meibugyou Bun-san [名奉行・文さん], Jo Keibu Jinguuji Youko [女警部・神宮寺葉子], Remon Suzumori's Soudanjo [鈴森なんでも相談所].

(Source: animated-divots.net)","Oct 14, 1999 to Sep 13, 2001",25 min. per ep.,Fall 1999,Satelight
5,Shuumatsu no Walküre II Mini Anime,12,Finished Airing,Unknown,Unknown,"Comedy,",ONA,0,#15983,#20006,N/A,403,Short episodes with super-deformed characters posted on the official Twitter account and on Warner Bros. Japan.,"Apr 13, 2023 to Jul 2, 2023",2 min. per ep.,Unknown,AQUA ARIS
6,Shuxiang Ji Zhi Tian Yu Chuanqi,26,Finished Airing,Historical,Kids,Unknown,TV,0,#24599,#20007,N/A,36,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Sep 2013 to ?,10 min. per ep.,?,"None found, add some"
7,Shuxue Huang Dao Lixian Ji,40,Finished Airing,Unknown,Kids,Unknown,TV,0,#21188,#20008,N/A,80,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Jul 2011 to 2011,15 min. per ep.,?,"None found, add some"
8,Shuxue Huang Dao Lixian Ji 2,40,Finished Airing,Unknown,Kids,Unknown,TV,0,#21231,#20009,N/A,79,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2011,15 min. per ep.,?,"None found, add some"
9,Shuxue Huang Dao Lixian Ji 3,40,Finished Airing,Unknown,Kids,Unknown,TV,0,#20476,#20010,N/A,114,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Nov 2011 to Dec 2013,15 min. per ep.,Fall 2011,"None found, add some"
10,Shuxue Long,60,Finished Airing,Unknown,Kids,Unknown,TV,0,#24398,#20011,N/A,38,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,11 min. per ep.,?,"None found, add some"
11,Si Dian Ban,1,Finished Airing,Unknown,Kids,Unknown,Movie,0,#22246,#20012,N/A,61,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,1964,20 min.,Unknown,Shanghai Animation Film Studio
12,Si Du Chishui,1,Finished Airing,Unknown,Unknown,Unknown,Movie,0,#23392,#20013,N/A,46,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Oct 14, 2016",1 hr. 25 min.,Unknown,"None found, add some"
13,Si Hai Jing Qi 2nd Season,24,Finished Airing,Unknown,Unknown,"Action,Adventure,Fantasy,Mystery,",ONA,0,#15364,#20014,N/A,464,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Oct 24, 2019 to Mar 12, 2020",15 min. per ep.,Unknown,Chosen
14,Si Ling Bianma: Shijie Caozong Zhe Recap,1,Finished Airing,Unknown,Unknown,Unknown,ONA,0,#16374,#20015,N/A,372,Recap episode of Si Ling Bianma: Zhi Shijie Caozong Zhe that aired between episode 10 and 11.,"May 8, 2014",2 min.,Unknown,"None found, add some"
15,Si Lu Chuanqi Dahai Tu,52,Finished Airing,Unknown,Kids,"Adventure,",TV,0,#24105,#20016,N/A,40,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,20 min. per ep.,?,"None found, add some"
16,Si Lu Chuanqi Teshi Zhangqian,52,Finished Airing,Historical,Kids,Unknown,TV,0,#24399,#20017,N/A,38,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Oct 8, 2018 to ?",19 min. per ep.,?,"None found, add some"
17,Si Lu Gongzhu,26,Finished Airing,Unknown,Kids,"Adventure,Fantasy,",TV,0,#24400,#20018,N/A,38,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2016 to ?,11 min. per ep.,?,"None found, add some"
18,Si So Mi,1,Finished Airing,Unknown,Unknown,"rde,Drama,",Movie,0,#21732,#20019,N/A,70,"A love poem from the 1935 German film soundtrack has become a synonym for the funeral procession ""Sisomi"" in Taiwan, creating an interesting and absurd contrast between the two. The dance movements are interwoven with the stories of dead animals and death that belong to the city, telling their own life stories.

(Source: Goldenhorse, translated)","Jun 30, 2018",5 min.,Unknown,"None found, add some"
19,Si Wuxie,12,Finished Airing,Unknown,Unknown,"Fantasy,fe,",ONA,0,#18622,#20020,N/A,221,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jul 9, 2022 to Sep 17, 2022",8 min. per ep.,Unknown,"None found, add some"
20,Si Yaodai,1,Finished Airing,Unknown,Kids,Unknown,Movie,0,#21766,#20021,N/A,69,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,1962,15 min.,Unknown,Shanghai Animation Film Studio
21,Si Zhi Xiao Ye Ya,1,Finished Airing,Unknown,Kids,Unknown,Movie,0,#21495,#20022,N/A,74,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,1958,10 min.,Unknown,"None found, add some"
22,Sifan,1,Finished Airing,Historical,Unknown,Unknown,Movie,0,#23393,#20023,N/A,46,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2005,9 min.,Unknown,"None found, add some"
23,Sigan Yeohaengja Luke,52,Finished Airing,Unknown,Kids,"Action,Adventure,Sci-Fi,",TV,0,#18970,#20024,N/A,201,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"May 9, 2020 to Jul 10, 2021",11 min. per ep.,Spring 2020,ANYZAC
24,Sihanpogtan,1,Finished Airing,Military,Unknown,"Drama,",Movie,0,#21577,#20025,N/A,72,"Without dialogue, the story reveals anti-American sentiments and a certain depiction of the US Army.

(Source: YouTube)",1967,13 min.,Unknown,SEK Studios
25,Silk Road Shounen Yuuto,26,Finished Airing,Historical,Unknown,"Adventure,Fantasy,",TV,0,#14019,#20026,N/A,668,"When a boy Yuto visits Qinghai in China, he is involved in the battle between time-travelers, and he is sent to the Silk Road in the past. They are looking for a mysterious treasure, the statue of Yuki Daruma Taishi, which is said to make miracles. Seeing historical events and encountering historical persons, such as Yang Guifei and Xuanzang, he will learn many thinks. Whether will he be able to go back to today?

(Source: AnimeNfo)","Sep 16, 2006 to Mar 24, 2007",20 min. per ep.,Fall 2006,OLM
26,Silk Road Shounen Yuuto: Toki wo Kakeru Shounen Yuuto no Hyouryuu Nikki,1,Finished Airing,Historical,Unknown,"Adventure,Fantasy,",Special,0,#18062,#20027,N/A,254,Recap episode of Silk Road Shounen Yuuto that took place between episode 16 and 17. The episode title is a homage to the famous novel Toki wo Kakeru Shoujo.,"Jan 13, 2007",20 min.,Unknown,OLM
27,Simgyeong,1,Finished Airing,Psychological,Unknown,"rde,",Movie,0,#20808,#20028,N/A,94,"A woman looks into her mind. Chasing her ideals on a tightrope. Every imperfect piece of her mind completes herself.

(Source: IMDb)","May 1, 2014",2 min.,Unknown,"None found, add some"
28,Sinbad Lixian Ji 2,1,Finished Airing,Unknown,Kids,"Adventure,Fantasy,",Movie,0,#22868,#20029,N/A,52,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"May 30, 2014",1 hr. 29 min.,Unknown,"None found, add some"
29,Sinbad Lixian Ji 2013,1,Finished Airing,Unknown,Kids,"Adventure,Fantasy,",Movie,0,#22668,#20030,N/A,54,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"May 31, 2013",1 hr. 28 min.,Unknown,"None found, add some"
30,Sinbad Yu Meirenyu Gongzhu,1,Finished Airing,Unknown,Kids,"Adventure,Fantasy,",Movie,0,#23032,#20031,N/A,50,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jan 7, 2017",1 hr. 20 min.,Unknown,"None found, add some"
31,Sinbi Apateu 444ho,4,Finished Airing,Unknown,Kids,"Supernatural,",TV,0,#20877,#20032,N/A,91,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Dec 31, 2014",11 min. per ep.,Fall 2014,"None found, add some"
32,Sinbi Apateu Movie: Haneuldokkaebi Dae Yoleumungandeu,1,Finished Airing,Unknown,Kids,"Mystery,Supernatural,",Movie,0,#20482,#20033,N/A,112,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Dec 19, 2019",1 hr. 37 min.,Unknown,"None found, add some"
33,Sinbi Apateu: Geumbich Dokkaebiwa Bimil-ui Dong-gul,1,Finished Airing,Unknown,Kids,"Mystery,Supernatural,",Movie,0,#21853,#20034,N/A,68,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jul 25, 2018",1 hr. 8 min.,Unknown,"None found, add some"
34,Sinbi Apateu: Ghost Ball Double X,26,Finished Airing,Unknown,Kids,"Fantasy,Supernatural,",TV,1,#20431,#20035,N/A,116,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Mar 5, 2020 to Jan 21, 2021",8 min. per ep.,Spring 2020,"None found, add some"
35,Sinbi Apateu: Haliui Teugbyeolhan Halu,1,Finished Airing,Unknown,Kids,Unknown,Special,0,#22454,#20036,N/A,57,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Aug 23, 2019",20 min.,Unknown,"None found, add some"
36,"Sinbi Apateu: Halmeoniui Sowon, Bug-eseo On Mildong-gwi",1,Finished Airing,Unknown,Kids,"Supernatural,",Special,0,#22554,#20037,N/A,56,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2020,10 min.,Unknown,"None found, add some"
37,Sinbi Apateu: Zero,Unknown,Currently Airing,Unknown,Kids,"Fantasy,Supernatural,",TV,2,#18711,#20038,N/A,215,Fifth season of Sinbi Apateu.,"Mar 20, 2023 to ?",24 min.,Spring 2023,"None found, add some"
38,Sinbo Dog & Hami Rabbit,10,Finished Airing,Unknown,Kids,Unknown,ONA,0,#24523,#20039,N/A,37,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,5 min. per ep.,Unknown,"None found, add some"
39,SiNK,1,Finished Airing,Unknown,Unknown,"rde,",Movie,0,#20662,#20040,N/A,102,"Sink is set in Tomioka's brightly coloured yet worn and grubby surreal world, where on this occasion we see commuter trains packed with deep sea divers reading pornography. Sealed off behind their protective shells from any real human contact, the commuters are clearly inspired by Tomioka's experiences on Tokyo's underground but perhaps represent everyone who shuts themselves away behind iPods, computers and books, afraid of real face-to-face human interaction.

(Source: Letterboxd)",1999,3 min.,Unknown,"None found, add some"
40,Sirotsumekusa,1,Finished Airing,Unknown,Unknown,"Suspense,",Movie,0,#18370,#20041,N/A,237,"Ao Sirotubaki, who works at ""Hanagumi"", was living a normal and quiet life as a flower shop owner. However, her twin sister, Beni Sirotubaki, contacts Ao for the first time in six years. What happened to the sisters six years ago, and what do the two reunited talk about? The lives of the sisters begin to move greatly as their feelings intermingle. A shocking one-situation suspense movie developed in the world's first all-cast VTuber!!

(Source: Humax Cinema)","Sep 19, 2020",1 hr. 12 min.,Unknown,HoriPro
41,Sittakaman!,8,Finished Airing,Unknown,Unknown,"Comedy,",ONA,0,#23479,#20042,N/A,45,"Kenji and Mamoru's simple questions are challenged by Shittakaman, who pretends to know what he's doing!

(Source: Official Site, translated)","Jan 7, 2011",1 min. per ep.,Unknown,Kate Arrow
42,Skyers 5,12,Finished Airing,Unknown,Unknown,"Action,Sci-Fi,",TV,0,#14131,#20043,N/A,643,"A science fiction action series about the future battles between a planetary police force and an international crime syndicate. The series plays out as a mix between science fiction and an old western. 
","Oct 4, 1967 to Dec 20, 1967",24 min. per ep.,Fall 1967,"None found, add some"
43,Skyers 5 EX,3,Finished Airing,Unknown,Shounen,"Action,Sci-Fi,",Special,0,#19557,#20044,N/A,168,Unreleased episodes of Skyers 5 released to the public nearly five decades later on the HD Remaster DVD-BD Box Set 1.,"Apr 24, 2015",20 min. per ep.,Unknown,"None found, add some"
44,Slippy Dandy,4,Finished Airing,Unknown,Kids,"Action,Mystery,",TV,1,#17598,#20045,N/A,282,"Farcical thievery in the style of Cat's Eye, as the pretty blonde photographer Audrey pursues the burglar Slippy Dandy, unaware that he is really Steve, the young college boy who worships her from afar. This series of shorts was shown as part of the variety show Midnight Treasure Chamber and made in a deliberately ""American"" style (meaning brashly bright colors and redundant sound effects plastered over the action in the style of the 1960s TV Batman).

(Source: The Anime Encyclopedia)","Aug 6, 1987 to Sep 3, 1987",2 min. per ep.,Summer 1987,Meruhensha
45,SMAP 2000 Concert Anime,1,Finished Airing,Unknown,Unknown,"Action,Sci-Fi,",Special,0,#19988,#20046,N/A,141,A short animated feature by Takeshi Koike for SMAP's 2000 concert.,2000,3 min.,Unknown,"None found, add some"
46,Snowy Land,1,Finished Airing,Unknown,Unknown,Unknown,ONA,0,#20346,#20047,N/A,121,A short promo with a Chrismas greeting from Vivaldi Park Ski Resort.,"Dec 21, 2017",32 sec.,Unknown,VCRWORKS
47,SNS Police,24,Finished Airing,Detective,Unknown,Unknown,ONA,1,#14963,#20048,N/A,511,"The story centers around the titular SNS Police (Social Network Service Police), who protect the peace in social media sites like Twitter and Facebook and deal harsh justice to those who violate it. 

(Source: ANN)","Mar 24, 2018 to May 21, 2018",5 min. per ep.,Unknown,"None found, add some"
48,Snuff Film,1,Finished Airing,Music,Unknown,"rde,",Movie,0,#20347,#20049,N/A,121,"Directed and key animated by Yukiko Kai, music by Urban Garde. Graduation work in Tama Art University Department of Graphic Design.","Apr 12, 2015",6 min.,Unknown,"None found, add some"
49,So-na-gi,1,Finished Airing,Unknown,Unknown,"Drama,Romance,",Movie,0,#15030,#20050,N/A,501,"A little girl always plays on the stepping stones in the brook. A shy little boy hovers around her unable to ask her that he wishes to be alone. Suddenly, it rains and they seek shelter together, which brings them closer.","Aug 31, 2017",48 min.,Unknown,Studio Meditation With a Pencil
50,Soba Dokan,1,Finished Airing,Unknown,Unknown,"Comedy,",Special,0,#20119,#20051,N/A,133,A special of the Dokan-kun franchise included only on the complete DVD Box Set of the franchise. The Box Set was released 2 years before the 5th/final season was created. Making it not a true box set of the Dokan-kun franchise.,"Mar 20, 2009",5 min.,Unknown,"None found, add some"
51,Soba no Hana Saita Hi,1,Finished Airing,Unknown,Kids,"Drama,",OVA,0,#19473,#20052,N/A,172,An educational film about environmentalism.,2000,12 min.,Unknown,"None found, add some"
52,Sobakasu Pucchi,162,Finished Airing,Unknown,Kids,"Adventure,Comedy,",TV,0,#16269,#20053,N/A,380,"A kids adventure and comedy series. Each 5 minute episode aired Monday through Saturday in a continuing story which completed at the end of the week.

(Source: AniDB)","Mar 31, 1969 to Oct 4, 1969",5 min. per ep.,Spring 1969,"None found, add some"
53,Sockies: Frontier Quest,39,Finished Airing,Unknown,Unknown,"Comedy,",TV,0,#16703,#20054,N/A,347,Based on a book which introduced the culture of Sock Monkey to Japan.,"Apr 15, 2011 to Feb 24, 2012",5 min. per ep.,Spring 2011,"None found, add some"
54,Sofy Soft Tampon: Drive Ryokou-hen,1,Finished Airing,Unknown,Unknown,"fe,",Special,0,#17518,#20055,N/A,287,An animated television advertisement for Sofy brand soft tampons. A woman has a long road trip ahead of her with her friends and the product helps her stay leak-proof when she doesn't have the ability to frequently stop at the restroom.,"Jul 29, 2018",15 sec.,Unknown,Liberty Animation Studio
55,SofyRuby,52,Finished Airing,Unknown,Kids,"Comedy,",TV,1,#19857,#20056,N/A,149,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Aug 30, 2016 to Aug 20, 2017",12 min. per ep.,Summer 2016,"None found, add some"
56,Solar I.II.III,1,Finished Airing,Mecha,Unknown,"Action,",Movie,0,#15769,#20057,N/A,424,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Dec 1982,1 hr. 15 min.,Unknown,"None found, add some"
57,Sollo Talchul Gwi,1,Finished Airing,Unknown,Unknown,"Romance,Supernatural,",Movie,2,#17213,#20058,N/A,311,"After serving his military duty, Jung-hoon, who has never had a girlfriend, returns to college. He has a secret crush on Eun-ji, a member of the school’s paranormal activity research club called Mysteria, in which he also belongs. One day, Jung-hoon meets Ji-sun, a virgin ghost, by chance, and Ji-sun asks him for help with her Scare tests, the exams that she needs to pass in order to be reborn. In return, Jung-hoon makes an arrangement with Ji-sun to help him score points with Eun-ji. While trying to help each other’s problems, the two run into disagreements, but their feelings for each other grow deeper as time passes.

(Source: KMDb)","Oct 24, 2015",1 hr. 24 min.,Unknown,"None found, add some"
58,Somei-ka no Hi no Youjin: Bouka no Tebiki Katei-hen,1,Finished Airing,Educational,Kids,"Drama,",OVA,0,#19810,#20059,N/A,153,An educational fire safety video for kids and their families at home.,1996,16 min.,Unknown,"None found, add some"
59,Something Great Chizu ni Nai Machi,1,Finished Airing,Unknown,Unknown,"fe,",Movie,0,#16246,#20060,N/A,382,Based on the original story by Mukainakano Yoshio.,"Feb 4, 2006",Unknown,Unknown,"None found, add some"
60,Son Gokuu no Hi no Youjin,1,Finished Airing,Educational,Kids,"Drama,Fantasy,",OVA,0,#18450,#20061,N/A,233,"An educational ""don't play with fire"" safety video for kids featuring characters from the classic Saiyuuki folktale.",2010,12 min.,Unknown,"None found, add some"
61,Son Gokuu no Koutsuu Rule Shugyou Chuu,1,Finished Airing,Educational,Kids,"Drama,Fantasy,",OVA,0,#19548,#20062,N/A,169,An educational film about traffic safety staring the Saiyuuki cast.,2005,13 min.,Unknown,Toei Animation
