,title,episodes,status,theme,demographic,genres,type,favorites,popularity,rank,score,members,synopsis,aired,duration,premiered,studios
0,Zettai Shougeki: Platonic Heart Picture Drama,4,Finished Airing,Martial Arts,Unknown,"Action,Ecchi,",Special,0,#11455,#11992,5.04,"1,526",Short picture drama specials included in BD/DVD volumes.,"Nov 27, 2008 to Feb 25, 2009",8 min. per ep.,Unknown,Arms
1,Zap Cat,1,Finished Airing,Unknown,Unknown,"rde,",Movie,0,#18404,#12016,5.03,235,"Completed psychedelic anime. As a personal work, it will be the last film work.",2008,2 min.,Unknown,"None found, add some"
2,Kiseichuu no Ichiya,1,Finished Airing,Unknown,Unknown,"rde,Horror,",Movie,9,#9880,#12009,5.03,"2,627",Short experimental animation from 1972 by Yoji Kuri.,1972,9 min.,Unknown,"None found, add some"
3,Manga Revue Haru,1,Finished Airing,Unknown,Kids,Unknown,Movie,0,#15162,#12010,5.03,486,A lighthearted anime about spring time. It was originally set to an elementary school song. The film features several vignettes.,1931,9 min.,Unknown,"None found, add some"
4,NoisyCell x Ponkotsu Quest,1,Finished Airing,Unknown,Unknown,"Comedy,",ONA,0,#14526,#12011,5.03,573,"A collaboration promotion between the Ponkotsu Quest and NoisyCell for their 3rd minialbum ""Pieces"" being released on June 21, 2017 as well as their tour ""New Game+"" starting on July 16, 2017.","Jun 7, 2017",2 min.,Unknown,"None found, add some"
5,Origami of Landscape,1,Finished Airing,Unknown,Unknown,"rde,",ONA,0,#14552,#12012,5.03,570,An animation of landscapes fluidly changing shapes.,"Jun 8, 2013",44 sec.,Unknown,"None found, add some"
6,Prism Magical: Prism Generations!,1,Finished Airing,Unknown,Unknown,"Comedy,Ecchi,",OVA,2,#9387,#12013,5.03,"3,154","* An exclusive OVA produced for PAJAMAS SOFT 10th Anniversary-Project Prism Magical: Prism Generations! and included with the professional package of the game.

There is a small town on the sea. Raika just enjoys his school life with Ibuki, his old friend, and Yuri, his maid. However, his father is actually a magical girl (?). Also, a group of magical girls come to his school to look for a treasure stone called Mana Prism. Though he doesn't want to wear a girl's costume, he is forced to be a magical girl as well! ""Come back, my peaceful life!"" To save his school, his battle against the magical girls starts now! 

(Source: AniDB)","Aug 27, 2010",16 min.,Unknown,Asahi Production
7,Pure Aluminum: Sunoko-tan.,1,Finished Airing,Music,Unknown,"Comedy,",OVA,0,#15993,#12014,5.03,402,"A 90-second promotional video featuring Sunoko-tan and Alumi-san, characters created by a metal production company in Niigata Prefecture.","Dec 29, 2008",1 min.,Unknown,Ishikawa Pro
8,Sora no Momotarou,1,Finished Airing,Military,Unknown,"Adventure,Comedy,",Movie,0,#11616,#12015,5.03,"1,447","Momotaro has been requested to fight off the Wild Eagle enemy which has suddenly appeared. He takes to the skies in his airplane, accompanied by a dog, a monkey , and a pheasant, and heads for an island some 10,000 kilometers away. One of the island people promises to prepare the two refuels that the plane requires during its flight to the island. The first refuel will be found on a giant tortoise shell, and the second is a refuel station especially positioned on the back of a whale which will come to surface. Momotaro's plane is attacked by the Wild Eagle out of the blue as it approaches the island, but after an exciting dogfight in the air, he successfully fights off the enemy.

(Source: ANN)","Oct 1, 1931",12 min.,Unknown,"None found, add some"
9,Anitore! XX: Hitotsu Yane no Shita de Specials,6,Finished Airing,Unknown,Unknown,"Comedy,Sports,Ecchi,",Special,2,#9978,#12002,5.03,"2,541",Specials bundled with Blu-ray volume of Anitore! XX: Hitotsu Yane no Shita de.,"Mar 17, 2017",4 min. per ep.,Unknown,Rising Force
10,Ark IX,1,Finished Airing,Unknown,Unknown,"Action,",OVA,4,#6472,#12003,5.03,"8,567","The world has been divided into two halves by a giant wall to prevent the epidemic of ""Dark mist"". In order to shelter the refugees, artificial cities called ""Arks"" were built. Shido Enishi is a private detective, who works at the ninth Ark. One day, he is asked to capture a burglar. The seemingly simple case leads him to a great conspiracy.","Jul 2, 2013",11 min.,Unknown,Hoods Entertainment
11,Awake,2,Finished Airing,Unknown,Unknown,"Action,Sci-Fi,",Special,1,#12533,#12004,5.03,"1,054","The first episode served as the opening animation for 1984's SciFi convention named Uru Matsuri III (ウル祭Ⅲ) and it follows the style of the Daicon openings. The video consists of two primary fixations of the Japanese otaku culture in the 80s - scifi and lolis. The 2nd episode is only known to have been released in 1987. 

(Source: AniDB)","Aug 16, 1984 to 1987",3 min. per ep.,Unknown,"None found, add some"
12,Barom One,13,Finished Airing,Unknown,Shounen,"Action,Sci-Fi,Supernatural,",TV,1,#10228,#12005,5.03,"2,343","Takeshi Kido and Kentaro Shiratori are a pair of friends who have been together for almost their entire life. One night, a strange being comes out from the lake and starts attacking them. When Takeshi and Kentaro are almost eliminated, a strange being named Kopu calls them and tells them that they are the chosen ones to inherit the power to protect the world from an evil being named Goumon. Now, they join their hands to transform into Barom One, a being with superior skills, who will fight to protect the city.

(Source: ANN)","Dec 7, 2002 to Mar 22, 2003",24 min. per ep.,Winter 2003,E&G Films
13,Bunbuku Chagama (1958),1,Finished Airing,Unknown,Unknown,Unknown,Movie,0,#16065,#12006,5.03,396,A short puppet animation movie by Tadahito Mochinaga. ,1958,13 min.,Unknown,"None found, add some"
14,Dangobei Torimonochou: Hirake - Goma no Maki,1,Finished Airing,Unknown,Unknown,"Action,Adventure,Comedy,",Movie,1,#14712,#12007,5.03,546,Heibei and his companions are involved in a fight against bandits.,1952,9 min.,Unknown,"None found, add some"
15,Furudera no Obake-soudou,1,Finished Airing,Unknown,Unknown,"Action,Adventure,",Movie,0,#12455,#12008,5.03,"1,078",A 1936 movie short about Taro a young man and his adventures against various creatures from different legends.,1936,5 min.,Unknown,"None found, add some"
16,1/100 Shibuya Crossing,1,Finished Airing,Unknown,Unknown,"fe,",ONA,1,#12819,#12021,5.02,965,"A thousand Genki-kun figures scramble across the famous Shibuya Crossing in Tokyo—the busiest street intersection in the world. Despite it being so crowded, everyone manages to safely make it across!

[Written by MAL Rewrite]","Jun 28, 2015",2 min.,Unknown,"None found, add some"
17,1/100 Train Station,1,Finished Airing,Unknown,Unknown,"fe,",ONA,0,#12767,#12022,5.02,981,"Thousands of Genki-kun—1:100 scale paper people—move about within a bustling train station during the commuter rush. An x-ray effect reveals just how packed the train interiors are with passengers!

[Written by MAL Rewrite]","Jul 24, 2017",2 min.,Unknown,"None found, add some"
