,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
701,manhwa,Poison-Eating Healer,Unknown,Publishing,"Action,Fantasy",4,#9759,#8507,7.00,"1,627","Haesun Cheon is terminally ill because of various poisons. In a world where dungeons and monsters have broken out, he, who was never welcome anywhere, will become the strongest hunter!

(Source: Kakao Entertainment Corp., translated)",Unknown,"Park, Kyungwon (Story), Team Pove (Art)","Dec  11, 2022 to ?"
702,manhwa,Boundless Ascension,Unknown,Publishing,"Action,Fantasy",2,#6111,#8508,7.00,"2,883","Seong-yun Han was just a boy when his parents were killed by monsters unleashed during a mysterious calamity called the ""Dungeon Break."" Seven years later, Seong-yun is devastated to find that his grinding efforts to become a Hunter, fierce warriors who seek out and destroy monsters, are entirely in vain, as his fighting attributes have not increased at all. Seong-yun's world flips on a dime when he accepts an invitation to join the Tower of Trials, an otherworldly realm where challengers must overcome trials that pit them against monsters and humans alike.

(Source: Webtoon Entertainment)",Unknown,"Seonun (Story), 2 Sarang (Art)","Dec  17, 2022 to ?"
703,manhwa,Demon King of the Royal Class,Unknown,Publishing,"Action,Fantasy",11,#9455,#8509,7.00,"1,695","I died while I was reading hate comments on my novel. I was already in shock over my death, but some ""Grim Reaper"" appeared and told me that being a bad writer was a sin. To atone and make it into heaven, I was told I needed to survive past the ending in one of my novels. And so, I entered the novel ""The Demon King is Dead""...

""Damn it all!! Why did this have to happen to me?!""

By all misfortune, the character I possessed was the Demon Prince, a character with no combat abilities—who dies at the very start of the story!!

(Source: Kakao Entertainment Corp., translated)",Unknown,"Geuljaengi S (Story), Ronopu (Art)","Jan  27, 2023 to ?"
704,manhwa,Drug-Eating Genius Mage,Unknown,Publishing,"Action,Adventure,Fantasy",3,#10663,#8511,7.00,"1,434","Having reached his talent limit on magic, the protagonist was sent to the gaming world as punishment—to a huge city named Valkan. In order to survive, he builds relationships with other people and investigates the secret behind the ""closed world,"" striving to prevent the end of the world.

(Source: Kakao Entertainment Corp., translated)",Unknown,"Geulgeunyuk (Story), Choegom (Art)","Feb  28, 2023 to ?"
705,manhwa,The Constellations Are My Disciples,Unknown,Publishing,"Action,Fantasy",3,#12665,#8512,7.00,"1,131","Three hundred years ago, Martial God Hyun-oh Kim defeated Barche, the boss of the tower of destruction, and prevented the end of the world. He should have died, suffering the same fate as the tower of destruction. However, after 300 years, he is reborn as 17-year-old Joo-hyuk Kim. He finds out that the ""Constellations,"" that were created during his absence are his disciples from 300 years ago, and sets on a journey to find them.

(Source: Naver Corporation, translated)",Unknown,"Bangguseok Kim-ssi (Story), Studio Inus (Art)","Mar  2, 2023 to ?"
706,manhwa,Beautiful Fascination is Better Than Love,15,Finished,"Drama,Romance",14,#7545,#8550,7.00,"2,259","A new teacher, Miss Jung has a student she particularly worries about. Ryu Min is the top student in the school, he's tall, smart, and handsome. He shocks her by telling her, he wonders what it would feel like to kiss her. What is she to do about him?

(Source: MangaTraders)",5,"Lee, Hyeon-Sook (Story & Art)",2004 to ?
707,manhwa,The Antique Gift Shop,16,Finished,"Drama,Fantasy",6,#21150,#8555,7.00,483,"Did you know that an antique possesses a soul of its own? The Antique Gift Shop specializes in such items that charm and captivate the buyers that they are destined to belong to. Guided by a mysterious and charismatic shopkeeper, the enchanted relics lead their new owners on a journey into the alternate cosmic universe to their true destinies. Eerily bittersweet and dolefully melancholy, the Antique Gift Shop opens up a portal to a world where torn lovers unite, broken friendships are mended, and regrets are resolved. Do you believe?

From Ice Kunion",10,"Lee, Eun (Story)",2004
708,manhwa,Ping,30,Finished,"Action,Ecchi",10,#3950,#8568,7.00,"4,729","In the modern age, there still exists some martial art clans from long ago, vying for power. Amidst a fight, the son of a security man meets a mysterious girl who kisses him out of the blue... (Source: mangaupdates)",5,"Lee, Jong-Kyu (Story), Kim, Youn-Kyung (Art)",2007
709,manhwa,Gwi,34,Finished,"Action,Adventure",15,#6147,#8576,7.00,"2,863","Mu-Sang’s has a quest... He must find and kill every “Gwi” that has ever existed. He is determined, and won’t let anything get in his way, not even the imperial army!

While traveling and searching for the remnants of Gwi, he meets a girl who also bears the same mark crossed out than he has. A fateful encounter? Were those two fated to meet? And why does he hold such a grudge against the “Gwi”? ... all are questions left to be answered!

(Source: EasyGoingScans)",5,"Kim, Young-Oh (Art), Ghun, Oh Rhe Bar (Story)",2006 to  2008
710,manhwa,Become Habituated to Kiss,75,Finished,"Comedy,Romance",11,#5596,#8577,7.00,"3,188","What if one day a stranger suddenly kissed you like in a movie? And furthermore, that person were handsome like a movie star?

A heavy eater and simple minded, a slow witted girl with no sense at all. However, she is the area's best fighter, Kang DaYeon.

When she saves a person on the brink of death, he shows his gratitude with a sweet and sensual kiss.  The weird transfer student Kang Uh yuk (Oh yuk?).

An exciting story of taming and being tamed!

(Source: Loyal Kiss)",15,"Hwang, Mi Ri (Story & Art)",2008 to ?
711,manhwa,Lover Puzzle,Unknown,Finished,"Comedy,Drama,Romance",5,#17343,#8642,6.99,690,"Gyul, the outcast of the entire school, who used to be unable to get away from dangers without Ri Rang's help becomes strong with a sword obtained at an antique shop...

(Source: Loyal Kiss)",11,"Hwang, Mi Ri (Story & Art)","Feb  19, 2010 to Apr  2, 2010"
712,manhwa,Dark Mage,21,Finished,"Action,Fantasy",8,#8858,#8645,6.99,"1,834","Once... Humans and Orcs peacefully co-existed, but at some point humans got greedy and started a war claiming the Orcs' territory. The diety-Lord who created all, got angry with the humans' greed and decided to punish them with 3 catastrophes. One of them was the ""Dragons"", divine creatures blessed with magic capable of doing almost anything. Now the Orcs, with a ""Dragon"" by their side, seem to have the upper hand. Will humans just sit back and see their land get destroyed? They are too devious for that... Their only good plan at that point is to abduct a ""Dragon"" to even things up. But how are they going to manage the capture of a being with so much power? 

(Source: Easy Going Scans)",6,"Kang, Jae-Sin (Art), Kim, Jung Ryul (Story)",2005 to ?
713,manhwa,Trash Belongs in the Trash Can!,Unknown,Publishing,Romance,8,#12307,#8673,6.99,"1,178","Woobin is an expert at seducing rich ladies with his handsome looks, and lives off of the gifts he receives from them. He approaches the rich, beautiful Suji to prey on her... but ends up falling in love! Blinded by love, Woobin doesn't realize that Suji isn't the angel he thought she was, but rather has a dark side that slowly entangles him. Each with clearly different intentions, Woobin and Suji fall into a romance that can't be recycled!

(Source: Webtoon Entertainment)",Unknown,EDDiERiNG (Story & Art),"Feb  15, 2022 to ?"
714,manhwa,The Heiress's Double Life,Unknown,Publishing,"Fantasy,Romance",1,#12623,#8674,6.99,"1,135","Rexid Van Hexen, prince of the Hexen Empire and feared defender of the border, wants to become emperor. But because his brain doesn't even come close to his brawn, he enlists the help of ""The Viper,"" a notorious swindler and master of disguise. With her life on the line, The Viper must now pull off her greatest scam while posing as... Rexid's heiress? Will the unlikely duo succeed, or will they end up being deceived themselves?

(Source: Tapas Media)",Unknown,"Go, Eunchae (Story), Ssangpil (Art)","Oct  14, 2021 to ?"
715,manhwa,NOW,Unknown,Finished,"Action,Adventure",10,#16956,#8679,6.99,716,"Just before the fall of the mighty Korean Kingdom of Goguryeo, a lone man roamed the lands causing destruction beyond imagine using Sa Shin Mu, a form of martial arts never before seen in this world. When peace suddenly returns to the land, it’s rumored that this warrior was killed by none other than his own younger brother, the first and only warrior to have truly mastered Sa Shin Mu. But just like the way Sa Shin Mu suddenly appeared, this ultimate warrior and all knowledge of his martial art suddenly disappears...

Now, 20 years after the fall of the Kingdom of Goguryeo, a new rumor is spreading that a secret manual detailing this legendary martial art has resurfaced. Will Sa Shin Mu once again dictate the fate of this new era?

(Source: Infinity Studios)",25,"Park, Sung-Woo (Story & Art)",2001 to  2006
716,manhwa,The Poet Who Buys Words,3,Finished,Drama,4,#9273,#8682,6.99,"1,733","A traveling poet who writes poems with words he buys from people... A girl with a mysterious tattoo... What are their stories?

(Source: MU)",Unknown,"Uhm, Jung-Hyun (Story & Art)",2006
717,manhwa,Wa!,Unknown,Finished,"Comedy,Romance",3,#20532,#8683,6.99,511,"One day, being bullied by fans of the idol star, Ha Ra was rescued by Pil Lip Lee and found out that a loner in her class named Ye Myeong Han was Pil Lip Lee's scenario writer. Not liking to see how Ye Myeong Han manipulated Pil Lip Lee, Ha Ra decided to be Ye Myeong's student and be better than him. That's where everything starts.",5,"Yoo, Ha Jin (Story & Art)",2002 to  2003
718,manhwa,HWA,7,Finished,"Love,Drama,Romance",1,#13973,#8693,6.99,981,"A collection of one-shots from the manhwaga of You're So Cool. The title ""HWA,"" as explained at the end of the first story, comes from two characters with very different personalities, but they complete each other like two halves of a complete whole: one with a fire deep inside of him and the other who's as soft as a flower. Other stories include: ""Truth,"" ""Uninvited,"" ""BEAT,"" and ""The Little Prince."" 

(Source: Entropy) ",1,"Lee, Young Hui (Story & Art)",Not available
719,manhwa,SM Hunter,Unknown,Finished,"Action,Fantasy,Romance,Sci-Fi",10,#19496,#8704,6.99,562,"The spam-mail boom of the near future: The great advances of technology, a new generation of improved systems, and ideal computer programs have caused a backlash. The IT world has advanced significantly to the point where humanoid ""Spam"" mails are causing trouble for their humans. In the near future, hundreds of thousands of spammers have caused incalculable destruction to the mainframe of the lives of everyday citizens. Enter ""SM"" Hunters to save the humans from our own creations. Can ""Spam"" ever be good?

(Source: DramaQueen)",10,"Na, You (Story & Art)",2005 to ?
720,manhwa,Delinquent Lesson,Unknown,Finished,"Comedy,Romance",7,#8270,#8711,6.99,"2,004","A teacher's pet and a model student, Young-Won Lee, at this important time right before the college entrance exam, feels her heart beating faster toward a delinquent... When she can't get a reasonable answer from books, she follows the philosophy that after being lovers for 3 months, the love hormone that confuses the lover disappears. Thus, she decides to show her interest to the delinquent-!! What did you say? You hate nerds like me? Just wait, Haru Kang! I'll become a hot, flashy babe and make you fall for me!

(Source: Esthétique)",5,"Yeon, Doo (Story), Kim, Ye Vin (Art)",2006 to  2007
721,manhwa,All of You in the World,Unknown,Finished,"Comedy,Romance",2,#15332,#8721,6.99,848,"Yeo Jin Heung is a late-bloomer who could only dream of finding herself in a shoujo-manhwa-style love story. When she meets a stormy, romantic hottie, Eun Bak Ha, it seems like Jin Heung's dreams could be coming true...though there are many difficult challenges ahead. (Source: Pink Rose Scans)",9,"Hwang, Mi Ri (Story & Art)",Sep  2009 to Nov  2009
722,manhwa,Unbalance x3,Unknown,Publishing,"Drama,Romance,Ecchi",55,#2988,#8741,6.98,"6,250","Taehyun Choi lives with his sister Hakyung Choi. You could say they have a normal life. On the one hand Hakyung has a good job and is successful, however Taehyun isn't good at studying. His life takes a drastic change when he accidentally learns that he and Hakyung aren't siblings. Which is why he decides to confront her, but then she suffers a serious accident and loses her memory. This is where everything will change, because those feelings of kinship will become much more important.

(Source: MU)",Unknown,"Im, Dal Young (Story), Lee, Soo Hyun (Art)","Sep  1, 2015 to ?"
723,manhwa,Nan Eomma Nun Appa,Unknown,Finished,Romance,14,#9927,#8763,6.98,"1,589","A plain high school girl, Sun-Nam Bae.

She wanted to be free for once in her life, and decided to rebel. But the result of such rebellion.... being a mom?!

""Who the heck are you? Where did a ugly pumpkin like this roll in from? You think I was born a man, just to live with a ugly girl like you?""

Bravely standing her ground against a spoiled young master, Chun-Doong Mah, with her child. Chun-Doong and Sun-Nam's tumultuous diary of raising a child!!",18,"Hwang, Mi Ri (Story & Art)","Jan  28, 2011 to Jun  3, 2011"
724,manhwa,Taming the Cat Master,45,Finished,Unknown,2,#15859,#8765,6.98,800,"A cat went in the hot-tempered KANG Jae-Young's villa.
Forbid approach to my room and my library.
Things must be always in place.
I hate messy things and clamor.
Just follow the rules!
Darn! >v<
I won't be daunted.
It's not like that I want to live passively and say no other words but ""meow meow"".
Seems to be acting modestly, and all of a sudden extrudes the claws while sounding ""Grr.."" like a wild cat.
Kya~!
Now can love be formed?!!
Let's wait and see.
The vicissitudinous cohabitation diary~

(Source: MU)",12,"Han, Yu-Rang (Story & Art)",2010 to ?
725,manhwa,Dallae,25,Finished,"Love,Supernatural",8,#28291,#8805,6.98,259,"Bo-eun has recently acquired a furry little roommate named Dallae (Korean for azalea), who she met in an azalea field. Dallae has her own schedule, though, and comes and goes as she pleases. Meanwhile, Bo-eun can't seem to stop dreaming about a missed friendship in high school—her name is Saeyeon. Oddly enough, it was around the time that Dallae started showing up that Bo-eun started having recurring dreams of Saeyeon...

(Source: Lezhin Comics)",Unknown,Choonae (Story & Art),"Apr  3, 2017 to Jun  10, 2018"
726,manhwa,Peach Love,65,Finished,Love,7,#14611,#8806,6.98,915,"Love is the new kid on the block when he runs into the Peach Club, the local gang. Simple and gentle, with an interest in sex toys, Love isn't looking for trouble. Too bad the gang's got plans for him. And so does their leader, Peach.

(Source: Lezhin Comics)",Unknown,Fujoking (Story & Art),"Oct  21, 2015 to Apr  2, 2018"
727,manhwa,Hissing,Unknown,Finished,Romance,0,#17583,#8817,6.98,674,"Da-Ae, an aspiring comic artist, comes across Seon-Nam, a softie whose ultimate goal is simply to become a 'tough guy.' Seon-Nam is gradually attracted to Da-Ae, but it seems like the bond between them is turning out to be a curse. Da-Ae and Seon-Nam fall in love with each other, not knowing that they are connected by a complicated family history.

(Source: Yen Press)",6,"Kang, Eun Young (Story & Art)","2003 to Jul  15, 2005"
