,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
1701,manhwa,Half-Ghost,Unknown,Publishing,"Romance,Supernatural",3,#23985,#26056,N/A,377,"Can she see them or not? Hayeon has always felt something creepy near her. She knows ghosts exist, but she can't really see them. She suddenly meets a boy who not only sees them but fights with them? Hu-an Lee isn't your average student. He's a half-ghost. He knows there's something different about Hayeon, but he can't seem to figure out what. No one can. Human or ghosts!

(Source: Webtoon Entertainment)",Unknown,Sejung (Story & Art),"Jan  26, 2021 to ?"
1702,manhwa,Write to Your Heart!,54,Finished,"Drama,Romance",0,#37491,#26059,N/A,129,"Dohui has horrible handwriting—except she doesn't! She just hasn't overcome her complex about the unique way she holds a pencil... not yet, anyway. When team leader Chanyeol Jeong takes interest in Dohui's handwriting, she joins his project and they begin a professional partnership. As she begins working with Chanyeol, will Dohui be able to overcome her insecurity? And could their business relationship develop into something more?

(Source: Webtoon Entertainment)",Unknown,Vaguni (Story & Art),"Nov  19, 2021 to Aug  1, 2022"
1703,manhwa,Survival Log,76,Finished,"Action,Suspense",0,#34569,#26071,N/A,159,"Ssamsson, a streamer with 3 million subscribers, starts live streaming in a deserted island with five other streamers. To find catchier material, the group explores the island deeper and deeper and faces an old bunker. With curiosity and fear filling the air, the ATTACK has begun!

(Source: Webtoon Entertainment)",Unknown,e_no (Story & Art),"Jun  2, 2021 to Oct  8, 2022"
1704,manhwa,A.I. Doctor,Unknown,Publishing,"Drama,Supernatural",1,#24628,#26081,N/A,357,"Betting on TaeHwa Group's future, an A.I. created for diagnosis named Baruda!

First-year neurosurgeon resident Lee Soohyuk was working with Baruda when he was hit by a mysterious explosion and lost consciousness. After regaining consciousness, he met the A.I. Baruda inside his mind. Already inseparable, they are faced with a situation where they must help each other. Baruda, who, through deep learning, aims to become the best diagnoser, and Soohyuk, who still aims to come into his own, work together to become the world's best neurosurgeon.

(Source: Naver Corporation, translated)",Unknown,"Hansan, Leega (Story), Kukyu (Art)","Feb  4, 2021 to ?"
1705,manhwa,Fray,Unknown,Publishing,"Action,Fantasy",0,#27203,#26083,N/A,285,"In a world filled with demons, only knights blessed with miracles can fight against their tyranny. During a moment of desperation, Magpie was given a miracle, the one and only flame that can kill demons. But that very flame turns its owner into a demon that thirsts for ashes... ""Put in the firewood, if you don't want to turn into a handful of ashes.""

(Source: Webtoon Entertainment)",Unknown,GO100 (Story & Art),"Mar  28, 2022 to ?"
1706,manhwa,Teenage Dragon,120,Finished,"Comedy,Fantasy",0,#38532,#26084,N/A,121,"""Hi! My name is Minji Kim. I used to be a teenage girl but after waking up from a nap one day, I turned into a fugly lizard! I want to go home! Somebody help! Wait... but, if I'm in this strange body, who's in mine?!"" Minji is a high school girl living a normal life in an ordinary world. After waking up from her usual nap in class one day, she discovers that she has transformed into a powerful dragon who lives in an out-of-the-ordinary land. Minji forms a group of eccentric friends by using her wits, and together they embark on a journey to help Minji find her way back to her own world. Will Minji ever be able to return home?

(Source: Webtoon Entertainment)",Unknown,Ttangkong (Story & Art),"Nov  24, 2021 to Dec  23, 2022"
1707,manhwa,They Only Remembered Her,Unknown,Publishing,"Adventure,Fantasy",1,#20299,#26086,N/A,522,"Clarence left home a peasant and returned a war hero, but she could do without the burden of all that glory. Tormented by the bitter memories of her time on the battlefield, she abandons her knighthood and sets off from the city. But despite her hopes for a quiet return home, Clarence's disappearance causes quite a stir in the capital. Now she has the likes of an imperial prince, a snarky magician, a wise priest, and a loyal knight all hot on her trail. It turns out that her comrades in war possessed much fonder memories of her than she had ever imagined. As the search goes on and Clarence struggles to put the past behind her, this dame may just come to find that some memories weren't meant to be forgotten.

(Source: Tappytoon)",Unknown,"Ryu, Heon (Story), Shin, Yiho (Art)","Aug  5, 2020 to ?"
1708,manhwa,The Roommate Agreement,57,Finished,"Comedy,Romance",1,#36177,#26089,N/A,141,"Lately, Yeji's life has been less up and more down. She's barely making ends meet with a dead end part-time job, school's been rough, and her roommate is the worst. Moving in with an old friend just meant that after a year, she had one less friend. Things quickly take a turn when her roommate/former-friend/""frenemy"" announces she'll be moving out. Too bad Yeji's new roommate wasn't exactly what she was hoping for.

(Source: Lezhin Entertainment)",Unknown,Cog (Story & Art),"Jun  1, 2017 to Jun  21, 2018"
1709,manhwa,Don't Come Near My 10M Boundary,84,Finished,Love,0,#41919,#26090,N/A,96,"Nam Joo Won is a high school teacher with a phobia of students. On the first day of classes, Joo Won runs to the faculty bathroom to find shelter from his students but encounters the class delinquent, Lee Tae Gyum. Why won't this kid leave him alone?

(Source: MU)",Unknown,Deungbul (Story & Art),"Apr  20, 2019 to Mar  28, 2021"
1710,manhwa,One More Try!,Unknown,Publishing,"Drama,Romance",1,#40649,#26091,N/A,104,"Life has been anything but easy for Juin On. She is unlucky in love, finances, and career. So when she finds out that her current company has been bought out, she just takes it as another tough break. However, the company that bought out her previous one doesn't want to fire her... they want to hire her! Juin On believes her luck has finally turned until she meets the CEO of the company, Jaeheon Do. He's handsome, smart, charming... and the one person she hoped to never see again.

(Source: Tapas Media)",Unknown,"Ireunbom (Story), Kim, Jinhee (Art)","Mar  31, 2021 to ?"
1711,manhwa,The Problem of My Love Affair,Unknown,Publishing,Romance,0,#37632,#26092,N/A,128,"Taehee  Mo is always doing her best to avoid any connection to internal powers in the company until she retires. Soohyeok Cha, the general manager who has overcome all kinds of obstacles, finally finds his way to be the CEO. The shameful(?) love story of a young man and woman, who spent one night in a secluded cottage with their own secrets, unfolds!

(Source: Kakao Entertainment Corp., translated)",Unknown,"Heo, Yunhwa (Story), King D (Art)","Sep  6, 2017 to ?"
1712,manhwa,Vows of Lies,35,Finished,"Drama,Romance",0,#57361,#26093,N/A,37,"How would you feel if you were given the opportunity to nab the house of your dreams? Yeonju and Jihun are given that exact chance, and it seems a waste to turn it down. There's only one catch...to get that house, they have to get married! Being staunch advocates of the single life, the two of them come up with a plan. Will their fake marriage successfully fool everyone? More importantly, will they be able to keep the relationship strictly business-like?

(Source: Lezhin Entertainment)",Unknown,"Yoo, Seungjong (Story & Art)","Mar  27, 2016 to Sep  25, 2016"
1713,manhwa,Secretary Undone,55,Finished,"Drama,Romance",0,#44365,#26094,N/A,82,"From her looks to her background, everything about Mia seems so ordinary. But then she lands a job as the secretary of Siwoo Lee, a former model who is now a director at Taeyang Group, a conglomerate he is set to inherit. Siwoo is a notorious playboy and Mia finds out that she only got the job because she was the farthest thing from his type. But as they work together, she proves to be very capable and always seems to be there when he needs her the most. But when their professional relationship begins to turn into a heart-pounding romance, Mia is faced with a life-altering situation.

(Source: NHN comico Corp.)",Unknown,"Bihyang (Story), Gyeoulbi (Art)","Dec  27, 2017 to Oct  24, 2018"
1714,manhwa,God Tribe,Unknown,Publishing,"Action,Fantasy",1,#29031,#26097,N/A,244,"Latde, a member of a near-extinct God Tribe called The Hwan Tribe, is being raised in the hands of the Carnivore Tribe on the remote Carnivore Island, far away from the mainland. The Hwan Tribe members being raised on the island are sent away to the Hwan Continent upon reaching adulthood, and Latde's older brother Latz has already left the island to live a new life in their homeland. But as Latde nears adulthood, the secret of the island is revealed, plunging it into turmoil.

(Source: Webtoon Entertainment)",Unknown,"Seopass (Story), Agu Junu (Art)","Feb  16, 2022 to ?"
1715,manhwa,Bloodhounds,86,Finished,"Action,Drama",1,#35362,#26098,N/A,150,"Bark, bark! Yes, I aim to please and do your bidding. And I'll certainly never bare my teeth—that is, as long as you don't show your back. Because it's a dog-eat-dog world out there. Whether you're a judge, CEO, boss of the criminal underworld, or a nobody, it doesn't matter. In the face of money, all are equal.

(Source: Webtoon Entertainment)",Unknown,"Jeong, Chan (Story & Art)","May  16, 2019 to Nov  20, 2020"
1716,manhwa,My Dud to Stud Boyfriend,Unknown,Publishing,"Comedy,Romance",1,#26209,#26103,N/A,311,"You just wait. I'll find a boyfriend who's WAY better than you! After being dumped by her hot ex-boyfriend of two years, Sia is on a mission to find the ultimate boyfriend to join her on her NewTube Channel. To her dismay, however, Minho, an overweight, nerdy otaku who gets bullied at school, asks her out. Should she accept him as her boyfriend? Can she succeed in transforming this dud into a superstud?

(Source: Webtoon Entertainment)",Unknown,"Rangsseu (Story), Sutggi (Art)","Feb  24, 2022 to ?"
1717,manhwa,Agatha,Unknown,Publishing,Drama,1,#27659,#26104,N/A,274,"Despite her title, Princess Agatha was a sweet and unassuming girl who lived with relatives away from the royal palace. When her father's sudden death put her on the throne, she was happy to become the Queen Consort instead, letting her husband Halon rule as the King of Zerlasha. Little did she know that Halon would scheme behind her back, allying with the powerful Kingdom of Cavenia, an erstwhile enemy. With her country Zerlasha falling prey to corruption and crime, the time arrives for Agatha to step up as a true queen and leader. Will Queen Agatha take a stand against King Halon to save her country and protect her people?

(Source: Tappytoon)",Unknown,"Lee, Dain (Story & Art)","Mar  25, 2021 to ?"
1718,manhwa,Time and Reason,Unknown,Publishing,Romance,0,#30101,#26108,N/A,223,"10 years ago, Banji and Baek-yeong, along with his three younger siblings, spent their happiest moments together. It seemed like time would last forever. But one day, it all came crashing down and Banji and Baek-yeong parted ways. 10 years later, the two fatefully meet again as coworkers, but Banji pushes Baek-yeong away. As for Baek-yeong, he is determined to reconnect with Banji because he doesn't want to lose her again. Will Banji and Baek-yong be able to rekindle the relationship they once had?

(Source: Webtoon Entertainment)",Unknown,Colabear (Story & Art),"Jan  27, 2022 to ?"
1719,manhwa,Warrior Executioner,Unknown,Publishing,"Action,Adventure,Fantasy",0,#41536,#26111,N/A,98,"After whopping 20 years as the headsman of the kingdom, Denil finally gets to hang up his ax—not. With the flickering prospect of a tranquil, possibly happy post-beheading life snatched from him, he's got no choice; open his eyes, open up the skills given to him by the Creator Goddess, open up about his tortured past, and bury that hatchet—preferably in his new enemies' craniums.

(Source: Webtoon Entertainment)",Unknown,"Kim, Serae (Story & Art)","Nov  12, 2021 to ?"
1720,manhwa,Time Roulette,92,Finished,"Action,Supernatural",1,#28876,#26124,N/A,247,"Poor law school student, Jeonghun Han, experiences a time slip via the time roulette machine he accidentally finds at his father's place. When he comes to his senses, he finds himself in the middle of a battlefield during the Joseon dynasty! But before Jeonghun can even process what's happened, he's approached by a messenger named Jun, who informs him that the only way he can go back to his time period is by completing the time roulette's mission. Will Jeonghun be able to complete his mission and return to his time?

(Source: Webtoon Entertainment)",Unknown,"Choi, Ye-gyun (Story), Bae, Samgong (Art)","May  31, 2021 to Mar  8, 2023"
1721,manhwa,Lamia Orphe is Dead,40,On Hiatus,"Drama,Fantasy",0,#20718,#26125,N/A,501,"Despite having been trained to be the next duchess, Lamia Orphe decides to become a knight. Meanwhile, the first prince of the Kingdom, Ethan Taylor, and the second prince, Aquilla Theodore, are engaged in a battle of the throne. Why does Lamia keep waking up crying? How could her fate, both present and past, be intertwined with the two princes?

(Source: Manta)",Unknown,"Song, Seori (Story), Gamunbi (Art)","Feb  6, 2020 to Sep  10, 2020"
1722,manhwa,Trump,400,Finished,"Drama,Fantasy",8,#30854,#26135,N/A,210,"On February 29th, children under the age of 14 are said to have their wishes granted on a day known as Melly Day. In a world where humans are said to be blessed by the gods, Hiasen has been granted the ability to manipulate mana in his dreams... but all he really wants is to see his mother again. When his wish is granted on Melly Day, the world as he knows it changes forever.

(Source: Webtoon Entertainment)",Unknown,"Lee, Chaeeun (Story & Art)","Dec  28, 2012 to Nov  3, 2022"
1723,manhwa,Accidental Warrior,Unknown,Publishing,"Adventure,Fantasy,Romance",1,#27943,#26136,N/A,267,"Eunha Cheon was just an ordinary teenage girl until she woke up one day and discovered that she was not Eunha Cheon anymore, but a witch named Blythe in a magical world. Fearful of prejudice and desirous of a quiet life, she hides the fact that she's a witch, but this becomes tricky with the arrival of a beautiful fairy who won't stop calling her a warrior. She doesn't want to be a warrior or anyone's hero. All she wants is an ordinary life... But as she learns more about her identity and her world, will she ultimately get what she wants?

(Source: Tapas Media)",Unknown,Dalpang (Story & Art),"Jul  8, 2021 to ?"
1724,manhwa,City of Dead Sorcerers,236,Finished,"Action,Mystery,Sci-Fi",1,#22288,#26140,N/A,435,"The year is 2014. A new substance, SDE01, commonly referred to as ""Mana"" is discovered by a group of Russian scientists. The world plunges into a development race to find uses of this new seemingly unlimited source of energy that cannot be seen or felt.

16 years after the discovery, it's now the self-proclaimed Age of Magic, where you can download an App to your very phone and cast magic. However, heavy restrictions have been imposed over the available spells, and the required paperwork to even use a high level spell are astronomic.

Among the citizens of this new world, a red robed mysterious man seems capable of wielding extremely powerful magic in a way that should not be possible. It's unknown what his aim is or what he wants to accomplish. All that's known about this mysterious person is that he has been using forbidden level spells to kill evil-doers throughout the city.

But detective Kim is in charge of catching this murderer/hero. And he doesn't plan on giving up.

(Source: MU)",Unknown,"Kim, Carnby (Story & Art)","Dec  13, 2011 to Oct  10, 2016"
1725,manhwa,Superior Day,39,Finished,Suspense,0,#35711,#26141,N/A,146,"What would you do if you found out that your neighbor is a serial killer? But more importantly: what would you do if some unknown third person was trying to make you kill him?!

(Source: MU)",Unknown,Team Getname (Story & Art),"Dec  9, 2008 to Oct  6, 2009"
1726,manhwa,Melo Holic,74,Finished,"Romance,Suspense",0,#32063,#26142,N/A,191,"The story shows us the life of a Korean man who is in his late twenties and has no experience of loving another human being. However, he has a gift that many people would love to have: to find out the thoughts of others when you touch them. Experiencing the feelings of someone you truly love is very enticing to many people. How will the man deal with his fate?",Unknown,Team Getname (Story & Art),"Mar  9, 2010 to Aug  9, 2011"
1727,manhwa,New Normal: Class 8,397,Finished,Comedy,1,#35464,#26143,N/A,149,"The students of Class 8 may not look like your average students, but that doesn't make their lives any less interesting. Follow Dongwon and his classmates as they have fun at school and redefine what it means to be normal.

(Source: Webtoon Entertainment)",Unknown,Youngpaca (Story & Art),"Nov  3, 2013 to Mar  13, 2022"
1728,manhwa,The Concubine Contract,Unknown,Publishing,Fantasy,4,#22097,#26144,N/A,442,"As the deadliest assassin in the Seong Empire, Yeseo is stumped by very few jobs that come her way. But when Emperor Ahon hires her to find the spy hiding in his palace, she must also play the part of his new airheaded concubine as a cover. It takes all her patience to keep up her lovey-dovey act with Ahon during the day, and all her smarts to sniff out the enemy at night. If only she could wrap up this job quickly and collect her handsome reward—but with so many suspicious officials and the tangled web of alliances inside the court, it's hard to tell who the true culprit could be. Can Yeseo catch this mysterious spy before she loses her sanity and blows her own cover?

(Source: Tappytoon)",Unknown,"Raison (Story), Bulgeun Manyeo (Art)","Aug  11, 2019 to ?"
1729,manhwa,The Prenup,Unknown,Publishing,Romance,0,#24925,#26145,N/A,348,"What's a girl to do when she has sworn off love completely? Get married, of course! When Seunghui Wu is scarred after the end of a relationship eight years ago, she refuses to even consider dating. But when her father comes to her with a old contract he made, promising her to another man's son, there's not much she can do. Despite her circumstances, Seunghui is determined to get married on her own terms, which are all conveniently laid out... in a prenup!

(Source: Webtoon Entertainment)",Unknown,"Flada (Story), Siwon (Art)","Nov  26, 2021 to ?"
1730,manhwa,The Fabled Warrior,Unknown,Publishing,"Action,Adventure,Fantasy",0,#29182,#26146,N/A,242,"Myeongok is just your typical 49-year-old mother living her life with her family—at least, that's what she'd want you to believe. When two people from another world suddenly show up and ask her to help save their world, she refuses. She has a family now and can't risk putting her life on hold...but will she be able to say no if her daughter is involved? Will Myeongok be able to find some way to save this other world and protect what's dearest to her as well?

(Source: Tappytoon)",Unknown,"Gosha (Story), Solem (Art)","Sep  29, 2020 to ?"
1731,manhwa,"As You Like It, Margrave",Unknown,Publishing,"Fantasy,Romance",0,#24225,#26147,N/A,369,"To help Lady Selene avoid an unwanted marriage, the feisty maid Dian travels to the secluded Evenhart Castle in her stead and with her name! As she buys time for Selene, Dian seeks refuge with the Margrave, said to be a direct descendant of the legendary knight Sir Evenhart (Dian's a BIG fan~). But even though he's extraordinarily handsome, he's as cold as ice. Somehow he agrees to let her stay a few days. Will her secrets (and his) be revealed? And could love blossom by the lake once again?

(Source: Tapas Media)",Unknown,"Kwon, Jungah (Story & Art)","Mar  6, 2018 to ?"
1732,manhwa,Magic Soup,50,Finished,"Love,Fantasy",0,#48622,#26151,N/A,63,"To fulfill his dying mother's wish Romiard leaves his home for the Ice Castle of Larmanilla, a magician notorious for both his beauty and cruelty. Led by a bear with snowy-white fur, Romiard reaches the castle, but... the ruthless magician suddenly orders him to make a magic soup! Luckily, the soup is so delicious that the magician has a request: ""Be our slave... No, I mean our castle's chef!"" And so begins a winter wonderland romance between a cruel magician, who has a heart of ice, and a friendly, warm chef!

(Source: Tappytoon)",3,"Tropicalarmpit (Story), Kim, Gongjak (Art)","Aug  7, 2017 to May  14, 2018"
1733,manhwa,Polarity,182,Finished,"Action,Sci-Fi",2,#46455,#26152,N/A,72,"With the sudden outbreak of a deadly virus, humanity is thrown into chaos. The few who survive it are either transformed into horrible cannibalistic creatures called ""Worms,"" or super-humans called ""Anomalies.""  Haru, a young Anomaly student at New Seoul High School, dreams of joining the prestigious ""ISO""—an organization formed to fight the war against this virus. But the future in store for him is nothing like he imagined...

(Source: Tappytoon)",Unknown,Eunsong (Story & Art),"May  29, 2016 to May  15, 2022"
1734,manhwa,Elskar,Unknown,Publishing,"Drama,Fantasy",0,#30561,#26154,N/A,215,"Hidden deep within the sanctuary of the forest lives the Rangae species, who form a precious jewel within their hearts once they reach adulthood. Viola, a young Rangae, has yet to form one when her village is attacked by human hunters. Due to her shocking resemblance to the late empress, she is rescued by Duke Khalid Alec Droy and assigned to serve the fifth imperial prince. Faced with the cruel hierarchy of high society and palace life, can Viola overcome her hatred of humans and discover the mysterious duke's true intentions?

(Source: Tappytoon)",Unknown,"Woo, Na-young (Story & Art)","Aug  1, 2018 to ?"
1735,manhwa,Aza,Unknown,Publishing,"Drama,Fantasy",5,#23087,#26156,N/A,407,"Throughout history, humans have been at war with the Fallen, demonic creatures who were banished to live in the Barrens for their sins. One day, the king of the Fallen, Azazel, is captured by the imperial hunters led by General Mu Ryang. But contrary to the general's initial beliefs, Azazel isn't the cold-hearted monster the legends have made him out to be. In fact, he shows compassion for his fellow Fallen who have been ruthlessly hunted down by the humans, and even offers himself up in exchange for his people's safety. After this eye-opening encounter, Mu Ryang begins to question who the sinners really are, and Azazel plans to use the general's changing perspective to turn him against the crown prince, Jeong Jin, and put an end to centuries worth of conflict.

(Source: Tappytoon)",Unknown,Usaesae (Story & Art),"Dec  17, 2021 to ?"
1736,manhwa,It Was All You,88,Finished,"Drama,Romance,Sci-Fi",0,#26937,#26161,N/A,291,"In a near-future Pyeongyang, clones have become an indispensable part of human life. Tasked to test XYZ Corporation's latest prototype, biomedical engineer Dr. Yuri Lee is marveled by LPC-6, a physically perfect and intellectually superior clone designed for a single purpose—to give unconditional love to his master. As she uncovers the depths of her unfaithful husband's depravity, she finds solace in ""Victor"" and his extraordinary capacity for empathy. Will her desire for retribution and love set her onto a path of no return?

(Source: Webtoon Entertainment)",Unknown,"Lee, Soonki (Story), Lee, Jaeik (Story), Oh, Jeongho (Art)","Jan  14, 2021 to Dec  16, 2022"
1737,manhwa,11 of Me,31,Finished,"Drama,Supernatural",0,#32152,#26162,N/A,190,"To Gibeom's surprise, the mechanical calculator he bought working at a junkyard turns out to be a time machine! With the time machine, he sets out to find and bring together his past selves. Currently, all 11 versions of Gibeom are living together peacefully, but unexpected problems materialize as Gibeom(s) interacts with people outside of his circle...

(Source: Webtoon Entertainment)",Unknown,"Go, Jiae (Story), Yeong, Jaeyeong (Art)","Feb  13, 2020 to Aug  14, 2020"
1738,manhwa,Shining Summer,Unknown,Publishing,"Love,Drama",1,#30543,#26169,N/A,216,"After parting ways nine years ago, Youngmin and his first love, Jihoon, have been reunited in the same homeroom class. There's just one problem... that's not really Jihoon. When the boys were young, a traumatic car accident landed Jihoon with an entirely new soul! To avoid suspicion, the fake Jihoon enlists his old friend's help in fooling the rest of the world about his identity. This arrogant new guy is nothing like the old sweet, polite Jihoon... so why is Youngmin still getting butterflies?

(Source: Tapas Media)",Unknown,"JayJay (Story), Socrates (Art)","Dec  31, 2021 to ?"
1739,manhwa,Aria of the Withered Branch,Unknown,Publishing,"Adventure,Drama,Fantasy,Romance",4,#20955,#26172,N/A,492,"Alcheris Voygianna has had enough. Enraged, purposeless, and no longer wanting to go on after years of torment, she runs away with her stepmother's ring. But when she crushes the ring and falls asleep after failing to end her own life, she dreams of five demigods, who greet her in person a week later after she awakes! Their one request to her is this: live on so that they may live forever. In return, they promise to make her life worth living, but can they uphold that promise?

(Source: Tapas Media)",Unknown,"Muze (Story), Inzup (Art)","Nov  12, 2021 to ?"
