,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
2601,manhwa,Gaksital,Unknown,Finished,"Action,Drama",12,#27729,#43686,N/A,272,"There's a rumor about a mysterious freedom fighter who wears a Korean Bridal Mask and goes around fighting injustice and dealing out righteous judgement. This mysterious Korean hero is known as ""Gaksital.""

There lives two Korean brothers, Lee Kang-To and Lee Kang-San. Lee Kang-To serves as a Japanese police in Korea and devotedly serves and respects Japan while seemingly betraying his origins. Meanwhile his brother is a loyal Korean patriot who was beat down so severely by the Japanese police that he became mentally unstable. In order to care for his brother (and others that he holds dearly), Kang-To needs power and money. How is going to acquire recognition from the Japanese, and obtain a more powerful position? Catch the legendary Gaksital. The Gaksital and Kang-To serve as perfect foils for each other; their ideals differ. While Kang-To believes that it's right for the strong to prey on the weak because the strong worked that much harder to achieve power, the Gaksital believes in equity among all people. And so the Kang-To (Justice) vs Gaksital (Justice). Cat-and-Mouse chase begins. As truths are revealed, friendship-family ties shatter, the people of Korea rebel, and tragedies unfold, hundreds of thousands of lives are lost. And Lee Kang-To changes from the Japanese's dog, to a tragic hero of Korea. This is a tragic story of love-hate, right-wrong, patriotism, betrayal and redemption.

(Source: Sorrow)",1,"Heo, Young Man (Story & Art)","Nov  7, 1974"
2602,manhwa,Liberté,Unknown,Publishing,"Action,Fantasy,Supernatural",0,#36046,#43789,N/A,142,"Liberté, a lawless city that is free from the control of the national government.

Mac, the boy who is living here, makes a living boxing. One day, a monster called ""Teraton"" appears, and Jimmy, who is Mac's friend and one of his family members, is in danger.

Thanks to the help of a special police unit who is responsible for getting rid of the Teraton, Jimmy and Mac barely survive, but they are hospitalized at a hospital outside of Liberte. However, Jimmy is kidnapped, and in order to find Jimmy, Mac joins a special unit where people with special abilities gather...

(Source: MU)",Unknown,"Kim, Rack-Hyun (Art), Jeon, Hye Jin (Story)","Oct  25, 2014 to ?"
2603,manhwa,Che Guevara,8,Finished,Action,3,#40371,#44205,N/A,106,,1,"Kim, Yong-Hwe (Story & Art)","Apr  18, 2005"
2604,manhwa,Hero,Unknown,Finished,Unknown,0,#40058,#44298,N/A,108,"Martial arts manhwa with transfer students, gangs and lot of GAR.",4,"Kim, Hwan (Story & Art)","Dec  1, 2004 to Nov  17, 2005"
2605,manhwa,Knight Gunner,Unknown,Finished,"Action,Adventure",0,#57526,#44307,N/A,36,"This series takes you in a world where technology cohabits with the crusades. You follow the adventures of Yle, fighting between the heritage of his father, a legendary crosser, and the conviction of his uncle who denied himself of the church and the crusade. Will the young man be able to forge his own destiny in this world of violence?

(Source: MU)",3,"Koh, Jung-Uk (Story), Chun, Ki-Ho (Art)",2002 to  2003
2606,manhwa,Sherlock,Unknown,Finished,Mystery,0,#37275,#44313,N/A,131,The story of the famous Sherlock Holmes revisited by Kwon Gyo-Jung.,2,"Kwon, Gyo-jung (Story & Art)",2011
2607,manhwa,Trap,1,Finished,"Love,Drama",0,#38169,#44326,N/A,124,"He gets trapped due to his sexuality.

A man breaks up with his male longterm lover as he enters an arranged marriage, but will he be able to forget?

(Source: Sura's Place)",Unknown,"Min, Song-A (Story & Art)",2013
2608,manhwa,[Un]hero,Unknown,Finished,"Fantasy,Sci-Fi",0,#41647,#44368,N/A,97,The Damned Devil's Army are rampaging around the world and the only person who can stop them is the Earth Warrior.,2,"Kim, Jae-Hwan (Story & Art), Jo, Seung-Yeop (Story & Art)",2007 to  2008
2609,manhwa,Papaya,Unknown,Finished,"Romance,Supernatural",0,#53435,#44373,N/A,47,"The girl with psychic abilities Sae-in, the pretty foreign boy Harvey and the top model Jin-song that Sae-in really likes.

An interesting story of the intertwined fate of these three teenagers. And who could be the guy that Sae-in is talking to through telekenesis?

(Source: Pinoymanga Scans)",3,"Kang, Eun Young (Story & Art)",2001 to  2002
2610,manhwa,Zero Taker,Unknown,Finished,"Action,Sci-Fi",0,#53846,#44624,N/A,46,"A terrible virus turning its victims into bloodthirsty mutants, only the team ""Zero Taker"" is able to stop this new breed of criminals. Kyle, a member of the SWAT, discovers that he is a carrier of the virus itself, but is then joins ""Zero Taker"" to participate in the fight.",3,"Choi, Yoon Yeol (Art), Kim, Goon (Story)","Jul  20, 2003 to Dec  8, 2003"
