,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
2501,manhwa,XenoGlossia,Unknown,Publishing,"Action,Sci-Fi,Supernatural,Ecchi",0,#29157,#33065,N/A,242,,Unknown,None,2012 to ?
2502,manhwa,Shuttle Man,37,Finished,Comedy,0,#57441,#33114,N/A,36,"In South Korea, students who buys bread and run errands under the force of the school bullies are called the 'Bread Shuttles'. Young-soo Lee is living a miserable life as the bread shuttle of Iljin, and then a weird, logical but weird 'Messiah' named Gun Kim shows up in the school.

(Source: MU)",1,"Caramel (Art), Neon_B (Story)","Oct  20, 2009 to Jun  15, 2010"
2503,manhwa,Going to the Troll's Kingdom,Unknown,Finished,"Romance,Supernatural",0,#22998,#33138,N/A,411,"On the night of her grandfather´s funeral, Hwang Keum Lin saw a thief trying to steal something in her grandfather´s house. She chased after him trying to catch him before he took away anything valuable but he disappeared like magic. Her cousin did not believe that there was a thief no matter how hard she tried to explain. Luckily nothing was missing. However, what could the thief be looking for and how did he break into the strongest security system that money can buy? Little did Hwang Keum Lin know, this is just the beginning and her life will turn upside down, starting from that moment and everything she thought she knew might not be so...

(Source: MU)",12,"Han, Yu-Rang (Story & Art)",2007 to ?
2504,manhwa,Mythology of the Heavens,Unknown,Finished,Fantasy,0,#45767,#33158,N/A,75,"Life is hard in the forests and mountains of the ancient world. Tribes of primordial humans make war with each other, and violence of all kinds is how the strong survive. The Land of Chin is a prosperous, wealthy country, but with success comes corruption.",12,"Lee, Hyun Se (Story & Art)",1997 to Jan  2003
2505,manhwa,Imperial Academy,Unknown,Finished,"Comedy,Romance",1,#27524,#33197,N/A,277,"On Christmas eve, a girl dressed in a Santa Claus suit rides a motorcycle so fast that even the gangsters find it hard to keep up... What will happen if the police waiting in ambush catches hold of her mistaking her for a notorious gang leader called SKR?",12,"Han, Yu-Rang (Story & Art)",Not available
2506,manhwa,Because You Are Mine,Unknown,Finished,"Comedy,Life",1,#37983,#33198,N/A,125,,11,"Han, Yu-Rang (Story & Art)",2004 to ?
2507,manhwa,Getting Married with Paris,Unknown,Publishing,"Comedy,Romance",0,#60056,#33205,N/A,29,"Dong-su Yi is the 20th succeeding offspring of Prince Heo-pung Yi, a member of the royal family in the Joseon era. In compliance with his father’s wish, he attends Saint Andromeda Academy, a school for Korea’s richest 1%. One day, a granddaughter of Man-deuk Wang, the owner of Korea’s largest company MD, acquires a large portion of MD shares, making everyone wonder who this mysterious girl is. Everything is a mystery except her name: Paris. Dong-su thinks nothing of it until his father orders him to transfer to Sunshine High School to seduce her. On his first day, he runs into a strange girl in lounge pants who speaks with a provincial accent. It shocks him when he finds out that she is the famous heiress Paris. They started off on the wrong foot, but will Dong-su still try to seduce Paris to restore his family’s fortunes?

(Source: Manhwa Creator Bank)",Unknown,"Lee, Bin (Story & Art)",Not available
2508,manhwa,Glorious,Unknown,Publishing,"Adventure,Romance",0,#44015,#33211,N/A,84,"Five competitors for the throne of a Kingdom. Three men and two women. Only one can be King. For that competition is held the Festival GLORIOUS. Will Princess Eleanor be able to win? Or will the handsome half-breed Elf named Luca win the throne...and her heart?!

(Source: MU)",Unknown,"Seo, Jang Ye (Story & Art)",2012 to ?
2509,manhwa,Tiger,19,Finished,Unknown,0,#51288,#33307,N/A,53,"The young hero is a baby tiger whose father is King of the Mountain. Unfortunately, a white tiger from cold territories appears and finally kills his parents. The baby tiger is left alone, on his own, surviving only to take his revenge...",1,"Ahn, Soo-Gil (Story & Art)","Nov  15, 2006 to ?"
2510,manhwa,The Day the Magpie Cries,29,Finished,"Comedy,Life",0,#35135,#33386,N/A,152,"Fed up with Westernization to the detriment of native culture, Lee Dan Ah wears a traditional Korean hanbok to her first day of high school rather than the required uniform. After being scolded by the liberal-minded principal for not following school regulations, she's given an ultimatum: If she can convince 70% of the student body and faculty to accept her idea within six months, the school will consider adopting a hanbok uniform. But that's going to be harder than it sounds when she can't even scrape together five members to start a hanbok club...

(Source: Asclepias Scans)",2,Nubi (Story & Art),"Feb  17, 2011 to Sep  1, 2011"
2511,manhwa,Is Your Dog Safe Now?,1,Finished,Comedy,1,#36122,#33420,N/A,141,,Unknown,None,Jul  2012
2512,manhwa,Hade School,1,Finished,"Action,Comedy,Romance",0,#57443,#33435,N/A,36,,Unknown,"Kim, Jeong-hoon (Story & Art)",2012
2513,manhwa,The Beast - Destiny's Beginning,Unknown,Publishing,"Action,Fantasy,Supernatural",1,#35825,#33458,N/A,145,"The action fantasy series, which took three years of preparation, will focus on the boys of South Korean idol group, B2ST, discovering new supernatural powers and their adventures on saving the world as new superheros.

In the comic, Doojoon is a soccer star with amazing athletic abilities, Hyunseung is a dancer who possesses the power of teleportation and a “4D” personality, Junhyung is a quiet introvert with the ability to mind read, Yoseob creates illusions with his singing voice, Kikwang has the power of telekineses, and maknae Dongwoon is a college student with a perfect photographic memory.

Kikwang and Junhyung’s characters in particular will be involved in a love triangle as they go after the same woman, while Doojoon and Junhyung will be roommates and rivals.",Unknown,"Kim, Hye-Jin (Art)",Aug  2012 to ?
2514,manhwa,Yeong Woong Seo Gi,30,Finished,"Action,Adventure,Fantasy",0,#48068,#33500,N/A,65,"Quiet and measured life magical continent Saltia provide savers - the embodiment of natural elements: water, fire, earth and air, run by the Supreme Council. However, the young chimney sweep, Ian accidentally discovers that the citizens of Saltia victims grand deception. Now life is dedicated to Ian exposing corrupt rulers, but for that he needs to fulfill his dream and become a true hero.",4,"Yoon, Won-Sik (Story & Art)",Not available
2515,manhwa,Helmut,Unknown,Finished,Fantasy,0,#51294,#33641,N/A,53,,4,"Kwon, Gyo-jung (Story & Art)",1996 to  1997
2516,manhwa,The Strange Store on Maple Street,Unknown,Finished,"Fantasy,Mystery,Romance",0,#54304,#33647,N/A,45,,1,"Yoon, Lee Hyun (Story & Art)","Apr  30, 2009"
2517,manhwa,Field Trip,Unknown,Publishing,"Comedy,Fantasy",0,#26718,#33666,N/A,296,,Unknown,Awin (Art),"Apr  20, 2012 to ?"
2518,manhwa,Pyeong Beonhan ge Joa!,Unknown,Finished,"Comedy,Romance",1,#36877,#33718,N/A,134,"All I wanted is an ordinary life with everything being ordinary. That is all I wanted. But thanks to my dad (a lovely gangster), I don't get to live an ordinary life. So all I wanted is ONE thing. I wanted to be like other girls my age and have a normal school life. But what should I do when I get a fiance who is gorgeous and has a dirty personalty?! 

(Source: MU)",4,Maru (Story),Not available
2519,manhwa,Surado,Unknown,Finished,Unknown,0,#31419,#33815,N/A,201,Legendary story where a warrior defeted every master class warriors and ended the war.,3,"Kim, Jeong-uk (Story), Choe, Bo-ha (Art)",Not available
2520,manhwa,Pink Lady Classic,96,Finished,"Comedy,Romance",1,#28034,#33971,N/A,265,"Gyeo-Wul is back with Hyeon-Seok for this sequel to Pink Lady!

Join them as they leave the hustle and bustle of everyday life behind, and embark on an alternate reality art history adventure through time.

(Source: MU)",Unknown,"Woo, Yeong-Wook (Story & Art), Suna (Art)","Jun  1, 2009 to Apr  4, 2011"
2521,manhwa,Sentimental Color,18,Finished,"Romance,Life",0,#46434,#34041,N/A,72,"There is darkness and there is the light that draws the outlines of objects and colors they reflect. This is a story of colors. Precisely, sentimental colors.",2,Yoon-Jeong (Story & Art),2012
