,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
1801,manhwa,Jingle Jungle,148,Finished,Life,0,#59394,#26313,N/A,31,"Come and meet these adorable friends in Jungle! Jingle Jungle village has many animals who are ready to make you smile as you read the episodes.

(Source: LINE Webtoon)",Unknown,"Kim, Yongjin (Story & Art)","Dec  2, 2009 to Apr  29, 2011"
1802,manhwa,Friday: Forbidden Tales,41,Finished,Horror,3,#33412,#26314,N/A,173,"Every Friday, forbidden tales will be revealed.

(Source: LINE Webtoon)",2,"Bae, Jin-Soo (Story & Art)","Oct  4, 2012 to Sep  12, 2014"
1803,manhwa,Trigger,Unknown,Publishing,Action,1,#28606,#26319,N/A,253,"Nam Ji-il rolled into the high school that is famous as the Royal Kingdom of the Delinquent. On the first day of school, he becomes a well-known bread shuttle boy in the entire school. While suffering from chronic heart disease, his weak body also has to suffer from assault any other kind of bullying, however, an unexpected event causes his life to reach its turning point...

(Source: Kakao Entertainment Corp., translated)",Unknown,Bulman Innyang (Story & Art),"Feb  7, 2020 to ?"
1804,manhwa,Spring Once Again,50,Finished,Drama,0,#40445,#26323,N/A,106,"Bom Do, a timid middle school student, can never say no to people because she is afraid of being disliked. Her only confidant is her grandmother, an extroverted woman who raised her and her sister. One day, Bom's grandmother wakes up in her granddaughter's body after getting into an accident. Can the grandmother, who is the polar opposite of her granddaughter, adapt to school life while she looks for a way to return to her body?

(Source: Webtoon Entertainment)",Unknown,Ihing (Story & Art),"Aug  12, 2021 to Jun  18, 2022"
1805,manhwa,Exchange Student,Unknown,Publishing,"Drama,Romance",0,#34472,#26324,N/A,160,"After Yongcheol's mother suddenly faints on the day of her college entrance exam, her world is turned upside down. She starts working to pay for the hospital bills, but one day after work, a university jacket randomly lands on top of her head. Inside the jacket, she finds the ID card of a student named Chaeyeon Lee. One thing leads to another, and she starts impersonating that student. While things seemed all right initially, the real Chaeyeon finally shows up. How will Yongcheol explain her way out of this, and does this mean the end of school for her?

(Source: Webtoon Entertainment)",Unknown,Olchaeng Guri (Story & Art),"Aug  13, 2021 to ?"
1806,manhwa,The Last Jisu,65,Finished,"Drama,Romance",0,#43655,#26325,N/A,86,"Jisu Yang is a top student at her high school with dreams of becoming a novelist. Her life sails along with her gorgeous boyfriend Dohyeok and trusty gal pal Juyeong. All is well until the notorious hunk Hyeseong swoops into the picture. He is the so-called ""Jisu killer"" who has dated four other girls named Jisu at school. The serial boyfriend approaches Yang Jisu as his fifth and final target. She does her best to fend him off, but she can't help noticing something uncanny about him. He knows too much about her, especially when it comes to her dates with Dohyeok. Will she get to the bottom of this mystery and avoid what seems like a fated end?

(Source: Tappytoon)",Unknown,"Erica (Story), Chae, Nara (Art)","Jan  29, 2021 to Apr  3, 2022"
1807,manhwa,Grasp,53,Finished,Suspense,0,#34571,#26326,N/A,159,"Sojin Yeon, a temporary employee who posts her daily work life on her vlog, gets caught in the midst of a messy crime scene after the murder of her assistant manager. Her viewer ratings are escalating along with the shadows of her past latching onto her from moving forward. Can she break free from the mysterious crimes that are continuously occurring around her?

(Source: Webtoon Entertainment)",Unknown,"Hwang, Jeonghoon (Story & Art)","Jan  28, 2020 to Jan  6, 2021"
1808,manhwa,Summer Breeze,12,Finished,Romance,0,#34658,#26327,N/A,158,"In an unfamiliar place I met a boy with a not so unfamiliar gaze. After the summer breeze passes, we will be...

(Source: Naver Corporation, translated)",1,"Han, Kyoung-chal (Story & Art)","Aug  7, 2019 to Oct  9, 2019"
1809,manhwa,Meow Rangers,87,Finished,"Action,Comedy",0,#41920,#26329,N/A,96,"Hyemin Lee is your typical high school student, complete with a pet cat and an annoying older brother. But when the shapeshifting villainess Nero unleashes a cat the size of an apartment building to terrorize Hyemin's hometown, Hyemin comes into possession of a magical watch and finds her true calling: she must join the fight against feline foes and become a Meow Ranger.

(Source: Webtoon Entertainment)",Unknown,Hyeonsil Anjuhyeong (Story & Art),"Mar  24, 2020 to Nov  3, 2021"
1810,manhwa,Heavenly Eats,Unknown,Publishing,"Drama,Supernatural",0,#38535,#26330,N/A,121,"Dalsu, the son of God, has been kicked out of the afterworld and sent to Earth on a mission: find out what makes humans truly happy. Teamed up with his friend Lisa, who happens to be an angel and talented chef, the two start a food delivery service. Because what could make humans happier than delivery food? Only when the happiness meter on his motorcycle hits 100% will he be allowed to return. Will Dalsu be able to make it back to the heavens?

(Source: Webtoon Entertainment)",Unknown,"Myoung Rang (Story), Sin Eol (Art)","Nov  26, 2021 to ?"
