,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
2401,manhwa,Between Us,107,Finished,Love,0,#41730,#29647,N/A,97,"Jung Inha basically has two parental figures in his life. His real father of course, and Ohn Wujoo—his best friend of 18 years who's even more invested in his personal affairs than the average parent. Inha is desperate to get Wujoo something special for his birthday, but being just a mere high school student, he unfortunately just doesn't have the money. Inha comes up with a very unorthodox method to earn some cash, but he knows if the ever-overprotective Wujoo finds out, he will try and put a stop to it. Can Inha pull off his plan without Wujoo catching on? Watch as the relationship of these lifelong best friends blossoms into something much, much more.

(Source: Lezhin Comics)",Unknown,Noru (Story & Art),"Nov  5, 2016 to Jul  26, 2019"
2402,manhwa,Star's Last Wish,77,Finished,"Adventure,Drama,Fantasy",0,#60097,#29648,N/A,28,"Star, a mysterious, naïve child, searches for Garion, an alleged miracle-maker who is said to live in a lone apple tree, so that he can keep his best friend Miru, a seasonal flower, from withering in the coming winter.

(Source: Chocolate Kimchi Scans)",3,Hooeun (Story & Art),"Nov  22, 2010 to May  22, 2012"
2403,manhwa,Jeong-Nyeon,137,Finished,Drama,1,#45647,#29649,N/A,76,"Jeong-Nyeon has no money or education, but she is a Mokpo girl with a talent for singing! Her dream is to join a women's traditional theater company, and make it big. But she has a lot to learn and a long way to go before becoming a lead actor. Will Jeong-Nyeon achieve her dream of becoming a big star and getting rich?

(Source: Naver Corporation, translated)",Unknown,"Seo, Ire (Story), Namon (Art)","Apr  1, 2019 to May  3, 2022"
2404,manhwa,Homework of the Mind,80,Finished,"Romance,Supernatural",1,#43008,#29650,N/A,89,"Yi Gyung Jo moves to a new town in hopes of finding a new, quiet life but is quickly thrown into a peculiar situation when she finds out that the said town is inhabited by vampires...

(Source: MangaDex)",4,"Go, Ara (Story & Art)","Jan  4, 2019 to Jun  5, 2020"
2405,manhwa,Love Like a Dogfight,65,Finished,Romance,0,#48238,#29696,N/A,64,"Mina's mom tells young Mina to protect her precious things, which she takes into consideration all throughout her life. When she enters her adulthood, she is a star employee of the Mansuk Publishing Company, the role model of many other employees, only to be revealed that she is a hardcore idol fangirl. The group she likes is Sugary, a popular duo that disbanded. After the announcement, Roxy's and Byul's fans split apart into two factions and continuously are at each other's throats. At the beginning of Sugary's career, there is an important pub that helped them gain money, Daldalbeer. Haeun, Mina's best friend, and Mina go visit that pub often and meet Young, the handsome sales team recruit that Mina met at the elevators before taking off. As it turns out, Young is a hardcore Byul fan and Mina is a hardcore Roxy fan. And thus the dog fight begins.

(Source: MU)",Unknown,Joy (Story & Art),"Nov  21, 2019 to Jan  31, 2021"
2406,manhwa,The Sound of Your Heart,1233,Finished,Comedy,4,#42779,#29706,N/A,90,"While it may seem like a mere depiction of everyday life, The Sound of Your Heart is a comedy filled to the brim with wit, sarcasm, and parody. It gives no regard for the probable or realistic—it is a series of absurd situations that is sure to get a laugh out of every reader willing to suspend their sense of reality.

(Source: Webtoon Entertainment)",Unknown,"Jo, Seok (Story & Art)","Sep  8, 2006 to Jun  29, 2020"
2407,manhwa,RPG Comic,186,Finished,"Action,Adventure,Comedy,Fantasy",1,#37352,#29814,N/A,130,"After a falling out with his team, the Guild Master of the greatest guild quits the game. As the top player, he had pioneered the creation of a unique plot item that is required to open a new area of the game. After 2 years he returns to find that his items and gold have been stolen by hackers and the unique plot item he made unavailable by leaving, was never replaced, and so he is hated by everyone in the game. Our accessories-loving hero is however very relaxed, and simply goes back to his old ways of trying to create/purchase the most interesting items.

(Source: MU)",Unknown,Gaechaban (Story & Art),"Apr  25, 2015 to Jul  11, 2020"
2408,manhwa,Phantom High,136,Finished,"Action,Fantasy",1,#37158,#29926,N/A,132,"Ingan Kim, a normal human man, suffers an unfortunate fate of having to work as a teacher in Hell's Phantom High, where spirits and monsters are students. His only chance at survival is an elixir he uses to hide his human scent. If his students ever find out that he is human, he will be done for. Everyday, he asks himself: will I be able to keep my human scent hidden from these students who will eat me up? 

(Source: Manta)",Unknown,"Choi, Gaeun (Story & Art)","Apr  26, 2014 to Mar  17, 2017"
2409,manhwa,About Jane,140,Finished,"Drama,Sci-Fi",0,#49581,#29960,N/A,59,"In the year 2099, science has advanced beyond belief. Jane, the school's resident loser and daughter of the world's leading robotics engineer, finally lands a date with her crush on New Year's Eve. But her world is turned upside down when terror strikes, and she discovers the truth about her past.

(Source: Manta)",Unknown,MJ (Story & Art),"May  19, 2016 to Dec  20, 2018"
2410,manhwa,Daybreaking Romance,Unknown,Finished,Romance,0,#31667,#29961,N/A,197,"Blacked out from drinking, just what happened with his crush during that time...?!

Dong Saebyeok, a scary-looking but softhearted guy falls for his cool-headed junior, Seo Gwangchae. Watch their cute campus romance unfold because, no matter how bad the day is, the sun always rises!

(Source: MU)",Unknown,Yuwol (Story & Art),"May  8, 2020 to Jul  2, 2021"
2411,manhwa,Ideal Us,20,Finished,Romance,0,#57357,#29966,N/A,37,"Sahee happens to witness a kiss between two of her guy friends, one of whom was her former crush. She's shocked and confused, which puts a strain on all their interactions. How will these relationships survive with everyone now living under one roof?!

(Source: Manta)",2,Yakkong (Story & Art),"Jan  25, 2019 to Sep  27, 2019"
2412,manhwa,The Stairway of Time,29,Finished,"Drama,Romance",7,#30663,#29972,N/A,214,"The saying ""hindsight is 20/20"" could not be more true for Lee Yuna, whose regrets from 13 years ago have irrevocably shaped her current situation. With little money to her name, she is prepared to marry a man she does not love. Yuna does not want anything special, just a comfortable life. But if she could change the past, there is one thing more than any other that she would do—avoid Ryu Jihoon at all costs.

Back in high school, she and Jihoon were the most lovey-dovey couple, well known for bickering one moment and flirting the next. How could a pair so in love break up so bitterly to the point that Yuna will not even mention Jihoon's name even in the present?

While visiting her alma mater one night, Yuna stumbles upon the urban legend ""The Stairway of Time"" and falls into the past before she ever met Jihoon. She resolves to fix the mistake of ever meeting him, but fate works in mysterious ways. As much as she wants to push him away, Yuna is drawn again to his bright personality. Can she change what has already come to pass?

[Written by MAL Rewrite]",7,"Zenyu (Art), Joo, Young-ha (Story)","Feb  20, 2019 to Dec  29, 2021"
2413,manhwa,Dragonsitter,35,Finished,"Drama,Fantasy,Romance",1,#36737,#29973,N/A,136,"On a snowy isle bereft of human contact, Axela is the last dragon in existence, whittling his days away with wine as his only comfort. Ever since he made a pact with the former king, the land has known peace. In return, the kingdom sends caretakers to watch over him, but they never last long—that is until 12-year-old orphan Corette Neivia arrives.

Despite Axela's dour attempts to drive Corette away, the plucky young girl has nowhere else to go, and she resolves herself to pull Axela out of his self-inflicted solitude. As the years go by, their bond grows, but so does the rising tension on the continent. Although Axela wants no involvement in another war, the queen calls on him to fulfill another oath—even if it means she must exploit his newfound weakness.

[Written by MAL Rewrite]",3,Zica (Story & Art),"Nov  16, 2015 to Dec  5, 2016"
2414,manhwa,Warriors vs. Warriors,85,Finished,Action,0,#59402,#29975,N/A,31,"Lucia, a powerful first generation warrior, studied hard in school and worked her way up the corporate ladder. But she still can't get the respect she deserves from those around her and society at large. Disappointed and frustrated by the ugly side of life, she comes to a decision: she must destroy the world. Now, the world's destiny depends on the newest generation of warriors who are left to stop her.

(Source: Netcomics)",Unknown,Kyung-O (Story & Art),"Mar  2, 2016 to Mar  14, 2018"
