,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
1401,manhwa,Animal Paradise,Unknown,Finished,"Comedy,Fantasy",0,#26893,#18501,N/A,292,"A heartfelt shoujo story about a young woman who loves animals but can't seem to receive the same affection from animals.  Haeju, the heroine, is cursed with the spirit of a tiger spirit which has sworn to protect her.

(Source: Infinity Studios)",3,"Yu, Sue Mi (Story & Art)",2003
1402,manhwa,June,Unknown,Publishing,"Drama,Sci-Fi",0,#40842,#18546,N/A,103,"Commonly acknowledged as a genius biologist, Dr. Gangjae Lee has a conceited and blunt personality that tends to push people away. But that doesn't bother him since he is a happy husband who has been married for 7 years to Jaehee, a woman whose astonishing beauty and sexiness captivates men.

While living a double life as a college research professor, Dr. Lee secretly participates in a human cloning project run by Dr. Suh. Through numerous trials and errors, and thousands of experiments, a few clones are born. But these miracles of science are sub-quality clones whose life spans don't stretch much past 7 years.

Although their methods improve, the two doctors give birth to another sub-quality clone, but this one is of Dr. Lee's wife, Jaehee. They call her by three different names: Jaehee, Clone S04, and a name her lover and popular novelist Jinhun gives her, June. Together with Dr. Suh and Jungwoo, and hidden from the eyes of the world with the support of underground financial powers, Dr. Lee devotes himself to this project.

But one day, his wife who he treasures more than his own life, gets brutally murdered and the story takes a different turn...

(Source: Netcomics)",Unknown,"Lee, Youngran (Story & Art)",2006 to ?
1403,manhwa,Oath to Love and Passion,Unknown,Finished,"Comedy,Romance",1,#44621,#18547,N/A,80,"When love comes to town, the lives of four socially maladapted teens are turned upside down when rotating attractions, comedic misunderstandings, and general chaos forces them to reconsider everything they've ever known about relationships, trust, and the frailties of the human heart. Fortunately, none of them knew very much in the first place.",5,"Hwang, Sook Ji (Story & Art)",Not available
1404,manhwa,Cheon Gi dot com,Unknown,Finished,"Romance,Life",0,#24193,#18548,N/A,370,"Jun Hui wakes up to find strange bruises on her body. She asks her childhood friend, Min Yu, the son of a fortune teller whose fortunes always seem to come true, what is going on. He tells her that she is linked with another spirit and that whatever happens to him happens to her.

It turns out that this spirit is Han Sung, who has the same bruises she has because he was in a fight the day before. She begins following him around in order to protect herself and he begins to think she likes him (although she couldn't care less about him).

(Source: MU)",8,"Yoo, Ha Jin (Story & Art)",Not available
1405,manhwa,In Business on Earth,Unknown,Finished,Unknown,0,#55167,#18549,N/A,43,,10,"Lee, Shi Young (Story & Art)",Not available
1406,manhwa,Insomnia,Unknown,Finished,"Drama,Romance",1,#33677,#18550,N/A,169,Hee Jin and Young Ho's parents get remarried. They start to live like a family. Will it last?,2,"Park, Eun Ah (Story & Art)",2001
1407,manhwa,Traveler of the Moon,Unknown,Publishing,"Comedy,Fantasy",1,#42400,#18685,N/A,93,"When most girls ask their parents for a pet they’ll get either a cat or a dog. In Yuh-ur’s case, she ended up with a bat and that’s not the end of it. Not only did she get a bat for a pet, it turns out that Dori, her pet bat, is actually a vampire! Well, at least he turned out to be cute and funny~! (Source: Infinity Studios)",Unknown,"Lee, Na Hyeon (Story & Art)",2005 to ?
1408,manhwa,Secret Admirer,Unknown,Publishing,Unknown,0,#53305,#18713,N/A,48,"San Tien and Li Chuan used to go out before but they broke up after the school break ended. Now they are just best friends. But after all that has happened, San Tien's feelings are still there. What will she do when Mei Nai starts appearing around Li Chuan? (Source: Animea)",Unknown,None,Not available
1409,manhwa,Diotima,Unknown,Finished,"Drama,Romance,Sci-Fi,Life",1,#28520,#18733,N/A,255,"This manhwa deals with lives of a captain and her crew on a space vessel named ""Diotima"".

Diotima is set in 2092, far in the future. This manhwa is considered sci-fi for that. However, the manhwa's plot is ""life"". In other words, this is one of very few life manhwa. The episodes involve lives of captain Namer Joon and her crew onboard the space vessel, Diotima.
The plot goes a little further and tries to convey conflicts between Earthians and Moon settlers.

There are clearly some mysteries about Namer Joon, Diotima, and its creators.",Unknown,"Kwon, Gyo-jung (Story & Art)",2000 to ?
1410,manhwa,Cosmos Flower,13,Finished,Drama,0,#38332,#18734,N/A,122,"From Entropy

“In the languid hours of yesterday, I went to the tangled grasses near the river, so tangled that humans don’t often venture there, and had heaps of fun playing alone. As per usual, I had had a glass of sue-ju with grandmother in the morning, and drunk, I grabbed a towel and stumbled my way up. There won’t be any watchers, my body thought, and it slipped so easily into the water. Floating in the clear and pretty water I looked at the sky, saw the floating clouds. Hee hee … in that small space I even had a go at swimming like the pros. If you sit on the rock and rest for a bit you can see the small sand-colored fishes swimming around. Even such small creatures made shadows on the river bed and moved around. Yeah, every day I play at being a mountain wizard. Whether the axe handles decay or not … violets.”",1,"Kim, Seong Jun (Story & Art)",Not available
