,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
2101,manhwa,Extraordinary Attorney Woo,Unknown,Publishing,"Drama,Romance",2,#27585,#23758,N/A,275,"Woo Young-woo is a rookie attorney on the autism spectrum at one of Korea's most prestigious law firms, Hanbada. Using her encyclopedic memory and creative thought process, she can find unconventional solutions to the toughest cases—but can she succeed while facing discrimination and stigma?

(Source: Webtoon Entertainment)",Unknown,"Yuil (Story), Hwaumjo (Art)","Jul  27, 2022 to ?"
2102,manhwa,What the Duke Picked Up in the Forest,Unknown,Publishing,"Drama,Fantasy",0,#30668,#23763,N/A,213,,Unknown,"Moncher (Story), Jep (Art)","Oct  21, 2022 to ?"
2103,manhwa,When the Third Wheel Strikes Back,Unknown,Publishing,"Comedy,Fantasy",2,#27851,#23764,N/A,269,"I was transported into the romantic fantasy novel my younger sister was reading, not as the male lead but as the second male lead. If I remember correctly, this punk is fated to go into war in the future and die in the male lead's place. Okay, I've made up my mind. Let's not go anywhere near the main characters and stay healthy until I can go home.

(Source: Munpia, translated)",Unknown,"Sookym (Story), Haegeuneul (Story)","Dec  11, 2022 to ?"
2104,manhwa,Sierra on Strike!,Unknown,Publishing,"Fantasy,Romance",0,#24429,#23778,N/A,363,"As high society's most eligible lady, Sierra Fernein did whatever it took to please her family, despite their flagrant disregard for her. But upon discovering she has only a month left to live, she decides to go on strike from being a prim and proper lady and live life on her own terms. Shedding the Fernein name, she declares war on anyone who dares get in her way, including her family and a few pesky admirers. But with just 30 days left, can Sierra finally enjoy the life of her dreams?

(Source: Tapas Media)",Unknown,"Menanick (Story), Lisse (Art)","May  4, 2022 to ?"
2105,manhwa,Dororo Re:Verse,Unknown,Publishing,"Action,Supernatural",0,#27026,#23795,N/A,289,"Born in the age of the Japanese civil wars, Hyakkimaru had his body stolen from him by demons. He hunts for the demons who have fragments of his body and recovers his body bit by bit. Having lived till the present day chasing after demons in the city's shadows, Hyakkimaru is one day seeked out by a child—Roro, a girl who holds a fragment of Hyakkimaru's body despite not being a demon. Under a contract with her, Hyakkimaru goes on his final hunt for the remaining demons... this time, for the sake of becoming a complete human being.

(Source: Kakao Entertainment Corp., translated)",Unknown,"Lee, Dokyung (Story), Bean (Art)","Dec  27, 2022 to ?"
2106,manhwa,Complicated Cohabitation,80,Finished,Romance,0,#36634,#23820,N/A,136,"A businesswoman who is in her thirties, Yugyeong Seo. She's in a relationship that seems to be sinking every second. One day, her younger brother's friend, Ijun Gwon, abruptly comes into her life physically and mentally, starting an odd cohabitation. Ijun Gwon, although he is the perfect house husband material, good at all kinds of house chores, he seems to dislike treating Yugyeong as a senior. Why does he care for her so much? Why does he not like to treat her as Nuna? Well, maybe this cohabitation is rather impure.

(Source: Webtoon Entertainment)",Unknown,"Hwang, Han-Young (Story), I-room (Art)","Jun  18, 2021 to Mar  26, 2022"
2107,manhwa,The Borderliners,48,Finished,"Drama,Mystery,Supernatural",0,#61903,#23824,N/A,22,"After being gruesomely murdered, Park Juhyeon begs the grim reaper for a chance to find his killer. To solve this mystery, he returns to earth as a ghost and teams up with Choi Seongmin, a vampire who assists the dead in the world of the living. As they dig deeper into the case, Juhyeon uncovers some disturbing clues and slowly realizes that his past was less clear-cut than he remembered. Was Juhyeon really just unlucky to meet an untimely death? Or did he have a hand in his own bloody demise?

(Source: Tapas Media)",Unknown,"Lenka (Story), Nutella (Art)","Jan  27, 2022 to Aug  18, 2022"
2108,manhwa,How to Clear a Dating Sim as a Side Character,Unknown,Publishing,"Fantasy,Romance",1,#32399,#23827,N/A,186,"When Yewon opens her eyes inside Midnight, the top-ranked dating simulation game, she realizes things aren't quite as fun when her own life is at stake without a ""Load Save"" option. The only way to clear Midnight is to reach a happy ending with one of the five love interests, but each route poses a different set of problems.

Meeting the master of the mage's tower will lead to almost certain death, the crown prince doesn't even try to hide his animosity towards her, the merchant seems to be missing a few screws, and another barely speaks. The swordmaster seems relatively normal, but it turns out he's a devout follower of the temple she's desperately trying to escape. Will Yewon be able to capture the heart of one of these men and use her insider game knowledge to clear the game?

(Source: Tappytoon)",Unknown,"Cherti (Story), Metal Kang (Art)","Dec  2, 2021 to ?"
2109,manhwa,Master of the Divine Beasts,123,Finished,"Action,Fantasy",0,#57049,#23833,N/A,38,"A girl born from a prestigious family. She who loves steel and is loved by steel, Kai Alterion's raison d'être was solely to forge swords. During the talks about suddenly being married, she pulled out her sword and pointed it towards her fiancé! And just like some magnificent fantasy, she became the Master of the Divine Beast.

(Source: MU)",Unknown,"Taesun (Story), Zev (Art)","Jun  30, 2014 to May  29, 2017"
2110,manhwa,"Welcome, It's Your First Time Seeing a Cute Villain, Isn't It?",Unknown,Publishing,Fantasy,0,#31169,#23836,N/A,205,"I went back to my hometown after accepting my dying fate, but I learned about my birth secret that was like dog shit: I was actually Sophia Herman, the granddaughter of Grand Duke Herman, the empire's greatest evil family. The woman that I believed to be my mother was actually a kidnapper. Hercio Herman, a man without blood or tears and my grandfather, told my kidnapper to do whatever she wanted with me.

[But I couldn't bring myself to kill you...I'm sorry. Please be happy, Lisian...]

It sounded like crap. I crumpled my mom's, no, my kidnapper's letter. At the worst moment of my life, I returned to when I was a 9-years-old. In order to escape a miserable death, I went to the Herman duchy, the family who abandoned me and the greatest evil family in the empire. With plans to take advantage of them, save my life, and then escape again!

(Source: Kakao Entertainment Corp., translated)",Unknown,"Choi, Dododo (Story), R (Art)","Jan  4, 2023 to ?"
2111,manhwa,Evergreen Tea Shop,100,Finished,Romance,0,#51157,#23838,N/A,54,"Seolhee No is the daughter of the owner of the tea shop across the street from the newly opened Cafe Monet. Frustrated at the lack of customers and the son of the coffee shop's owner, the webtoon follows the rivalry between the two shops and its employees along with their numerous encounters. A bittersweet story about headstrong children.

(Source: MU)",Unknown,"Zenyu (Art), Go, Byeongjun (Story)","Jan  13, 2014 to Dec  7, 2015"
2112,manhwa,Game of Doppelganger,60,Finished,Suspense,0,#50046,#23844,N/A,58,"A time bomb-like game starts in a certain girls-only high school! Every time the final bell rings, one person's soul is stolen away.

(Source: Naver Corporation, translated)",Unknown,"Kingsenal (Story), Jwiju (Art)","Feb  14, 2020 to Mar  21, 2021"
2113,manhwa,Death God,Unknown,Publishing,"Action,Fantasy",0,#50440,#23850,N/A,56,"To avenge his older brother, an orphan named Jongli Chu killed Hwang Jung, a Heaven-Slaying Sect disciple. Following the death of Hwang Jung, he joined Imitating Blade Killer of Soul-Killing Chambers to avoid the pursuit of the Heaven-Slaying Sect. However, a huge mess called ten chastisements was waiting for him. To escape the shadow of chastisement, he has no choice but to become a legendary Death God! Can Jongli Chu become a Death God and find freedom in the stifling rules created by the orthodox sects?

(Source: Naver Corporation, translated)",Unknown,"Lim, Jae-Won (Art), Seolbong (Story)","Sep  1, 2022 to ?"
2114,manhwa,Cooking Sorcerer,Unknown,Publishing,"Fantasy,Gourmet",1,#39262,#23862,N/A,114,"Yoojung Seo is a hardworking tattooist who loves nothing more than to eat good food while reading her favorite novel during her downtime. One particular day, she is doing exactly that when she suddenly hears a strange voice coming from outside her apartment. She steps out to see what's going on but loses her footing and falls down a flight of stairs. When she regains consciousness, she finds herself in a whole new world and in the body of someone completely different. As it turns out, a fairy, who was dimension traveling, was responsible for Yoojung's accident and revived her as a botanical sorcerer out of guilt. Yoojung adapts quickly and names herself ""Sylvia Arbor"" to fit in and avoid any suspicion. But soon, ""Sylvia"" learns that she had in fact been revived in the world of the novel she was reading right before she died; and in this novel, the main character, Felix, suffers from ageusia as a result of years of abuse by his stepmother. Will Sylvia's love of food and ability to use magic be Felix's salvation...?

(Source: Tappytoon)",Unknown,"Purple Lemon (Story), Dahan (Art)","Oct  4, 2022 to ?"
2115,manhwa,The Business Is Closed Because of the Tyrannical Fathers,Unknown,Publishing,Fantasy,0,#41472,#23884,N/A,98,,Unknown,"Harasyo (Story), Sete (Art)","Jan  11, 2023 to ?"
2116,manhwa,The Imperious Young Lord,Unknown,Publishing,"Action,Fantasy",1,#22837,#23887,N/A,416,"The year is 203X, and Earth is under attack. The enemy? Extraterrestrials. Hyunsung Park, a militia commander, valiantly lays down his life to take down the enemy base. One moment, he's caught up in a malfunctioning teleportation device; the next... he's in the body of Ian Alberon, a 15-year-old lord! Thrown into a world of monsters and magic, Hyunsung—now Ian—must figure out how to navigate his new surroundings. And to top it all off, it seems his enemies may be much closer than he thinks...

(Source: Tapas Media)",Unknown,"Jang, Daesu (Story), Jisil (Art)","May  13, 2022 to ?"
