,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
1601,manhwa,Glass Shoes,Unknown,Finished,"Comedy,Fantasy,Romance",1,#31414,#22569,N/A,201,,3,"Im, Hae Yeon (Story & Art)",2008 to ?
1602,manhwa,Idol Clubs,Unknown,Finished,Unknown,3,#23237,#22584,N/A,402,"A Prince Charming suddenly appears infront of a country girl on a remote island.

""I love you, I want to be happy with you like this forever.""

Setting a foot on a strange city to find her Prince Charming, she finds out that he is actually the Entertainment Industry's top star, Gang-Woo Choi. Even after seeing her, he pretends as if he doesn't know her...!!!

""Gang-Woo Choi! You dare play around with me? I'll never forgive you!"" ",12,"Han, Yu-Rang (Story & Art)","Jan  18, 2011 to Mar  23, 2011"
1603,manhwa,Space China Dress,Unknown,Publishing,"Action,Comedy,Sci-Fi,Ecchi",1,#24889,#22686,N/A,349,"Shaolin Space, a place that's said to be where all martial arts in the universe originated from. And within this planet... a most sacred place among martial artists, Mt. Kunlun. And on top of that Mt. Kunlun, there's Kunlun Headquarters. And if you go down... a long way, inside a small run-down dumpling restaurant, our heroine lives.",Unknown,None,Not available
1604,manhwa,Mong han paek soe,Unknown,Publishing,"Adventure,Fantasy",0,#59477,#22744,N/A,30,"Lin, 17, is not a high school like any other. she makes strange dreams but she also have the power to see ghosts and talk to them. She still leads a pretty ordinary life. Until she is attacked by a monster and rescued by a young man with mysterious powers. He made ​​a surprising revelation: she's the guardian of the sacred Jade of Genesis and must protect it.",Unknown,"Lim, Jin-ju (Art), Lim, Yae-ju (Story)",Not available
1605,manhwa,Marriage with Evil,Unknown,Finished,Romance,0,#39207,#22746,N/A,115,"A story about a girl from Paris who went to Basel, Switzerland in order to reunite with her father, brother, and the guy she loves, Zerman. Waiting for Zerman to pick her up from the train station, she accidently hugs San, a handsome, wealthy, and ally to some of the few powerful men.",7,"Han, Yu-Rang (Story & Art)",Not available
1606,manhwa,Cheon Gwan Nyeo,Unknown,Finished,Romance,1,#34727,#22783,N/A,157,"Cheon Gwan Nyeo is the royal gisaeng (geisha) of King Jin-Pyeong, who lived in the Shilla era. However, the poetic general Kim Yoo Shin falls in love with her. (from Rainy Sunday)",5,None,2008 to ?
1607,manhwa,Arinoe's Monk,Unknown,Finished,"Drama,Fantasy,Mystery,Romance",0,#43003,#22819,N/A,89,"Michell is a monk in the city of Maridolsi. As he goes about his daily life, he encounters many interested people as well as intriguing mysteries. Murder, rape... Michell must face the darker side of man to solve these secrets surrounding him.

(Source: Saviour Scanlations)

",2,Yisoan (Story & Art),2009 to ?
1608,manhwa,Crazy Coffee Cat,217,Finished,"Comedy,Romance",1,#23955,#22929,N/A,378,"Coffee! Passion! and Love!
Dive into the world of Coffee!

(Source: MU)",Unknown,"Choi, Kyung-ah (Art), Um, Jae-Kyung (Story)","Apr  2, 2008 to  2011"
1609,manhwa,Ghost Face,Unknown,Finished,"Action,Mystery,Sci-Fi",0,#37544,#22949,N/A,129,"Thousands of the world's most ruthless criminals are locked away in the ruins of a city on a wind-swept island called Sodo. Out of the writhing mass of vice and violence, the strongest of the ganglords have clawed their way to the top and set themselves up as local gods of the prison island. The corporate city-states which jailed these dangerous men and women rely on the unending tides of gang war to keep the criminals stranded—but since only the strong survive, the island instead serves as an incubator, bringing out the worst and most extreme in its captives. One such super-criminal has escaped Sodo, has broken into high-tech corporate labs on the mainland, and has stolen a chemical that could change everything.",3,"Hyung, Min-Woo (Story & Art)",2009 to  2011
1610,manhwa,Zero: Circle of Flow (2006),Unknown,Publishing,"Action,Drama,Fantasy,Ecchi",0,#22848,#22976,N/A,415,"The story is about Yugi, a very popular guy who loves to fight.

He always has the same mysterious dreams about people of a different era and a woman called Gai. After a car crash, he gets those dreams more often and even in broad daylight. Yugi wants assurance and visits a fortuneteller club...

(Source: MU)

Note: Version 2 of the manhwa under the same name with slightly different artwork and re-written story. ",Unknown,"Im, Dal Young (Story), Roh, Sang Yong (Art)",2006 to ?
