,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
301,manhwa,Masters of Lightning Knives,Unknown,Publishing,Action,35,#7922,#3897,7.37,"2,122","A young orphan was alone in the world until he meets the master of a secret form of martial arts. To learn these otherworldly techniques, he will need to endure years of his sadistic teacher's grueling and weird training. But why does he have to do laundry, cook meals, or play instruments to learn martial arts anyway?! If he can survive long enough (and if his massive ego doesn't get in the way), he just might be able to wield the unstoppable lightning knives. Will he make the cut or be sliced down to size?

(Source: Tapas Media)",Unknown,"Awin (Art), Geom, Ryuhon (Story), Ozoo (Story)","Dec  12, 2019 to ?"
302,manhwa,Refund High School,134,Finished,Fantasy,22,#11588,#3898,7.37,"1,281","High schooler Aru's dream of becoming an idol is cut short after dying in a car crash on her way to school. She finds herself being offered the option to be reincarnated into a fish... or attend Refund High School in the Underworld to change her fate. Will Aru be able to earn enough karma to reincarnate as the ideal version of herself?

(Source: Webtoon Entertainment)",Unknown,Croissant (Story & Art),"Mar  20, 2018 to Jun  14, 2019"
303,manhwa,Superhuman Era,Unknown,Publishing,Action,8,#14402,#3899,7.37,935,"Unknown monsters have appeared on Earth, alongside ""Superhumans"" who appear to dispatch them. With these mysterious monsters and superhumans, a new ""Superhuman Era"" begins!

(Source: Naver Corporation, translated)",Unknown,Seop-I (Story & Art),"Jul  12, 2019 to ?"
304,manhwa,Not-Sew-Wicked Stepmom,Unknown,Publishing,Fantasy,17,#6153,#3900,7.37,"2,861","Although Lee Lily's childhood dream to become a princess seems unattainable because of her average appearance, she finds her passion in designing children's clothes. Ultimately, her job results in her demise, as she works herself to death at the age of 30.

Lily is reincarnated in what appears to be the tale of Snow White as the story's villainess—the cruel and vain queen Abigail Freidkin. Now in Abigail's body, Lily wishes to befriend her stepdaughter Blanche, a sweet girl and her latest muse. However, it is a challenging feat, as Blanche fears her stepmother.

Furthermore, Sabrian—the current king and Abigail's spouse—may be an outstanding regent, but as a father and husband, he is uncaring and neglectful. Although she is not fond of Sabrian, Abigail will go to any length to fix the broken relationship between the Freidkins and give her stepdaughter the happiest of endings.

[Written by MAL Rewrite]",Unknown,"Ilu (Story), Moguraeng (Art)","Apr  10, 2021 to ?"
305,manhwa,The Queen's Knight,79,Finished,"Adventure,Fantasy,Romance",38,#6580,#3916,7.37,"2,643","When Yuna Lee's mother moves to Germany to pursue a music degree, she's left to stay with her father, a university professor, and her three older brothers, who are fiercely overprotective of her.

During her summer vacation, she visits her mother in Germany, where she falls off a cliff and is rescued by Rieno, an 18-year-old knight living in the land of Phantasma. Rieno makes a deal with Yuna that because he has saved her life, she must marry him and become his queen. Indebted to him for saving her life, Yuna is torn between her normal world back home and life as Phantasma's Queen.

(Source: Tokyopop)",17,"Kim, Kang-Won (Story & Art)",1997 to  2005
306,manhwa,Cutie Boy,39,Finished,"Comedy,Romance",53,#2971,#3927,7.37,"6,281","Lee Han-Ah used to be bullied in the 2nd grade for having a ''wide and flat'' butt by a boy in her primary school and has hated him ever since. Now, in high school she is the celebrated, legendary captain of Il-Hwa Girls High School and she is seeking out a pretty boy boyfriend. What happens when she meets the mellow and seemingly perfect Yoo-Min? (Source: Esthétique)",8,"Hwang, Mi Ri (Story & Art)",Not available
307,manhwa,Antique Romance,27,Finished,"Drama,Romance",13,#4661,#3933,7.37,"3,920","""I am a human, but a doll...
Feelings are not needed. Physically alive, but not mentally.
I am a painting trapped inside rusted frame.
The cold skin of a statue.
Life a stuffed bird-
killed and set for display
I wonder...
I wonder on whose display I will be put on..."" 

Suzette, a young girl, is regarded as a ‘living painting’ and comes from owner to owner. One day a young aristocrat, Ian McPolt buys her as a new item for his huge antics collection. But will Suzzete always be regarded as an item or will they develop some deeper feelings for each other?

(Source: Esthétique and Osuwari Team)",4,"Kimi, Mi-jung (Story & Art)",2006
308,manhwa,Vanilla Ice,21,On Hiatus,"Comedy,Romance",11,#7330,#3960,7.36,"2,333","Beautiful, delicate Yoon Sul and tall, brawny Taehee are exact opposites, and yet somehow they can't escape each other! Action-packed romantic comedy...with a twist!

(Source: VNmanga)",4,"Kim, Woo Hyun (Story & Art)","2002 to Feb  23, 2004"
309,manhwa,Boy of the Female Wolf,Unknown,Finished,"Comedy,Romance",59,#2667,#3983,7.36,"7,045","Eun-soo Cha has hated her mother ever since she was abandoned by her. Raised by her grandma, she became a wild child that likes to fight.

She has even disguised herself so well as a guy that people won't believe her even if she says she's a girl. She can fight well, and is even referred to as hot by girls. One day, however, her grandma's already bad health worsens, and she promises not to fight anymore.

When Eun-soo's grandma dies soon after, she decides to leave Dae-Jeon (where she lives) and goes to Seoul to live with her mother, despite still hating her, because she has nowhere else to go.

There, she runs into one of the best fighters, at her new school, and immediately gets on his bad side. What will happen? Will she break her promise to her grandma? Will love bloom?",17,"Han, Yu-Rang (Story & Art)","Sep  6, 2007 to Nov  13, 2007"
310,manhwa,Blooming Sequence,77,Finished,Love,16,#16224,#3995,7.36,772,"Seowoo, president of the film club, is standing outside in the rain, a welcome break from the noisy and chaotic bar behind her, when a girl with orange hair stumbles out the doors and practically into her arms. Then she begins singing ""Dancing in the Rain"" while... dancing in the rain. It's a minute encounter, really, but Seowoo has seen the greatest romances bloom from the smallest moments in the movies. So when Hayoung shows up to join the film club, Seowoo—who's not even sure what she herself is feeling—finds her heart skipping a beat.

(Source: Lezhin Comics)",Unknown,Lee Eul (Story & Art),"Aug  7, 2017 to Jan  14, 2019"
