,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
2201,manhwa,"Male Lead, I'll Respect Your Taste",Unknown,Publishing,"Fantasy,Romance",0,#28111,#24570,N/A,263,,Unknown,"Joo, Gyeoul (Story), Machyo (Art)","Mar  11, 2023 to ?"
2202,manhwa,"Good Night, See You in My Dreams",Unknown,Publishing,"Drama,Mystery",1,#59209,#24577,N/A,31,"A long corridor bathed in red... A ghostly figure lurking in the shadows... Dozens of hands, their long, spindly fingers grasping at your throat... Sounds like the stuff of nightmares, right? But it's not the kind of thing that troubles Seongha. She's just your average high-school kid with a head full of exam stress. Her classmate Isu, on the other hand, has been plagued by that very dream for years. And it's taken its toll, leaving her exhausted and alone. So one day, when Seongha finds herself inside Isu's dream, both girls know that something seriously freaky is going down. Can Seongha save Isu from her nightmares?

(Source: Lezhin Entertainment)",Unknown,EErun (Story & Art),"May  27, 2019 to ?"
2203,manhwa,Man on the Screen,27,Finished,Love,0,#57519,#24579,N/A,36,"Early one morning, Yoojin awakens bleary-eyed to a bright light... Did he fall asleep with the TV on? Surely that isn't a real-life actor sleeping beside him? No, there's no mistaking it. The dreamy TV star Ryu Se-ryeon is actually in his bed... and he REEKS of alcohol! How?! When?! WHY?! Perhaps it has something to do with Yoojin's sister, who just happens to be Se-ryeon's girlfriend. Sound complicated? You ain't seen nothin' yet...

(Source: Lezhin Entertainment)",Unknown,Nagil (Story & Art),"Apr  5, 2019 to Oct  11, 2019"
2204,manhwa,I Will Just Stick to the Protagonist,Unknown,Publishing,"Fantasy,Romance",0,#38893,#24580,N/A,117,"She possessed the body of the fiancée of the crazy protagonist who plans to kill everyone. She was going to live a quiet life away... but the male lead keeps showing interest. Furthermore, even though he is young, his beautiful face is already stunning...

""Did I do well? Then go ahead and praise me.""

Don't suddenly pretend to be friendly, are you crazy?

(Source: Kakao Entertainment Corp., translated)",Unknown,"Gong, Eunhwa (Story), Haetsi (Art)","Jan  9, 2023 to ?"
2205,manhwa,From Pakuri to Assistant?!,60,Finished,"Love,Comedy",0,#56066,#24583,N/A,40,"Jiun is an aspiring webtoon artist and Kanghyun is both his inspiration and crush. He's finally ready to debut a new comic when the feedback he receives is shocking: his work is so similar to Kanghyun's that he's pretty much a pakuri (someone who copies another's work). Distraught and ashamed, he decides to meet Kanghyun in person to apologize. But instead of being angry with him, Kanghyun hires him to be his assistant. Working for your crush: what could go wrong?

(Source: Tappytoon)",Unknown,"Durumari (Story), Dorang (Art)","Jul  18, 2019 to Apr  23, 2020"
2206,manhwa,Fakes Don't Want to Be Real,Unknown,Publishing,"Fantasy,Romance",1,#34449,#24599,N/A,160,"""My place was not there from the beginning..."" Despite being accused of being a fake princess, she devoted herself to earning her family's recognition. Betrayed by all, Psyche was accused of trying to murder the real princess and was killed. 'If I were given another life, I would never live like this.' Was it because of the thought that came to her mind at the last moment? When Psyche opens her eyes, she realizes that she was back in the past, before the real princess returned. 'I regret all the time I spent being controlled by you.' I will live my life again, free from the shackles of fate, and live for myself, not my family.

(Source: Kakao Entertainment Corp., translated)",Unknown,"Seol, Irin (Story), DIDIYA (Art)","Apr  14, 2023 to ?"
2207,manhwa,"Divorce Is Easy, but Love Is Hard",Unknown,Publishing,Romance,0,#45976,#24606,N/A,74,"Ji Sina, a senior attorney at K Law Firm, is full of ambition. In order to proudly inherit her father's law firm in the future, she went through a difficult road and finally sat down as a partner lawyer, but she was then told that a guy like a horse snatched the position, the same one which had witnessed her dark history from her 20's. Sina, who is nice and kind to everyone, only has one man she can never get close to, and the person in all of these positions is Ryu Kanghyun. Seduce such a person and say that you will inherit the law firm only if you succeed in marriage?

""I have a lot of divorce experience, but I don't know much about dating!"" The romance between Sina, an ambitious woman who doesn't know where to go, and Kanghyun, a senior who doesn't know what's going on, begins.

(Source: Naver Corporation, translated)",Unknown,"Palgarak (Art), Juicylincy (Story)","Apr  11, 2023 to ?"
2208,manhwa,On My Way to Kill God,50,Finished,"Action,Fantasy",0,#29932,#24609,N/A,227,"""I'll kill you... Demon God!""

Because of the demons, humanity was thrown into a battle they could not refuse. The people dragged into Helacion hunted monsters in a desperate struggle to survive. To escape, and to take revenge against the Demon God, they must endlessly grow and become even stronger!

(Source: Kakao Entertainment Corp., translated)",Unknown,"Dokgojin (Story), Sangae (Art)","Sep  14, 2022 to Apr  10, 2023"
2209,manhwa,Materialistic Princess,Unknown,Publishing,"Fantasy,Romance",0,#32973,#24610,N/A,178,"One day, I woke up from being a poor college student as Princess Roselia Kanep from the novel ""A Sculpture of Emotion."" And by the way, she was the daughter of a poor noble family who'd squandered their wealth under her brother's leadership. In order to earn a fortune, she uses the original content of the novel to approach Anoch, the crown prince who lost part of his soul under the curse of a witch.

""Your Highness, I'm an expert in emotions,"" she said. And so, he started wondering if she could help him. ""Come on, put feeling into it! Emotions!"" Roselia kissed Anoch's lips. A side character somehow deviates from the original plot?!

(Source: KW Books, translated)",Unknown,"Hanirim (Story), Ggori (Art)","Apr  18, 2023 to ?"
2210,manhwa,Dr. Choi Giseok Levels Up,Unknown,Publishing,"Drama,Supernatural",0,#26383,#24618,N/A,305,"On his last day of surgical residency, Dr. Haejin Jung was hit by a truck, and his life came to a tragic end. Miraculously, he wakes up in the body of Giseok Choi, a soon-to-be surgical intern and Haejin's heart transplant recipient. As he makes sense of his resurrection, he notices holographic screens that only he can see, showing the exact statuses of his patients and medical colleagues. Now, Dr. Choi vows to use this inexplicable power to become the world's best cardiothoracic surgeon.

(Source: Tapas Media)",Unknown,"Yoon, Baekhyun (Story), Jang, Seonhye (Art)","May  31, 2022 to ?"
2211,manhwa,Perfect Surgeon,Unknown,Publishing,"Drama,Supernatural",4,#25586,#24621,N/A,328,"Forced to leave his internship to take care of his ailing mother, Hyunjun Jang had long given up on his dreams of becoming a doctor when one day, a freak accident causes him to absorb an AI network into his body. With sharpened senses and unlimited access to medical knowledge, Hyunjun is now able to return to his chosen path of saving lives. But even with the AI at his disposal, one wrong cut could spell doom for this doc in his mission to become the perfect surgeon!

(Source: Tapas Media)",Unknown,"Moedal (Story), Gyeongseok (Art)","Mar  18, 2022 to ?"
2212,manhwa,Dear My Rude Darling With Multiple Personality,Unknown,Publishing,Romance,1,#46283,#24628,N/A,72,"The beautiful port city of La Spezia. After leaving an orphanage and serving as a nurse on the battlefield for three years, Monica is hired as a tutor by the wealthy Mallett family. On her first day in a strange city, Monica encounters a familiar face.

""I'm sorry, but I don't have that name.""

She thinks it is Sol, a soldier who took great care of her on the battlefield, but the man replies that he doesn't know her. This wasn't the man she knew, but if she meets him again, they will know each other. How come, every time they meet, his name and personality change? The only thing that remains constant is his appearance and the scar around his eye. Identical twins? Or perhaps he has multiple personalities?

(Source: Kakao Entertainment Corp., translated)",Unknown,"Zetson (Art), Jagyum (Story)","Apr  20, 2023 to ?"
2213,manhwa,Heartthrob Daycare Center,54,Finished,Comedy,0,#62771,#24631,N/A,19,"Full of Love Daycare ensures each child is ready for the 21st century, and its hunky teachers are the heart-stopping crushes of all the town moms. Plunked in between her muscle-clad and pretty boy colleagues, can the newly-hired female teacher Seungah survive the glares of jealous mothers, let alone the hectic kids in her class? More importantly, can she resist all the eye-candy around her?!

(Source: Tappytoon)",Unknown,"Haemil (Story), Park, Mindal (Art)","Apr  18, 2014 to May  3, 2015"
2214,manhwa,Castle 2: Pinnacle,Unknown,Publishing,Action,0,#51587,#24633,N/A,53,"Shin Kim is a special killer who gathered men from all over the country and made the organization ""Baek-Yi"" to destroy the absolute power ""'Castle"" of the underworld. Through a negotiation he got inside Castle and started working with the enemy... Will Shin be able to take down Castle and complete his revenge as he hoped?

(Source: Naver Corporation, translated)",Unknown,Jeong Yeon (Story & Art),"Mar  7, 2023 to ?"
2215,manhwa,Martial Streamer,Unknown,Publishing,"Action,Fantasy",0,#28048,#24634,N/A,265,"Following his unfortunate death while setting up his first stream, Taemin is reborn as Jiahui Zhao in the wuxia world of Chinese martial arts! With his mysterious ability to stream his ancient Chinese life in the present time, he sets out to become both the greatest merchant and martial artist.

(Source: Manta)",Unknown,"Go, Hasom (Story), Jageop Noe-ya Jebal (Art)","Jan  16, 2023 to ?"
2216,manhwa,It's Okay if There's No Male Lead,Unknown,Publishing,"Fantasy,Romance",0,#38212,#24643,N/A,123,,Unknown,"Rwakkki (Story), Samchu (Art)","Apr  22, 2023 to ?"
2217,manhwa,How to Survive as the Devil's Child,Unknown,Publishing,Fantasy,0,#36105,#24644,N/A,142,"The world is doomed, again. As much as I tried to avoid the end of the world by repeating the return almost a thousand times, I can never change the ending. Now I'm tired, I'm also sick of going backwards.

How old should I go back this time? I don't want to do it again, should I quit? This life, I was a baby again and that's right in front of Lucas's mansion, which is destroying the world thousands of times. A newborn baby who can neither move her arms nor neck. Not! Let's calm down and think, this life can be a great opportunity to keep a close eye on Lucas and avoid the end of the world. Take care of me and be nervous Lucas.

I will not let this world be destroyed! I raised my voice and laughed viciously: ""AHAHAHAHA!""

""Oh my baby has a cute laugh too.""

Damn!

(Source: Kakao Entertainment Corp., translated)",Unknown,"Lee, Hyunsung (Story), kwvh (Art)","Jan  8, 2023 to ?"
2218,manhwa,I Accidentally Seduced the Male Lead's Younger Brother,Unknown,Publishing,"Fantasy,Romance",0,#36472,#24652,N/A,138,"""No, I don't want to."" I flatly rejected my ex-boyfriend's proposal to have an affair with him. ""The young master is not to my taste. If I must say, your younger brother is much preferable."" ""What? You prefer my younger brother?"" Yeah. Not you, but your brother. 

That younger brother came back to me as a beast with decadent beauty. ""I've never forgotten you for a moment. Please marry me, noona."" On top of that, he's even holding the engagement document that I signed as a joke during childhood. No, weren't we only playing house? ""Could it be that your tastes changed while I was away?"" Lexion's eyes were full of life as he asked. It was as if he would kill someone right away if he were to find out they were my type.

(Source: Kakao Entertainment Corp., translated)",Unknown,"Kkuljaemgak (Story), Mollo (Art)","Apr  24, 2023 to ?"
2219,manhwa,Fool Me Twice,50,Finished,Romance,0,#53336,#24671,N/A,47,"They say freshman romance can make or break college life. So it was for Min Kim, whose heart was shattered two years ago by beautiful upperclassman Bora Kwon. Min re-enters college after his military service hoping for a fresh start, but as luck would have it, his old flame has also just returned from a long leave of absence. As he struggles to bury lingering feelings and move on with his life, Min encounters Jina Bae, the firecracker-next-door who begins to find a place in his heart.

(Source: Webtoon Entertainment)",Unknown,Jiji (Story & Art),"Jan  21, 2022 to Dec  2, 2022"
2220,manhwa,Selling the Main Character's Shares,Unknown,Publishing,"Fantasy,Romance",0,#46279,#24678,N/A,73,"""Miss Lorella Mayred. Our sincere congratulations on becoming a main character candidate.""

The day I notified my husband, the Grand Duke of the North, of my intention to get a divorce, a system window that suddenly popped up without any notice would completely change my life. It said that if I couldn't sell my shares and become the main character, I would die. Tell me, does that even make any sense?! In order to live, I would have to show ""them,"" who wanted to buy shares, what they wanted to see. It couldn't be helped then, I had no other choice.

Whether it's the obsessive Grand Duke of the North, the friendly Holy Knight's Commander, or the reckless head of a guild, there's no choice but to enjoy a deep romance with everyone!

[Urgent Sale] Selling Lorella's shares!

(Source: Diamant, translated)",Unknown,"Mokgamgi (Story), Gayam (Art)","Apr  29, 2023 to ?"
