,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
101,manhwa,My Young Cat and My Old Dog,215,Finished,"Comedy,Drama,Life",33,#5900,#1390,7.76,"2,999","My Young Cat and My Old Dog is a collection of short, heartwarming, and episodic stories that describe the relationships between the old poodle Nang-nak, the cute kitten Soondae, and their loving owners. Some stories are autobiographical—telling the artist's own experience with his pets—while others are told from the pets' point of view in an interesting, fresh, and innocent take on storytelling.

[Written by MAL Rewrite]",3,Cho (Story & Art),"Apr  5, 2011 to Jan  15, 2013"
102,manhwa,At the End of the Road,26,Finished,"Love,Drama,Suspense",268,#1796,#1426,7.75,"10,064","All alone, 18-year-old Yoon Taemin has had to fend for himself his whole life and learn how to survive in a cruel world. He tries to shake off an unusually vivid dream of a boy committing suicide and getting hit by a speeding truck. But the dream turns out to be a vision of his fate—as he dies the exact same way.

Following the accident, Taemin wakes up in the body of Min Siwoon, a meek and frail teenager who jumped off a building. Although Siwoon is surrounded by wealth and loving parents, it is soon evident that everyone, even his brother, absolutely despises and viciously bullies him since he is unable to stand up for himself.

Accepting his new situation, Taemin lives on as Siwoon, protecting himself under the excuse that he lost all his memories. However, his past life quickly catches up with him when he encounters Han Siwon—his childhood friend—who is nothing like the weak boy he used to be. Siwon instantly recognizes that it is Taemin in Siwoon's body, and the circumstances that led to their ultimate falling out slowly start to unravel.

[Written by MAL Rewrite]",4,Haribo (Story & Art),"Sep  12, 2016 to Jan  8, 2018"
103,manhwa,Overgeared,Unknown,Publishing,"Action,Fantasy",206,#1627,#1419,7.75,"11,260","Shin Youngwoo (a.k.a. Grid), an unlucky man in life and a low-level player in the popular VR game ""Satisfy,"" finds a powerful item that earns him a rare legendary class title: ""Pagma's Successor."" He's now a skilled blacksmith who can forge unique weapons and equip the game's most powerful gear. Grid resolves to use his new abilities to achieve fame and fortune, but as his very existence begins to stir up trouble in Satisfy, he realizes that life as a legend may be more than he bargained for... 

(Source: Tapas Media)",Unknown,"Park, Saenal (Story), Team Argo (Art)","Apr  1, 2020 to ?"
104,manhwa,The Perks of Being a Villainess,Unknown,Publishing,"Fantasy,Romance",18,#6383,#1420,7.75,"2,750","Dohee lived as a pushover, died miserably, and was reborn in a novel as a notorious villainess. But it turns out that her new life is not without its perks, as Deborah Seymour is also the richest villain alive. Now, all that's left for her to do is lay low and enjoy her carefree lifestyle... if not for the fact that Deborah is fated to be sent to a monastery! Will this ex-doormat find a way to avoid yet another tragic ending, or will the challenges of being a villainess be too much for her?

(Source: Tapas Media)",Unknown,"Mang, Gokim (Story), Yoteh (Art)","Nov  30, 2022 to ?"
105,manhwa,Mother's Contract Marriage,Unknown,Publishing,Fantasy,14,#9672,#1421,7.75,"1,644","Years ago, a nobleman abandoned his wife, Lydia, and their daughter, Lyrica Vans. Without him, Lydia and Lyrica lost their status and were forced to move to the slums. While Lydia drinks her sorrows away, eight-year-old Lyrica works tirelessly to pay their living expenses, refusing to hate her mother for her neglect and abuse.

One day, a drunk Lydia falls asleep and wakes up a changed woman. Lyrica believes she is dreaming when her mother suddenly embraces her, with a string of apologies and loving words pouring from her lips. After Lydia exclaims that she will marry the dread emperor Alterres Takar, Lyrica is sure her mother has lost her mind.

However, Lydia quickly secures her marriage to Alterres, confessing to Lyrica that it is truthfully a contractual relationship. In no time, Lyrica is thrown into the role of princess, surrounded by glittering riches beyond her wildest dreams. Life as royalty is full of rules and devious schemes, but Lyrica's refreshing honesty and pure heart soon become the most precious things in the palace.

[Written by MAL Rewrite]",Unknown,"Choo, Hae-Yun (Art), Siya (Story)","Dec  23, 2022 to ?"
106,manhwa,Savage Garden,29,Finished,Drama,108,#3426,#1459,7.75,"5,479","In 18th century England, Gabriel, an orphan girl from a fallen noble family befriended a young man named Jeremy, who was rumored to be an illegitimate child of a nobleman. After an incident occurred, Gabriel must impersonate her friend Jeremy, taking his place at an all boys academy for nobles, a place that may seem like heaven to others, but really hides a harshness which she would never have imagined. 

(Source: MU)",7,"Lee, Hyeon-Sook (Story & Art)",2008 to May  2011
107,manhwa,Dokgo,Unknown,Finished,"Action,Drama",97,#3309,#1438,7.75,"5,697","After Kang Hu's death from bullying, the family was torn into pieces. His younger brother suppresses his resentment and heads back to school. The story begins exactly one year after Kang Hu's death when his brother seeks to destroy the delinquent circle...

(Source: MU)",6,"Baek, Seung Hoon (Art), Meen (Story)","Dec  7, 2012 to Feb  7, 2014"
108,manhwa,My Life as a Loser,56,Finished,"Action,Drama",33,#9855,#1482,7.74,"1,602","My life was ruined after you bullied me in high school. So why do you get to be happy and successful? I'll give you a taste of your own medicine! Now you'll see what it felt like to be me... And you better be ready to pay the price if you want to return to your own body.

(Source: Webtoon Entertainment)",Unknown,"Park, Tae-Jun (Story), Jeon, Seonwook (Art)","Nov  8, 2019 to Nov  8, 2020"
109,manhwa,Lout of Count's Family,Unknown,Publishing,Fantasy,247,#1666,#1483,7.74,"10,963","Birth of a Hero is an ordinary novel where the kind protagonist, Choi Han, loses everyone he loves and falls deep into desperation. In order to get revenge, he leaves his home and heads to a nearby city where he beats up a low-life, drunken noble who was getting on his nerves, a barely relevant moment for this soon-to-be hero's journey.

Unfortunately for Kim Roksu, he wakes up as Cale Henituse—the same drunkard noble who is destined to be beaten by Choi Han. However, Roksu has no intentions of letting the story keep its course and intends to live a peaceful life instead.  Using his knowledge of the novel from his previous life and the wealth from his current one, he plans to protect himself with the help of ancient spells in case he encounters the main lead.

Cale's wish to be free of worries for the rest of his days sounds easy on paper, but his actions might take him and the story in a completely different direction.

[Written by MAL Rewrite]",Unknown,"Yu, Ryeo Han (Story), PAN4 (Art)","Aug  31, 2020 to ?"
110,manhwa,Star x Fanboy,19,Finished,Love,56,#8265,#1490,7.74,"2,006","Renowned actor Park Star has portrayed numerous roles on television, but he is best known as Kang Chan in the ""Sweet"" series. With an enormous interest in Twitter, Star creates a character bot—an account that role-plays a person or character.

Meanwhile, Kim Fanboy, a theater actor at Cheomji University, loves to linger on Twitter. After finally finding a character bot that portrays his favorite character, Kang Chan, Fanboy is ecstatic. However, with the account's affectionate yet in-character lines and greetings, Fanboy thinks the account is too surreal. On top of that, the user sends an unreleased photo of Star, causing Fanboy's heart to race even more. But little does he know, the person behind all these acts is actually Star himself!

[Written by MAL Rewrite]",4,"Kim, Cheomji (Story & Art)","Aug  25, 2017 to Jan  4, 2020"
111,manhwa,You're So Cool,34,Finished,"Comedy,Romance",62,#4320,#1467,7.74,"4,251","Everyone dreams about Seung-Ha, the perfect prince, the shining star of the school. Chasing after the perfect prince is definitely not easy. For Nan-Woo, Seung-Ha was just a dream far, far away. However, sometimes dreams exist to come true! But when Nan-Woo’s dream comes true, it comes at an expensive price. Who knew the perfect prince was actually a big jerk?! 

(Source: Yen Press)",6,"Lee, Young Hui (Story & Art)",2002 to  2007
112,manhwa,Running on Empty,12,Finished,Love,52,#3844,#1475,7.74,"4,862","Hopeless about the future, 18-year-old Han Soo-Bum prepares to jump off a building. Suddenly blinded by a flash, he notices an unfamiliar man taking pictures of him. As he is about to complain, police officers storm the rooftop, declaring the stranger, Lee Hyuk-Soo, as the prime suspect in a murder case.

In the midst of the chaos, Soo-Bum is taken hostage and finds himself on the road with the 25-year-old fugitive. A fearless captive and a falsely accused man on the run, the polar opposites begin to ignite hope in each other's pitiful yet complex lives.

[Written by MAL Rewrite]",2,"Kim, Jea-Eun (Story & Art)",2008
113,manhwa,Surviving Romance,101,Finished,"Horror,Suspense",72,#6246,#1519,7.73,"2,820","When Chaerin Eun becomes the protagonist of the romance novel she is reading, she expects a fairytale ending with the novel's love interest, Jeha. But when a bizarre twist makes her realize the story is not playing out as it does in the book, she'll need the help of an unlikely character from her class to defy the new storyline and find her happy ending—if only she can figure out who this ""Unknown Extra"" is first!

(Source: Webtoon Entertainment)",Unknown,"Lee, Yeon (Story & Art)","Jan  14, 2021 to Jun  10, 2023"
114,manhwa,The Broken Ring: This Marriage Will Fail Anyway,Unknown,Publishing,"Drama,Fantasy,Romance",32,#6590,#1520,7.73,"2,638","When six-year-old Inés laid eyes on the handsome heir to House Escalante, she promptly made the boy her fiancé. Since noble men are all the same, she figured she might as well choose a pretty one. But Lord Cárcel isn't ready for this sort of commitment just yet, and he spends the next decade and a half avoiding the marriage at all costs! Luckily, that's no trouble for Inés, as this marriage failing is exactly what she wants. In fact, he has her blessing to sow his wild oats as long as he stays out of her business. Unfortunately, being a playboy isn't as fun when your fiancée gives you permission. And doesn't this mean she's cheating on him too? Now, Cárcel is determined to change Inés' mind about him and prove he can be the husband she's always wanted.

(Source: Tappytoon)",Unknown,"Kim, Chacha (Story), Cheong-gwa (Art)","Nov  2, 2022 to ?"
115,manhwa,Unlucky Mansion,73,Finished,"Comedy,Romance,Life",45,#5010,#1556,7.72,"3,613","Until recently, Kang Eun Ju worked as a designer and had a roof over her head. But after being fired from her job and kicked out of her shared room on the same day, Eun Ju desperately searches online for new employment opportunities. She soon finds a job posting that would solve both of her problems. Seeing this as a lucky chance, she swiftly submits her application and is delighted to be called in for an interview.

Once Eun Ju meets her potential employer, any prior excitement quickly fades. Kwak Woo Jin speaks to her in a condescending manner and pokes fun at her resume. Eun Ju is put off by his arrogant attitude, but in dire need of money and a residence, accepts the offered position. Bedeviled by an employer with unconventional demands and more tenants than she accounted for, Eun Ju begins her hapless days as the live-in caretaker at Woo Jin's unlucky mansion.

[Written by MAL Rewrite]",Unknown,Yakguk (Story & Art),"May  19, 2016 to Jan  4, 2018"
116,manhwa,Yureka,266,Finished,"Action,Adventure,Fantasy",230,#2091,#1565,7.72,"8,798","In real life, Roto, Boromid and Ah-Dol are average kids with average problems, but in the virtual world of Lost Saga, they're heroes. They might even become legends...if they can stop bickering long enough to level up. Whether it's werewolves running rampant or a gorgeous pair of troublesome thieves, our boys must be ready for anything, because in Lost Saga nothing is what it seems and murder can happen with a click of a mouse.

(Source: Tokyopop)",41,"Son, Hee-Joon (Story), Kim, Youn-Kyung (Art)",2000 to  2013
117,manhwa,Unintentional Love Story,58,Finished,Love,25,#12955,#1584,7.72,"1,092","When Wonyoung Ji's superior is fired in a corruption scandal, the young man finds himself caught up in the mess and is unjustly suspended from the company. Seeking a breath of fresh air, he decides to stay in a remote town until he can clear his name.

As Wonyoung wanders around, he meets the chairman's favorite artist, Taejun Yoon, who disappeared from the public eye two years prior. Determined to win the chairman's favor, Wonyoung befriends Taejun, lying and hiding his true intentions in the process. Living under an alias, Taejun wants to put his past behind him, but Wonyoung must dig up the artist's hidden history to regain his post. As Wonyoung infiltrates Taejun's wary heart, he begins to lose sight of his initial objective and worry for the future, as a relationship built on lies is bound to crumble.

[Written by MAL Rewrite]",6,Pibi (Story & Art),"May  10, 2018 to Sep  10, 2020"
118,manhwa,Marriage of Convenience,Unknown,Publishing,"Fantasy,Romance",40,#5511,#1585,7.72,"3,243","Before she even knew what marriage was, Bianca de Blanchefort had to leave the lavishness of her home forever and become the wife of Count Zachary de Arno. Her love for the extravagance of her beginnings never waned, and while her husband ignored her, she gained a reputation as a greedy, evil wife. After Zachary tragically died on the battlefield, Bianca—without an heir to secure her place in the palace—lost everything and became a beggar.

In a twist of fate, Bianca is granted another chance at life. She awakens as an 18-year-old again and swears to shed her arrogance and immaturity this time around. However, Bianca still fears meeting the same unbecoming future and puts up a brave front, even when asking Zachary for an heir. With a husband who refuses to touch her, Bianca is hopeless. As she turns to other means to save herself, she begins to see Zachary in a new light, wondering if his indifference may have been a veil for something deeper.

[Written by MAL Rewrite]",Unknown,"Ant Studio (Art), Ken (Story)","Apr  11, 2022 to ?"
119,manhwa,Distant Sky,114,Finished,"Action,Drama,Horror,Mystery",166,#2581,#1623,7.71,"7,265","Gangnam in complete darkness... ""Am I the only one alive? What's going on?..."" A boy wakes up to find himself in a building full of dead people. No cars, no electricity and no stars in the sky... Not only Gangnam, but the entire city seems deserted.

(Source: LINE Webtoon)",10,"Yoon, In-Wan (Story), Kim, Sun-hee (Art)","Jan  31, 2014 to Jun  24, 2018"
120,manhwa,Unbalance x2,82,Finished,"Drama,Romance,Ecchi",804,#557,#1657,7.70,"29,245","A young man finds and returns a lost wallet and cell phone to a beautiful young lady, thus begins the destined relationship between two strangers. Sound typical? Well then, how about making the young lady the young man's future homeroom teacher, and give them both a twisted sense of right and wrong. And just for kicks, let's have the young man help himself to a self proclaimed reward from the lost wallet before returning it… but of course, this scenario wouldn't be complete unless the young lady was very unforgiving when it came to teaching one of her students a lesson on morals.

(Source: Infinity Studios)",10,"Im, Dal Young (Story), Lee, Soo Hyun (Art)","May  30, 2005 to Nov  28, 2011"
121,manhwa,My Heart Is Beating,30,Finished,"Comedy,Drama,Romance,Life,Sports",98,#2555,#1648,7.70,"7,333","17 year old exemplary student Bae Sugu lives alone with his father, the vice principal of his school. Weighed down by his father's expectations, Sugu has to hide his one true passion: swimsuits. He does not know where it comes from, but his passion is pure and genuine - and often misunderstood. But one day, when Sugu is secretly taking pictures of swimsuits by the pool, he is caught by his homeroom teacher who forces him into something ridiculous. Can Sugu find something to get out of the standstill his life has come to? Can his heart beat again?

(Source: Noctis Op.92)",3,"Ha, Il-Kwon (Story & Art)","Jun  5, 2009 to Nov  25, 2009"
122,manhwa,Return of the Mad Demon,Unknown,Publishing,Action,103,#2768,#1696,7.69,"6,772","The Mad Demon, Jaha Lee, dreams of becoming the God of Martial Arts. Unfortunately, his dreams are dashed after he falls off a cliff while running from the Demonic Cult for stealing the Jade of Heaven. Yet this is not the end for Jaha—he awakens from the fall to find himself back in his 20s. With his knowledge of the future and of martial arts, he now has a chance at revenge and at getting life right this time. Will he be able to fulfill his dream this time around, or is he doomed to face the same fate yet again?

(Source: Webtoon Entertainment)",Unknown,"Yu, Jinsung (Story), Ihy (Art)","Jul  22, 2021 to ?"
123,manhwa,No Home,Unknown,Publishing,Life,113,#10884,#1697,7.69,"1,395","Haejoon Goh, who ran from home, and Eunyung Baek, the problem child who lives in a tent. These two, who met under terrible circumstances, are forced to live together in an abandoned dormitory. This is a story of difficult growth between two people who hate both the dorm and each other.

(Source: Naver Corporation, translated)",Unknown,Wanan (Story & Art),"Dec  31, 2018 to ?"
124,manhwa,Death's Game,66,Finished,"Drama,Supernatural",36,#8561,#1698,7.69,"1,916","He's perennially unemployed, his ex-girlfriend has moved on, and he's just lost all his life savings to a bitcoin scam. Burdened by societal pressures, Yijae Choi decides to take his own life. Insulted by his flippant attitude towards dying, Death comes to punish him with her game: he must experience death over and over again through 13 other lives. But if he can find a way to survive the imminent death coming for these lives, he gets to live out their lifetime. His life was a bust, but what about the lives of others?

(Source: Webtoon Entertainment)",Unknown,"Lee, Won-Sik (Story), Ggulchan (Art)","Apr  18, 2019 to Jun  25, 2020"
125,manhwa,"The Children's Teacher, Mr. Kwon",83,Finished,"Drama,Life",32,#5445,#1718,7.69,"3,293",A gangster goes to a rural school to teach a class of five unique children.,6,"Ho, Woo (Story & Art)","Apr  22, 2012 to Nov  23, 2013"
126,manhwa,Hot Blooded Woman,183,Finished,"Action,Comedy,Drama",139,#2687,#1676,7.69,"6,981","What is a sweet, soft-spoken girl (Ha Li Kang) to do when her brothers, having just learned fencing and martial arts, decide to test some moves out on her in order to ""tame her"" and make her into their ""little slave?"" She runs to her knightly friend (Te Hu Kang, not related to Ha Li) for protection, of course. However, what happens when, instead of comforting her, he tells her that she is a coward for running away like a puppy who needs constant protection? No, she does not break down and cry like a weak girl. Instead, she resolves to grow stronger. With rigorous training everyday, Ha Li goes from being a scared girl who cries for help to becoming the Jjang (boss of a gang) of the Doberman gang. However, events lead to Ha Li getting in an accident with a truck. Afterwards, she is reborn into the body of a beautiful, but weak, rich girl Aram Han.

(Soruce: Bamboozled)",24,"Hwang, Mi Ri (Story & Art)","Jan  31, 2002 to Sep  30, 2002"
127,manhwa,Absolute Witch,83,Finished,"Adventure,Fantasy,Romance",42,#5170,#1684,7.69,"3,496","Skyla is a young witch in a world where witches no longer exist. On her way to meet her husband she is picked up by an easily bored old woman and her servant, and a mysterious alchemist. What adventures will Skyla face on her way to Wells?",12,"Kim, Tae-Yeon (Story & Art)",2006 to  2010
