,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
2901,manhwa,The Change of Seasons,Unknown,Publishing,"Drama,Erotica",1,#23388,N/A,N/A,397,,Unknown,"Min, Hyeyoon (Story), Gyungta (Art)","Nov  9, 2022 to ?"
2902,manhwa,Wet Sand,Unknown,Publishing,"Love,Drama,Erotica",2,#21448,N/A,N/A,470,"Click. A thoughtless finger slip leads Jo to snap a picture of Ian smoking on his balcony—and thus, their fates begin to intertwine. Jo can't stop fantasizing about the tall, handsome stranger on the balcony, and he grabs any chance to get to know him better.

(Source: Tappytoon)",Unknown,DOYAK (Story & Art),"Aug  1, 2022 to ?"
2903,manhwa,Sin Flower,54,Finished,"Love,Supernatural,Erotica",1,#40514,N/A,N/A,105,"Haesoo takes care of Dojin after he loses his parents to an evil spirit. As Dojin grows up, he struggles to hide his feelings for Haesoo, but tries to do so regardless by assisting him in his priestly duties. But evil soon creeps into Dojin's heart when he stumbles upon Haesoo's dark secret, whispering to let his desires loose...

(Source: Lezhin Entertainment)",Unknown,Taffy (Story & Art),"Oct  24, 2021 to Dec  25, 2022"
2904,manhwa,Pure Love,55,Finished,"Comedy,Erotica",0,#63561,N/A,N/A,14,"Noah prides herself in having many ""more-than-friendship-but-less-than-love"" type of relationships, but Ji-Hoon Park is especially distant. After a couple bottles of soju, Noah decides it's time to confront him about it. Before she even realizes what she's doing, though, she has Ji-Hoon pinned underneath her as she orders him to ""be a good boy."" The morning after, a disgruntled Ji-Hoon gives Noah an ultimatum she's not sure she wants. Friend or lover, will she be able to get Ji-Hoon back in her life?

(Source: Tappytoon)",Unknown,"Lee, Jungsuk (Story), Mamanggu (Art)","Mar  1, 2020 to Aug  17, 2020"
2905,manhwa,Seeing Double Side Story,12,Finished,"Love,Erotica",0,#55574,N/A,N/A,42,"It's been seven years since Ohn and Seo-woo's romance began. They've been living together for a while now, sharing their daily lives with one another. How has their love blossomed during this time? Come revisit the early days of their intimacy, including their sweet, tender, and hot first experiences together...

(Source: Lezhin Entertainment)",Unknown,Lily (Story & Art),"Sep  29, 2022 to Dec  15, 2022"
2906,manhwa,Bored Man,44,Finished,"Love,Erotica",0,#63119,N/A,N/A,17,,Unknown,Kkaman Kong (Story & Art),"Dec  30, 2018 to Sep  22, 2019"
2907,manhwa,Dahae Dream,34,Finished,Erotica,0,#48042,N/A,N/A,65,"My freaky imagination about a man turns into his dream?! So, now... should I begin playing with lots of men?

""Be careful. You'll be dreaming of me tonight.""

(Source: Lezhin Entertainment, translated)",Unknown,Danchu (Story & Art),"Jun  14, 2021 to Jan  11, 2023"
2908,manhwa,Neighbor's Rice Cake,Unknown,Publishing,"Love,Erotica",0,#63354,N/A,N/A,16,,Unknown,Baekkyung (Story & Art),"Mar  26, 2022 to ?"
2909,manhwa,Haunted by Desire,102,Finished,"Love,Drama,Supernatural,Erotica",1,#59591,N/A,N/A,30,"Seong-jae Jo has a secret: he's been spending passionate nights with a ghost that looks like Dohui Hong, the man he's in love with. Plagued every night by his yearning and the unrelenting ghost, Seong-jae's health steadily worsens. Concerned for his ailing friend, Dohui offers to help Seong-jae escape his nightmares. It's a feat no ordinary man could accomplish, but Dohui is no ordinary man. See, Dohui has a secret, too. It just might be the key to saving Seong-jae...or to destroying them both.

(Source: Lezhin Entertainment)",Unknown,Penguin (Story & Art),"Sep  19, 2018 to Nov  20, 2022"
2910,manhwa,Banana Scandal,Unknown,Publishing,"Love,Erotica",2,#46508,N/A,N/A,71,"Studying abroad in the US, Dojin has experienced his fair share of unexpected surprises. New schools, new people, new roommates. However, of all the surprises, Dojin never expected to catch his roommate's handsome younger brother, Taehee, jerking off to him in his sleep?! That's when the scandal began...

(Source: Tapas Media)",Unknown,Dolsha (Story & Art),"Mar  27, 2019 to ?"
2911,manhwa,Confessions of the Night,4,Finished,"Love,Erotica",0,#51933,N/A,N/A,52,"Enoch is a priest that has lost the love of his life. One day, he comes across a familiar face in the church where he preaches. The man, also called Ray like his beloved, pursues him posing as his late lover and Enoch decides to go along with his ruse. Will Enoch be able to resist temptation? Or will he end up making a pact with the devil?

(Source: Lezhin Entertainment)",Unknown,Jiha (Story & Art),"Mar  21, 2021"
2912,manhwa,Sleeping with the Ghost,63,On Hiatus,"Supernatural,Erotica",0,#51444,N/A,N/A,53,"Hearing that his sleeping disorder can be cured by sleeping naked, Hojin decides to try it out. Little did he know that a ghost was living in his house. Little did he know that the ghost was a girl. Little did he know that the ghost was into his naked body.

(Source: Lezhin Entertainment)",Unknown,"Keo, Balhan (Story & Art)","Apr  27, 2016 to May  7, 2018"
2913,manhwa,Barrel,5,Finished,"Love,Erotica",0,#46510,N/A,N/A,71,,Unknown,"Yeongol (Story), Yatsae (Art)","Jul  21, 2022"
2914,manhwa,Weakness,4,Finished,"Love,Erotica",0,#40627,N/A,N/A,104,,Unknown,BBTan (Story & Art),"Jul  23, 2022"
2915,manhwa,One Summer Day,Unknown,Publishing,"Love,Supernatural,Erotica",1,#58645,N/A,N/A,33,"It's not every day you become a ghost. Seowoo Han thought he had it bad when the sunbae he liked rejected him. But on his way back home with a broken heart, he ends up slipping from the top of a building and plummeting...to his premature death. Then a surprisingly young grim reaper shows up to collect his soul. But luckily enough, the reaper messes things up...and Seowoo is given the chance to stay in the corporeal world for a bit longer. There's just one catch: the reaper is to move in with Seowoo and make sure he stays out of trouble and the lives of the living. Maybe that one summer day, death wasn't the only thing in store for Seowoo...

(Source: Lezhin Entertainment)",Unknown,Ker (Story & Art),"Feb  17, 2023 to ?"
2916,manhwa,Business Performance,50,Finished,"Love,Erotica",0,#62561,N/A,N/A,20,"The boy-band-turned-writer, Lin, receives an offer to have his book turned into a film from Seoho Yeon, a former fellow band member. Lin declines at first, but decides to leave it to a bet. If Seoho can satisfy him on 5 dates, then he'd give the permission. And so, a business arrangement begins between the two with the bet depending on Seoho's performance.

(Source: Tappytoon)",Unknown,"Geumcheon-gu Tajagi (Story), Sagye (Art)","Jun  6, 2020 to Jul  17, 2021"
2917,manhwa,"Short Stories, Big Secrets",31,Finished,Erotica,0,#59879,N/A,N/A,29,"Joonki is a short college student that dates Eunjoo, a girl that is much taller than him. He is insecure about how she feels about him, but after a date he musters up the courage to invite her to spend the night with him. And that is when Eunjoo finds out Joonki’s big secret. After a hot first time, their relationship improves and they spend many steamy nights together. Find out what naughty secrets Joonki and some of the people around him are hiding in this romantic comedy.

(Source: MU)",Unknown,"Gaehoju (Story), KuniKunE (Art)","Dec  16, 2021 to Jun  16, 2022"
2918,manhwa,Mr. 100% Perfect,Unknown,Publishing,"Love,Erotica",0,#49337,N/A,N/A,60,"Suk-yun is Mr. Perfect from head to toe with crisp creases in his suit, a handsome and fit figure... and an expensive wristwatch dominating his timetable. Woo-in fell for him HARD, because he's just so... perfect. But over time, the beep of the wristwatch had more power over Suk-yun than his feelings for Woo-in, so he left. To get over the breakup, Woo-in starts working for a cleaning company and just who is his first customer? The crazy messy junk-filled home of Suk-yun, Mr. (Not 100%) Perfect.

(Source: Tapas Media)",Unknown,Hobaen (Story & Art),"Dec  4, 2019 to ?"
2919,manhwa,Aporia,116,Finished,"Love,Erotica",0,#60682,N/A,N/A,27,"The safe word is ""cafe latte."" After meeting at a VVIP club lounge, Gyum and Ja-wook agree to enter a Dom/sub relationship. What Ja-wook fails to mention, however, is that he's not actually a masochist, and that he's just doing this because he fell for Gyum at first sight. Unfortunately for Ja-wook, Gyum is a known sadist among the club circles with a smile that's hazardous to the heart—and now, the clueless first-timer finds himself coming up with safe signals and waking up with bruises after intoxicating nights with his dom.

(Source: Lezhin Entertainment)",Unknown,Seontae (Story & Art),"May  31, 2019 to Sep  9, 2022"
2920,manhwa,Young Girl,76,Finished,Erotica,3,#29927,N/A,N/A,227,"The same girlfriend in 2 different ages?! The young version of her came across time to meet me in the present. A story of a guy stuck between his past and present!

(Source: Toptoon)",Unknown,"JS (Story), Donggulgom (Story & Art)","Jul  18, 2014 to Jan  8, 2016"
2921,manhwa,Refrain Love,48,Finished,Erotica,1,#35159,N/A,N/A,152,"For Ki-Yoong Park, someone who's reached the peak of his sex drive, having an orgasm was the best joy of his life. After serving his compulsory military service, for two years, he is now about to be discharged from his duty and into the civilian world. As the saying goes, patience will persevere: Ki-Yoong Park desperately aims to enjoy the free night with the girl he loves, whom awaits outside, but, what's this dream? Whenever he has an orgasm, time rewinds. Will he ever be able to shift himself away from the time rift?

(Source: Lezhin Entertainment, translated)",Unknown,"Lee, Changsoo (Story), Lee, Hyunseok (Art)","Jan  5, 2016 to Mar  25, 2017"
2922,manhwa,Devil Drop,103,Finished,"Fantasy,Love,Erotica",5,#32322,N/A,N/A,187,"One day, Joan, a young and sexually frustrated jobseeker, wakes up from a highly erotic dream only to discover that the star of that dream, a she-devil, is lying on her living room floor. So what does she do? Ask her to be her roommate, of course! With Lakam, a civil servant from Hell, she gets to enjoy all the perks of having a beautiful and perfect roommate. Large breasts, a wonderful physique, she even helps with the chores! But Lakam seems a bit too perfect. Is this arrangement truly a match made in heaven...or the beginning of hell on Earth?

(Source: Lezhin Comics)",Unknown,Grey (Story & Art),"Sep  28, 2017 to Feb  4, 2021"
2923,manhwa,Doomed,72,Finished,"Horror,Erotica",1,#46105,N/A,N/A,73,"Some women are just treasures. This girl is such a treasure, every guy who ever meets her wants to lock her away for their own personal use. Can she ever escape this dreadful fate? Or will she remain a slave for the rest of her life?

(Source: Toptoon)",6,"Taebal (Story), Dollkong (Art)","Apr  1, 2015 to Jul  10, 2016"
