,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
1301,manhwa,Leveling Up Alone,Unknown,Publishing,"Action,Fantasy",1,#11545,#15990,6.37,"1,288","Living in a world infested with monsters is hard enough, but doing it without powers? That's Hanyeol's life in a nutshell. Fearsome beasts roam the earth and kill everyone in their path. Elite members of society called the Awakened mobilize to protect humanity with their supernatural abilities. Amidst it all, Hanyeol is just a poor porter, tasked as sideline support. But when a benevolent being gifts him with special abilities, he's ready to harvest all the loot and take it to the next level!

(Source: Tapas Media)",Unknown,"Sinfeel (Story), Banggae (Art)","Nov  8, 2020 to ?"
1302,manhwa,Empress? Empress!,130,Finished,Fantasy,0,#14814,#15991,6.36,894,"Ever since being transported into the world of a book she read, Leana has had one goal: stay on the emperor's good side and avoid being sent to prison! Sure, she agreed to marry him and become his empress consort for a pampered life of luxury, but she's determined not to make the same mistakes as her antagonistic story character. But for some reason, things in the story keep changing—new characters, unexpected events... Can Leana get this story back on track, or is she in for a plot-twist?

(Source: Tappytoon)",Unknown,"Kkiming (Story), N'oah (Art)","Jan  30, 2020 to Sep  7, 2022"
1303,manhwa,A Cat That Loved a Fish,1,Finished,Romance,14,#4110,#16018,6.36,"4,487",The heartwarming story of two young people who love each other but can not be together. ,Unknown,"Yoon, Mi-Kyung (Story & Art)",2005
1304,manhwa,Floating in My Mind,39,Finished,"Romance,Supernatural",0,#27535,#16070,6.35,276,"One summer day, Sandeul returns to Garam's small high school. Garam doesn't really remember him, although they used to be friends when they were little. Sandeul is outgoing, handsome, and popular whereas Garam is a shy social outcast, ignored by all her classmates. However, that mundane summer changes when Garam finds out about Sandeul's secret. And Garam will not be able to forget it, because Sandeul will keep floating in her mind...

(Source: Tappytoon)",Unknown,"Hae, Youngchae (Story & Art)","Jul  27, 2021 to Mar  30, 2022"
1305,manhwa,The Carefree Life of an SSS-Class Knight,Unknown,Publishing,"Action,Fantasy",0,#17068,#16071,6.35,708,"The world now swarms with supernatural beings called Celestials and the Awakened, people with newfound special powers. But none of this means anything to Sungwon Yoo, an ordinary man trying to live an ordinary life. Unfortunately for him, his peaceful days end when he gets a mysterious text and becomes a rare SSS-class knight with perks to die for. In order to avoid getting killed or targeted by those who want his powers for their own, Sungwon has no choice but to get stronger by leveling up.

(Source: Tapas Media)",Unknown,"Akaru (Story), Mabeop Sangja (Art)","May  9, 2022 to ?"
1306,manhwa,Eternity,34,Finished,"Action,Comedy,Drama",1,#24266,#16113,6.34,368,"In the year 184, three leaders (Yoobe, Kwanoo, and Jangbe) rose up against the oppressive Chinese government and were all killed. Now, a 17-year-old shaman by the name of Aram Ko is in search of the reincarnations of the three men. Back in the year 184, Kwanoo had saved a man's life and, in return, that man ensured that every one of Kwanoo's female descendents became a Shaman so that they could serve Kwanoo when he is reincarnated.

(Souce: Tokyopop)",5,"Park, Jin-Ryong (Story), Shin, Yong-Gwan (Art)",1999 to ?
1307,manhwa,Death Song,43,Finished,"Comedy,Drama,Romance",7,#10833,#16121,6.34,"1,403","The main character is a woman named Soran. Her only parent, father, passed away when she was only ten years old. Her uncle became her legal guardian. And then her uncle left her in a nunnery. Then her uncle passed away years later. At that time, she was given two choices of life time. One was to become a sister for rest of her life. The other was that she can get married to a man. She would have no choice in which man. She just had to be married...",3,"Kim, Jeong Eun (Story & Art)",2004 to  2005
1308,manhwa,Please Don't Eat Me!,Unknown,Publishing,"Fantasy,Romance",1,#16439,#16130,6.34,753,"Ertha Arlez is an impoverished purifier looking to provide for her family. Duke Zahid El Callenor is a wealthy and powerful magician looking to cleanse his evil energy. The two seem like a perfect match... except that Zahid is fated to eat Ertha alive! Ertha must keep the duke at arm's length for her own protection, but the intimate purification process combined with Zahid's nonstop flirting make that nearly impossible. Can she stave him off and stay alive, or will she be consumed by passion?

(Source: Tapas Media)",Unknown,"Saha (Story), Cheolgapsangeo (Art)","Jan  20, 2021 to ?"
1309,manhwa,8th Circle Mage Reborn,Unknown,Publishing,"Action,Fantasy",1,#10557,#16132,6.34,"1,452","Henry Morris was an 8-circled wizard who was a legend—one of the founding fathers who helped his friend become the king of a unified empire. After the son took over the throne, Henry was executed with the false accusation of leading a rebellion against the empire. He then wakes up in the body of young Henry Morris, the eldest of a baron family, who also happened to have the same name. Henry turns his life around by relearning magic and also swordsmanship in order to become the first magic swordsman, all for the sake of revenge.

(Source: Kakao Entertainment Corp., translated)",Unknown,"Studio Inus (Art), Zary (Story), chleo (Art)","May  26, 2020 to ?"
1310,manhwa,The Record of War in Crodia,16,Finished,"Action,Adventure,Fantasy",2,#22460,#16151,6.34,428,"There's a great war between Rohaman and Tiroko. The queen of Rohaman unseals an ancient weapon with which they have a chance of winning the war. However, the weapon is incomplete and so they can only use a part of its powers.

One day, while being attacked, a young knight saves the queen from a powerful enemy. Seeing his skill and powers to be far greater than the average knight, she sends the soldier off with two companions in search for the missing pieces of power needed to make the ancient weapon whole.

(Source: M-U)",2,"Kim, Jun Hyeong (Story), Kwon, Yong-Wan (Art)",2007 to ?
