,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
2001,manhwa,Tiger Brother,Unknown,Publishing,"Action,Fantasy",2,#58424,#23239,N/A,34,"White Eyebrows wants to dominate the world and for that he will need the power of a magical child. But the child's guardian is no other than San-goon, the powerful tiger who swore to protect it by the will of his old master. From now on White Eyebrows will send a combined force after them but it'll be up to San-goon to defend not only the child but the world from White Eyebrows's ambition!

(Source: Naver Corporation, translated)",Unknown,"Lee, Sang-kyu (Story & Art)","Mar  20, 2015 to ?"
2002,manhwa,Divine Circumstances,90,Finished,"Romance,Supernatural",0,#44029,#23240,N/A,84,"People have red threads that tie them to their destined significant other. Are Ryeong and Taeseong going to be tangled up by their red threads? Are they just enemies that couldn't stop bickering? Or are they going to be lovers bound by the red threads?

(Source: Webtoon Entertainment)",Unknown,"Kim, Lum (Art), Min (Story), Jeong, Aro (Art)","Sep  14, 2021 to Jan  3, 2023"
2003,manhwa,I Confessed to the Boss!,Unknown,Publishing,Romance,0,#32307,#23256,N/A,188,"Everyone loves Mr. Perfect, team leader Dohoon Ji—except for one person, that is. For the past two years, Dajung has only had eyes for her coworker, Hyunwoo. On the night of the company dinner, Dajung runs after him as he leaves and asks him to be her boyfriend. However, once the tall figure she confesses to steps out of the shadows, Dajung realizes she was talking to none other than Mr. Perfect himself! But what's more shocking is... he agrees to date her! What in the world is he thinking?!

(Source: Tapas Media)",Unknown,"Kang, Dalkong (Story), Mido (Art)","Dec  31, 2021 to ?"
2004,manhwa,How Did I Become the Princess?,Unknown,Publishing,"Fantasy,Romance",1,#23908,#23259,N/A,380,"Once upon a time, ​​I was a weary, nameless warrior with neither family nor money. Some might say this was just my lot in life, but not me. When I am given the chance to return to the past, I take it, hoping to return to simpler times. However, after turning back time, I am shocked to learn that I am actually Princess Nanael, the long lost daughter of the emperor of Ovyulia. With my new name and new home, I'm dead-set on not losing my family ever again.

(Source: Tapas Media)",Unknown,"Niwe (Story), HAMPIG (Art)","Aug  8, 2021 to ?"
2005,manhwa,Preventing the Making of a Tyrant,Unknown,Publishing,"Fantasy,Romance",0,#26231,#23260,N/A,310,"In contrast to her past life in Korea, the storybook world Rayne Haatz inhabits is full of wonders—think dreamy powers, nobles inspired by card suits, and anthromorphs. There's just one issue... her destiny in this world is to die! Luckily, it seems that someone wants her alive. In her fourth life, Rayne vows to stop her scheming family from giving Emperor Jaynen the dark nightmares that drive him mad and lead to her death. But after three deaths, has Rayne learned enough to change her fate? Or will her feelings for Jaynen complicate her plans?

(Source: Tapas Media)",Unknown,"Han, Yeoon (Story), Yul (Art)","Dec  12, 2021 to ?"
2006,manhwa,Catching Two Birds With One Sweet Princess,104,Finished,"Fantasy,Romance",0,#31985,#23261,N/A,193,"After awakening in a webnovel as Princess Clara, this former office worker isn't getting the royal treatment. As the shy sister of the tyrannical King Bastian, she's immediately faced with disdain and so much drama! Plus her character's destined to be seduced by his latest hostage, Crown Prince Daniel, accused of betrayal, and executed. But Clara's got a backbone and a plan to win over her brother. She's ready to take control, slap some sense into meddling nobles and servants, and resist the charms of her handsome (really handsome) charge!

(Source: Tapas Media)",Unknown,"Yuz (Story), CAT-HANDS (Art)","Apr  8, 2021 to Nov  12, 2022"
2007,manhwa,When the Black Moon Rises,Unknown,Publishing,"Drama,Fantasy",1,#28145,#23270,N/A,263,"Sehwa Ju lived a blessed life as a daughter of the mystic realm's most powerful clan, until she was framed for treason and executed by those she trusted most. But when the power of a divine wish grants her a second chance, she knows that she must use it to save her family and take down the corrupt clan leaders. With the handsome head of the rival Baek clan as her unlikely ally, Sehwa is set on revenge, but with those closest to her still plotting against her, is history doomed to repeat itself?

(Source: Tapas Media)",Unknown,"Yoomimi (Story), Boryung (Art)","Feb  26, 2022 to ?"
2008,manhwa,A Red Laurel to My Emperor,Unknown,Publishing,"Fantasy,Romance",1,#27192,#23279,N/A,285,"The unparalleled daughter of a god of war, Loel Neares, the first princess of Tortia. She lost both her parents and got married as if she was being sold to the enemy country Kairos. But it was all her ""choice."" During the first night with Emperor Kairos... ""I will offer you my homeland, the Tortias of the North,"" she told Ethan Kairos, the golden-eyed emperor in front of her, while offering a risky ""trade.""

(Source: Kakao Entertainment Corp., translated)",Unknown,"Yeona (Story), Jei (Art)","Sep  14, 2022 to ?"
2009,manhwa,The Little Lady Tames the Leads,85,Finished,Fantasy,0,#26532,#23280,N/A,301,"Emille Serron lives a peaceful life as the daughter of a marquess—that is, until she realizes she's a background character in a novel! In anticipation of the tumultuous events to come, Emille devises a plan to score brownie points with each of the protagonists. That way, no matter how things turn out, she'll be able to continue living her life in comfort. However, her plan backfires as the leads begin to fight for her friendship. Will Emille be able to live the quiet life she dreams of living?

(Source: Tapas Media)",Unknown,"Shin, Chaeon (Story), Manbe (Art)","Nov  22, 2021 to Mar  5, 2023"
2010,manhwa,The Handmade Tales of the Handmaid,85,Finished,Fantasy,0,#26666,#23281,N/A,298,"An 89-year-old grandma passes away and wakes up in a totally different world as Grana, a teenage maid at Viscount Winston's estate. Grana's kind soul and her natural talents for needlework and other crafts quickly win the hearts of the Winstons and the other maids. But in this world, her skills seem somehow related to magic! As Grana makes fast friends with the young heir to the viscountcy and explores her unexpected abilities, what could possibly await her?

(Source: Tapas Media)",Unknown,"Seoglyu Soup (Story), Nyan (Art)","Sep  26, 2021 to Dec  25, 2022"
