,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
401,manhwa,"66,666 Years: Advent of the Dark Mage",Unknown,Publishing,Fantasy,34,#2740,#6173,7.17,"6,846","Diablo Volpir, a powerful dark mage, was defeated and sealed away in a battle against the 12 gods. He finally wakes up from his sleep 66,666 years later, however, in the body of a newborn baby, Jamie Welton! 9 years later, with a fraction of power he once held and with the loving family and peaceful environment he is now surrounded by, Jamie plans to exact revenge against the 12 gods that had sealed him away.

(Source: Webtoon Entertainment)",Unknown,"Pasa (Art), Hwabong (Story), Taru (Story)","Jun  29, 2021 to ?"
402,manhwa,Flower and the Beast,120,Finished,"Fantasy,Romance",5,#14141,#6174,7.17,961,"Hwayeon Ryu, without knowing the cause, falls into a coma at the age of six. Then after 12 long years of her father, Chung Ryu's persistent attempts, she finally opens her eyes. As she wakens from her prolonged sleep, she realizes she not only has her memories but has the memories of someone else's life, Yeonu Lee. Though startled at first, as time passes, she manages to adjust to her new life. Then one day, in hope to have lunch with her father, she pays a visit to the palace. But she ends up taking the wrong turn and finds herself in front of the notorious beast, crown prince Muyeong...

(Source: NHN comico Corp.)",Unknown,"Solddam (Story), Jooreong (Art)","Sep  4, 2019 to Dec  22, 2021"
403,manhwa,Tales of Greed,39,Finished,Suspense,3,#18142,#6176,7.17,639,"Every person has something they desire, whether it's beauty, wealth, or power. Depending on what you're willing to risk, you could have anything your heart desires. You could be beautiful with the swipe of an app or become anyone with the press of a button—but it all comes with a price. How far would you be willing to go to get what you wish for?

(Source: Webtoon Entertainment)",Unknown,"Kim, Juin (Story), Park Tae-jun Manhwa Hoesa (Art)","Dec  24, 2020 to Aug  27, 2021"
404,manhwa,Return of the SSS-Class Ranker,Unknown,Publishing,"Action,Fantasy",8,#4966,#6178,7.17,"3,659","Lokan was the ""King of Violence"" who reigned as the strongest in the virtual reality game, ""The Lord."" Unfortunately, the assassination order issued by an enemy guild caused him to lose everything. To his surprise, the next time he woke up, he had returned back to three years ago!

""Fucking brats, just you wait. I'll devour you all!""

A new story begins as Rokan, who traveled back in time, climbs his way back to the top!

(Source: Kakao Entertainment Corp., translated)",Unknown,"Gald (Story), Rooty House (Art)","Aug  14, 2022 to ?"
405,manhwa,Baek XX,Unknown,Publishing,Action,2,#20772,#6179,7.17,499,"Yisu Baek, a federal informant, and Dogyeong Baek, the boss of a criminal gang, are twin brothers. With the same faces, the twin brothers have lived different lives until now. Yisu, who's been betrayed by the gang, throws away his identity to become his brother. This federal agent is soon to become the gang's boss...!

(Source: Naver Corporation, translated)",Unknown,"Haetae (Story), Punch Kick (Art)","Jan  17, 2023 to ?"
406,manhwa,Hush,Unknown,Finished,"Comedy,Romance",4,#16754,#6200,7.17,730,"Although Gyu Hwa Lee might look like a guy, she has feelings like any other girl. In fact, she's currently in love with Korean pop idol Kang Un Ryu. As luck would have it, Kang Un ends up transferring to Gyu Hwa's high school. The only problem is he has to keep his identity a secret so he's cross-dressing as a girl!

Description from Condensation",7,"Yoon, Ji Woon (Story & Art)",2001 to ?
407,manhwa,Click,33,Finished,"Comedy,Drama,Romance",12,#8771,#6236,7.16,"1,856","Joonha is a normal, healthy boy of sixteen who has cruised through life without too many problems. Imagine his surprise when a recent trip to the bathroom suddenly reveals that he's not normal at all! With a shriek of ""Oh, my God!!!"", he finds himself missing, well, something he never thought he could live without. The impact is too much for poor Joonha and he soon passes out. While in his half-conscious state, he overhears the incredible truth: his family is abnormal in the weirdest possible way. After puberty, their chromosomes undergo some kind of mutation, which converts their bodies into the opposite sex! Which means his father is really a woman who has been living as a man since the gene change took place. Now Joonha has to leave behind 16 years of life as a man and live as a woman. What will his childhood friend Jinhoo and the girl he has always liked, Heewon, say when they find out?!

(Source: Netcomics)",8,"Lee, Youngran (Story & Art)","Dec  13, 2006 to Apr  7, 2008"
408,manhwa,Safe Again Today,14,Finished,"Comedy,Fantasy,Sci-Fi",2,#16269,#6255,7.16,769,"Choi Sera houses displaced aliens in her home, where they all pretend to be UFO fanatics in order to explain their eccentricities. Sera's job is to teach these aliens how to live in human society—not that difficult on the surface, as they ostensibly look like humans (except for the three fingers on each hand thing). They look normal, and they can communicate with earthlings via a translator that looks like a hearing aid, but can they act normal? The answer to that is a resounding no. Watch as Sera tries to school the emotionless twins, Seunghyun and Seungmin (really clones) on dating (with disasterous results), tries to keep Hyunwoo out of trouble, and keep them all from being taken away by the UN alien hunter who's on to them.

(Source: Entropy)

",2,"Park, Suhlah (Story & Art)",Not available
409,manhwa,Yongbi Bulpae Oejeon,Unknown,Publishing,"Action,Adventure,Comedy",4,#12644,#6263,7.16,"1,134","A mysterious stranger rides into town. The peaceful village of Gang-Ho is disturbed when Yongbi, a seemingly foolish bounty hunter, comes to town looking to claim the bounty for the leader of Gang-Ho's deadliest clan of assassins. Will Yongbi collect the bounty unscathed, or will he fall victim to a vengeful pack of assassins hell-bent on retribution for their captured leader?

(Source: Kissmanga)",Unknown,"Mun, Jung-Hoo (Story & Art)",2006 to ?
410,manhwa,Nephilim John,42,Finished,"Action,Adventure,Fantasy",11,#7368,#6265,7.16,"2,321","Battle angels, Lucifer, demons and holy wars: a nephilim by the name of John is abruptly thrown into this world one day when Mikael, a battle angel, comes crashing into the room he is in.

(Source: MU)",8,"Ryu, Geum Chel (Story & Art)",Dec  2007 to May  2010
