,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
2701,manhwa,Viewfinder,89,Finished,"Love,Erotica",1,#22389,N/A,6.81,433,"From a young age, Haemin has always been stimulated by pretty things. Back then, it was the luster of a new toy or a classmate's slender hands. Now, it's his sunbae's beautiful face. Now that he's in college, his gaze is drawn to Youngwon: the most popular and downright gorgeous guy in school. Afraid to approach him, he photographs Youngwon from afar, the pictures he takes feeding his secret fantasies. But when Youngwon finds out, Haemin is forced to face the object of his desires. Before he knows it, those secret fantasies start becoming a whole lot more real...

(Source: Lezhin Entertainment)",Unknown,EZ (Story & Art),"Oct  26, 2018 to Sep  11, 2020"
2702,manhwa,Toy Complex,Unknown,Finished,"Romance,Erotica",2,#24419,N/A,6.81,363,"All her friends do is talk about sex! But Yuna the virgin's very single, and she has a plan to score some action. When she meets a cuddly teddy bear mascot (real name: Minseok), she does what any sane(?) girl would do: stalk him at the bar where he works and proposition him for a one-night stand. It was very enjoyable, but he's not sticking around. It's too bad though, since they're actually in the same major at school. Will this be awkward city or are they destined for some more serious play time?

(Source: Tapas)",3,"Lee, Yun-hee (Story & Art)","May  28, 2019 to Apr  21, 2020"
2703,manhwa,Loop (So-Sol),2,Finished,"Love,Drama,Erotica",0,#18543,N/A,6.80,616,"Ritz: The doll scientist.
Darlene: The doll created by Ritz...
Ritz begins teaching of the world, humanity, and how to become human to Darlene, who's existence revolves around his own, Ritz, but...",Unknown,So-Sol (Story & Art),Not available
2704,manhwa,Lilith 2,71,Finished,"Love,Erotica",10,#19290,N/A,6.80,573,"Jaehee comes across as a shy, hard-working high school teacher. But behind closed doors, she gets her kicks by kneeling at the end of a whip, with her childhood friend Huilin holding the handle. However, when Sulhwa joins the school as a student teacher, secrets and feelings long buried start to surface. Now Jaehee's about to learn just how much pleasure she can pull from pain.

Back with the same writer and a new artist, Lilith 2 follows on where Lilith left off.

(Source: Lezhin Comics)",Unknown,"Sirius (Story), Baram (Art)","Aug  5, 2019 to Dec  5, 2021"
2705,manhwa,Solmi's Channel,60,Finished,Erotica,6,#23167,N/A,6.77,405,"Jinsoo, an engineer specializing in augmented reality, has always dreamed of using the technology in creative ways. So when Solmi, a camgirl, asks him to develop adult content for her live stream show, he's presented with the opportunity of a lifetime. He finally has enough money to research and design at his will, whether it be holographic clothes that allow people to walk around naked in public, or gadgets that boost orgasmic pleasure. Tune in to Solmi's channel for some hot, high-tech porn.

(Source: Lezhin Comics)",Unknown,"Dabble (Story), Cigarette Meori (Art)","Dec  25, 2017 to Nov  11, 2019"
2706,manhwa,Peach Sorbet,Unknown,Publishing,Erotica,5,#18609,N/A,6.77,613,"Moa's in a pinch. Her friends are asking about her nonexistent sex life, but she'd rather die than admit that she's a virgin. In a hurry, she makes up a haphazard lie: yeah, she's had sex before. With a really hot imaginary guy called Yura! Not only is he ripped, well-hung, but he also...happens to be very, very real. When faced with the real Yura, there's only one thought in Moa's mind. She needs to make her lie become a truth!

(Source: Lezhin Entertainment)",Unknown,Zanggu (Story & Art),"Nov  30, 2021 to ?"
2707,manhwa,Bad Thinking Diary,60,Finished,"Love,Erotica",48,#6339,N/A,6.76,"2,776","Minji and Yuna have been best friends since high school, and Minji counts herself lucky to have someone so pretty and kind in her life. She just knows that when she finally starts dating, she wants it to be with someone as amazing as Yuna! Everything seems perfect, but things start to change when Minji begins having dirty dreams... ones starring Yuna herself! Minji chalks it up to her own loneliness, but for some reason Yuna starts acting strangely when Minji tells her about it... Is she upset, or could it be that Yuna has harbored feelings for Minji all along? From unrequited love, excitement, and obsession, just where will these bad thoughts lead them?

(Source: Lezhin Entertainment)",Unknown,"Hodan (Story), Rangrari (Art)","May  23, 2022 to Jun  26, 2023"
2708,manhwa,Make Me Bark,35,Finished,"Love,Erotica",25,#7234,N/A,6.76,"2,375","Everything seemed to be coming along for Bae Sungjoon. After graduation, Sungjoon moved to Seoul and through hard work, he saved enough money to finally afford a modest place on his own. But when a fire breaks out in his building, Sungjoon is once again left with nothing but a phone number of a former classmate—the privileged and wealthy Lee Hyo-in—whom he asks for help.

In order to get out of Hyo-in's hair as soon as possible, Sungjoon juggles multiple part-time jobs, which unsurprisingly wears him down. However, Hyo-in has a different proposition: he will pay Sungjoon to act like his dog! Although Sungjoon assumes that Hyo-in's intentions are perverted, all Hyo-in asks is that Sungjoon greets him upon returning home and occasionally go for walks together.

Sungjoon notices Hyo-in is handsome and his gaze is piercing; he realizes that he, in fact, is the one who wishes for their odd relationship to turn intimate—and maybe Hyo-in's true intentions are not all that innocent either.

[Written by MAL Rewrite]",Unknown,Sageum (Story & Art),"Jul  26, 2017 to Jul  26, 2018"
2709,manhwa,Drug Candy,45,Finished,Erotica,7,#21729,N/A,6.76,458,"Reassigned and demoted at work. Add to that a broken marriage and Seunggu's life is at an all time low. But along comes a smart and sassy girl by the name of Yura. Hard to resist and with no desire to resist, Seunggu slowly becomes addicted to the drug called Han Yura.

(Source: Lezhin Comics)",Unknown,"Lee, Hyun-min (Story & Art)","May  14, 2015 to Jun  19, 2016"
2710,manhwa,Window to Window,48,Finished,"Love,Erotica",10,#10784,N/A,6.75,"1,412","Childhood friends Ginu and Yubin live in separate apartments in separate buildings right next to each other—so close, in fact, they can talk to each other and see into each other's apartments through their windows. But Yubin's long-held secret is revealed one day when Ginu sees him doing something naughty through the window...

(Source: Lezhin Comics)",Unknown,"Lee, Aru (Story & Art)","Oct  20, 2016 to Feb  10, 2021"
