,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
2301,manhwa,The Author I Stole,Unknown,Publishing,"Fantasy,Romance",0,#59853,#25021,N/A,29,"Angela, who was born in a completely different world while retaining memories of her past life, embarks on her second life. She wants to widely spread Andersen's stories, her favorites from her past life. Angela establishes a publishing company and successfully publishes his fairy tales, thriving in her endeavors. However...

""It doesn't make sense..."" ""What do you mean by 'It doesn't make sense'?"" To her surprise, there is also an Andersen in this world! And not just any Andersen, but a sharp and handsome one. Angela jumps at the opportunity to recruit the writer for the first time in her life. Although he leads a stable life as a knight from a noble family, she possesses a jewel-like talent of her own. ""Author, please (eternally) contract with me!"" A romance fantasy even more enchanting than a fairy tale.""

(Source: Kakao Entertainment Corp., translated)",Unknown,"Chaneun (Story), Gusip (Art)","Jun  20, 2023 to ?"
2302,manhwa,Level Up with Skills,Unknown,Publishing,"Action,Fantasy",0,#30377,#25023,N/A,220,"In the year 2020, humanity faces a crisis as Earth is attacked by unidentified monsters. Players prepare for the attack by challenging the Labyrinth that appeared. They can choose four options: Easy Mode, where anyone can survive; Normal Mode, where you must work to survive; Hard Mode, where only 1% could survive; and Solo Mode, the harshest difficulty.

Taesan Kang, the strongest Easy Mode player, cleared the Labyrinth using an unconventional approach and acquired skills others could not: [Addition, Multiplication, Attack Nullification, Ultimate Judgement...]. But because he chose Easy Mode, his power was lacking. Unable to prevent the extinction of humanity, he lay dying. A miraculous chance appears.

""This time I'll definitely become stronger.""

Challenging the Labyrinth again, this is Skill-based Player Taesan Kang's Solo Mode Attack Record!

(Source: Kakao Entertainment Corp., translated)",Unknown,"Paranyeong (Story), Runbel (Art)","Jun  3, 2023 to ?"
2303,manhwa,Just Between Us,88,Finished,Romance,0,#63484,#25028,N/A,15,"Dayeon's simple life's about to be shaken up after she witnesses the breakup of the school's #1 couple, Sahoon and Suji. Just as she loses her part-time job, Dayeon was offered a new one: be Sahoon's contract girlfriend to make Suji jealous and win her back. Dayeon doesn't want all the fame and drama! But after rejecting his offer, her brother is in an accident and she's forced to accept the job. As they make good on the deal, between Dayeon and Sahoon, what's just for show and what's real?

(Source: Tapas Media)",Unknown,Ine (Story & Art),"Feb  13, 2020 to Sep  30, 2021"
2304,manhwa,The Baby Dragon Tames the Crazy People,Unknown,Publishing,Fantasy,0,#49632,#25034,N/A,59,"Thalassa is the empress of Atlantis, the empire within the ocean. Contrary to her belief that she would live out her days happily and peacefully, she was betrayed by her lover and friend and eventually sealed away for a millennium. When she opened her eyes again... ""To think that I, who was once the empress of a great empire, have now turned into a tiny baby whose size is that of a baby crab!""

Atlantis has already fallen, and Thalassa has reincarnated as the baby dragon princess also known as the duke's daughter of the nation that her traitors founded. And what? In order to break the curse, the dragon princess must marry the crown prince? ""You sea anemone-like bastards!"" Not only does she have to uncover the secrets behind Atlantis' downfall, but she's also fated to marry the crown prince regardless. ""Oh well, I'll just go along with this until the crown prince's curse is lifted!""

(Source: Kakao Entertainment Corp., translated)",Unknown,"Eun, Ryeowon (Story), Pinkbok (Art)","Jun  22, 2023 to ?"
2305,manhwa,What Are We,61,Finished,"Drama,Romance",0,#63849,#25036,N/A,12,"Yeongi is the top student in her grade. But her kind and responsible exterior masks problems at home. Her dad is gone, her mom is gravely ill, and she has to live with her new caretaker, the imposing Chairman. Now she has to keep an eye on his troublemaker son, Pyeong. When the Chairman promises Yeongi he'll grant her one wish if she's elected school president, Yeongi works hard to balance school life, dealing with bullies, and a potential romance while trying to figure Pyeong out.

(Source: Tapas Media)",Unknown,Kicheon (Story & Art),"Mar  17, 2020 to Apr  27, 2021"
2306,manhwa,The Priest of Corruption,Unknown,Publishing,"Action,Fantasy",0,#25657,#25047,N/A,329,"I used a cheat to create a character in the game. When I came to my senses after pressing the play button, I had possessed the ""Priest of Corruption"" character I had created. It had to be a character who had bad stats and was hated by all! All I had on me is a woman's dried up hand, but that hand was a goddess's?!

(Source: Naver Corporation, translated)",Unknown,"Sadadeum (Story), YU (Art)","Jun  23, 2023 to ?"
2307,manhwa,The Extra Is Too Strong,Unknown,Publishing,"Action,Fantasy",0,#23925,#25048,N/A,379,"I received the same question every day, but the answer never changed. The only things I had left were sympathetic gazes and the monthly insurance payments. And the cruel reality of being half-paralyzed. They say that God only gives you trials you can endure, but I would rather have died. That was when I woke up.

[This is the world of the ""Magician Who Dominates the World.""]
[From now on, you must live as the character ""Mord Vernars.""]

I became an extra in the novel I was reading overnight.

(Source: Kakao Entertainment Corp., translated)",Unknown,"Kim, Jaehan (Story), Ingeo Cream (Art)","Jun  23, 2023 to ?"
2308,manhwa,Aventure: Why Is It a Reverse Harem?,Unknown,Publishing,Fantasy,0,#61896,#25052,N/A,23,,Unknown,"Seo, Inhye (Story), Silver (Art)","Jun  24, 2023 to ?"
2309,manhwa,The Sacred One Speaks,Unknown,Publishing,"Fantasy,Romance",0,#53810,#25053,N/A,46,"The evil enemies of the Holy Empire of Cairon must be purged. With the superhuman Nox of Yipon already dealt with, the only ones left to destroy are the Witches of Tempey. After a long search, Cairon's greatest protector, Sir Macklart, finally tracks down their leader, the infamous Grand Witch called Vienie. They say just one look into her bloodred eyes will immediately entrap you into her wicked spell. Though Sir Macklart brushes it off as nonsense, perhaps there is something mysterious behind Vienie's crimson stare, as he certainly can't seem to read the witch's intentions when she suddenly offers to help him eradicate her own kind...

(Source: Tappytoon)",Unknown,"Minato (Story), Roju (Art)","Oct  6, 2022 to ?"
2310,manhwa,The Queen's Realm,Unknown,Publishing,Romance,0,#57523,#25055,N/A,36,"When rogue pirate Francis Drake comes face-to-face with Elizabeth I, Queen of England, it looks like the end of the line for his crew. But instead, the scoundrel and the sovereign join forces to take down the Spanish Armada, forming one of history's most unlikely alliances. As they work together, this money-crazy man and power-hungry woman find that there may be something else that makes their hearts race... But in the midst of political turmoil and impending war, does love stand a chance?

(Source: Tapas Media)",Unknown,"Lafe (Art), Jonnwejoyulssa (Story)","Jun  13, 2022 to ?"
