,type,title,chapters,status,genres,favorites,popularity,rank,score,members,synopsis,volumns,authors,publish_time
1101,manhwa,The Matchmaking Baby Princess,Unknown,Publishing,"Fantasy,Romance",0,#18372,#12711,6.69,627,"Young baby Amelia moves into the palace of her tyrant uncle, Tessa Illumias, for her aunt Lucinda's sake. When it turns out that Uncle Tessa is not so bad after all and actually cares for Amelia, she decides to become the matchmaker of love. Will baby Amelia overcome all the conspiracies to overthrow her and have a happy ending?

(Source: Tappytoon)",Unknown,"Sin, Jimmy (Story), Park, Karin (Art)","Apr  30, 2021 to ?"
1102,manhwa,The Villainess Needs Her Tyrant,70,Finished,"Fantasy,Romance",3,#7921,#12713,6.69,"2,123","Orphaned at the age of seven, I was naïve to think my uncle took me in out of love. He promised to return the House of Edenbarre to me once I was of age, but he kept my father's title and wealth. Not to mention my sweet cousin poisoned me after I learned of my uncle's plans against the emperor. But with a second chance at life, I vow to take it all from them, as they did to me! Some may call me a villainess, but I'll gladly use the tyrant emperor for my selfish interests. I'll have my vengeance... as long as these suitors don't get in my way!

(Source: Tapas Media)",Unknown,"Eun, Hayoon (Story), Palgarak (Art)","Jul  29, 2021 to Jul  14, 2022"
1103,manhwa,Kill the Dragon,Unknown,Publishing,"Action,Fantasy",0,#7989,#12714,6.69,"2,098","The human race plunged into a war against dragons, who have invaded the earth! At the same time, among the humans arose people with supernatural powers, called psykers. Through the countless sacrifices of psykers, the war seemed to be coming to an end with the human race as the victors. But when a psyker with the ability to see the future foretold that the dragons will be returning in 15 years, the people established Ark, a facility to train children born with psychic abilities to prepare for the last war of the human race. There are only three years remaining until the prophesized war. What will happen next?!

(Source: Webtoon Entertainment)",Unknown,"Baeksu Gwijok (Story), Miss Jisu (Art)","Apr  28, 2022 to ?"
1104,manhwa,The Challenger,Unknown,Publishing,"Action,Fantasy",4,#10547,#12716,6.69,"1,454","Noah's classmates can't even be bothered by him in real life, but inside the Interverse, he's the celebrated number one player. He may be applauded as a genius in-game, but the real world remains a cruel place for Noah... that is until he beats the school bully in an Interverse tournament. His talents are recognized by a mysterious professor who recruits him into an elite academy. As reality and the game world blur together, will Noah be able to make a stand for himself and challenge all expectations?

(Source: Tapas Media)",Unknown,"TryTry (Story), Keyboard (Art)","Sep  16, 2021 to ?"
1105,manhwa,The Secret Bedroom of a Dejected Royal Daughter,Unknown,Publishing,"Fantasy,Romance",2,#18829,#12717,6.69,600,"Princess Llewelyn, who was once an outstanding princess but now miserably abandoned. An ugly curse is placed upon her with no one to protect her. It is a curse that make her lust for men. In order to stop her curse, Llewelyn opens her bedroom... Four men are entangled with the abandoned princess. Will the truth of the curse be revealed? And who will be the man who will end up with her?

(Source: Naver Corporation, translated)",Unknown,"Sung, Hyerim (Story), Henie (Art)","Jul  3, 2022 to ?"
1106,manhwa,The Demon King Levels Up,Unknown,Publishing,"Action,Fantasy",2,#12842,#12719,6.69,"1,105","Now that the demonic realm and the heavenly realm have called a truce, the human world has returned to an era of peace. Jeon Minchul lives the life of an ordinary college student until the day he comes across an artifact from the war and remembers—in his past life, he was the demon king who brought the world to its knees. Upon recalling these memories, Minchul awakens his old powers, along with some new ones. But can this demon king harness the powers of both good and evil to protect the peace?

(Source: Tapas Media)",Unknown,"Iboxson (Story), AM (Art)","Nov  18, 2022 to ?"
1107,manhwa,Americano Exodus,197,Finished,"Action,Adventure,Supernatural",7,#19779,#12786,6.69,547,"In a world where only females are born with the ability to wield magic, a boy, Americano (Amel), is the only exception. In this world, he must conceal his gender to protect his legitimacy. From the prestigious Beans family, he must prove himself to be the most capable practitioner of the magic arts in the process of capturing illicit escapees of his home land.

(Source: Easy Going Scans)",Unknown,"Park, Ji-eun (Story & Art)","May  16, 2014 to Jan  18, 2019"
1108,manhwa,0.0 Mhz,37,Finished,Horror,2,#23550,#12801,6.68,392,"A group of young people tormented by ghosts join hands to find a scientific explanation for their paranormal experiences -- and a way out of them. In their desperate quest, they visit a haunted house and encounter a terrifying, blood-thirsty ghost with a tragic past. Will they come out alive? Or will they too become possessed by demon spirits?

(Source: Spottoon)",Unknown,Jangjak (Story & Art),"Aug  12, 2012 to Dec  8, 2013"
1109,manhwa,Perfect Honeymoon,26,Finished,"Drama,Romance",1,#23952,#12813,6.68,378,"After getting married, the bride suddenly sees her new husband with another woman? Their honeymoon is at stake from the start!

(Source: Naver, translated)",2,"Hwaryu Dongpung (Story), Yet Saram (Art)","Dec  19, 2016 to Jun  12, 2017"
1110,manhwa,Arma,23,Finished,"Action,Supernatural",3,#17456,#12819,6.68,682,"What if you developed superpowers that could change your life only to discover that these incredible abilities only worked on...animals? When you're teenager Jin Lee, that's a pretty strange concept to wrap your head around—especially when you wish your destructive powers could help you overcome the bullies who torment you at school instead. But Jin is quickly learning that there's a place in this world for a special individual like him—and he's definitely not the only one of his kind out there.

(Source: LINE Webtoon)",5,Byeongjang (Story & Art),"May  9, 2018 to Feb  26, 2020"
