Title,Publisher,Link,DiscountPCT,OriginalPrice,DiscountPrice,Discount_Endtime,Rating,Rating_count,Genre,ReleaseDate
CRYSTAR (Chinese/Korean/Japanese Ver.),"ARC SYSTEM WORKS Co.,Ltd.",https://store.playstation.com/en-hk/product/HP0036-CUSA14993_00-ASIAFULLGAME0000,75%,HK$468.00,HK$117.00,14/2/2024 03:59 PM UTC,4.47,1.1k,"Action, Role Playing Games",17/4/2019
Customized Costume Set (Chinese/Korean/Japanese Ver.),"ARC SYSTEM WORKS Co.,Ltd.",https://store.playstation.com/en-hk/product/HP0036-CUSA14993_00-SET0000000000001,70%,HK$62.00,HK$18.60,14/2/2024 03:59 PM UTC,4.8,15,Role Playing Games,18/4/2019
"Dragon Blaze (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","ArcSystemWorks Co.,Ltd.",https://store.playstation.com/en-hk/product/JP1091-CUSA26019_00-0197246821888061,30%,HK$59.00,HK$41.30,14/2/2024 03:59 PM UTC,4.64,44,Shooter,13/7/2022
"GUNBARICH (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","ARC SYSTEM WORKS Co.,Ltd.",https://store.playstation.com/en-hk/product/JP1091-CUSA26022_00-9218557150168504,30%,HK$59.00,HK$41.30,14/2/2024 03:59 PM UTC,4.09,11,Shooter,3/8/2022
"GUNBIRD 2 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","ARC SYSTEM WORKS Co.,Ltd.",https://store.playstation.com/en-hk/product/JP1091-CUSA26017_00-9685204671079924,30%,HK$59.00,HK$41.30,14/2/2024 03:59 PM UTC,4.49,37,Shooter,3/8/2022
"GUNBIRD (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","ARC SYSTEM WORKS Co.,Ltd.",https://store.playstation.com/en-hk/product/JP1091-CUSA26013_00-3493305351632003,30%,HK$59.00,HK$41.30,14/2/2024 03:59 PM UTC,4.73,48,Shooter,27/7/2022
INFERNO CLIMBER: REBORN (English/Chinese/Korean/Japanese Ver.),"ARC SYSTEM WORKS Co.,Ltd.",https://store.playstation.com/en-hk/product/JP0036-CUSA03491_00-ASIA000000000000,75%,HK$108.00,HK$27.00,14/2/2024 03:59 PM UTC,3.8,50,Role Playing Games,28/3/2019
"Mighty Switch Force! Collection (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","ARC SYSTEM WORKS Co.,Ltd.",https://store.playstation.com/en-hk/product/HP0036-CUSA31520_00-MSFCOLLECTION001,50%,HK$148.00,HK$74.00,14/2/2024 03:59 PM UTC,4.69,62,"Puzzle, Action",6/4/2022
"Monster Boy and the Cursed Kingdom (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",ARC SYSTEM WORKS,https://store.playstation.com/en-hk/product/UP0760-PPSA02787_00-0286229275301959,70%,HK$319.00,HK$95.70,14/2/2024 03:59 PM UTC,4.58,1.6k,"Action, Action, Adventure",26/1/2022
Original Costume Set (Chinese/Korean/Japanese Ver.),"ARC SYSTEM WORKS Co.,Ltd.",https://store.playstation.com/en-hk/product/HP0036-CUSA14993_00-SET0000000000000,70%,HK$84.00,HK$25.20,14/2/2024 03:59 PM UTC,4.69,16,Role Playing Games,18/4/2019
Original Costume Swimsuit Set (English/Chinese/Korean/Japanese Ver.),"ARC SYSTEM WORKS Co.,Ltd.",https://store.playstation.com/en-hk/product/HP0036-CUSA13387_00-SET0000000000000,70%,HK$170.00,HK$51.00,14/2/2024 03:59 PM UTC,5,4,Role Playing Games,31/10/2018
Pang Adventures (English/Chinese/Korean Ver.),"ARC SYSTEM WORKS Co.,Ltd.",https://store.playstation.com/en-hk/product/HP0036-CUSA10170_00-XXXXXXXXXXXXXXXX,75%,HK$196.00,HK$49.00,14/2/2024 03:59 PM UTC,4.39,841,Arcade,28/6/2018
"Reel Fishing: Road Trip Adventure (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","ARC SYSTEM WORKS Co.,Ltd.",https://store.playstation.com/en-hk/product/HP0036-CUSA18620_00-REELFISHINGRTA00,60%,HK$230.00,HK$92.00,14/2/2024 03:59 PM UTC,3.41,190,"Action, Sport",23/6/2020
RPG MAKER MV (English/Chinese/Korean/Japanese Ver.),"ARC SYSTEM WORKS Co.,Ltd.",https://store.playstation.com/en-hk/product/JP0117-CUSA08027_00-ASIA000000000000,75%,HK$398.00,HK$99.50,14/2/2024 03:59 PM UTC,3.29,294,Simulation,15/11/2018
"Sakuna: Of Rice and Ruin (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Marvelous Inc.,https://store.playstation.com/en-hk/product/UP1023-CUSA09130_00-SAKUNA0000000000,40%,HK$180.00,HK$108.00,14/2/2024 03:59 PM UTC,4.67,3.1k,"Action, Simulation",11/11/2020
"Sakuna: Of Rice and Ruin - Digital Deluxe Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Marvelous Inc.,https://store.playstation.com/en-hk/product/UP1023-CUSA09130_00-SAKUNADELUXE0000,40%,HK$238.00,HK$142.80,14/2/2024 03:59 PM UTC,4.67,3.1k,"Action, Simulation",11/11/2020
"TENGAI (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","ARC SYSTEM WORKS Co.,Ltd.",https://store.playstation.com/en-hk/product/JP1091-CUSA26018_00-3313715186014136,30%,HK$59.00,HK$41.30,14/2/2024 03:59 PM UTC,4.72,36,Shooter,3/8/2022
"Samurai Aces III: Sengoku Cannon (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","ARC SYSTEM WORKS Co.,Ltd.",https://store.playstation.com/en-hk/product/JP1091-CUSA26021_00-4800555851990873,30%,HK$59.00,HK$41.30,14/2/2024 03:59 PM UTC,3.4,20,Shooter,27/7/2022
"Samurai Aces (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","ARC SYSTEM WORKS Co.,Ltd.",https://store.playstation.com/en-hk/product/JP1091-CUSA26014_00-4737448680716332,30%,HK$59.00,HK$41.30,14/2/2024 03:59 PM UTC,4.39,33,Shooter,27/7/2022
"Shantae and the Seven Sirens (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","ARC SYSTEM WORKS Co.,Ltd.",https://store.playstation.com/en-hk/product/JP0075-CUSA20458_00-SHANTAE7SIRENSNA,50%,HK$309.00,HK$154.50,14/2/2024 03:59 PM UTC,4.81,494,Action,28/10/2020
"SOL DIVIDE -SWORD OF DARKNESS- (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","ArcSystemWorks Co.,Ltd.",https://store.playstation.com/en-hk/product/JP1091-CUSA26015_00-8411976684959015,30%,HK$59.00,HK$41.30,14/2/2024 03:59 PM UTC,4.43,21,Shooter,29/6/2022
"STRIKERS 1945 II (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","ArcSystemWorks Co.,Ltd.",https://store.playstation.com/en-hk/product/JP1091-CUSA26016_00-5665767948758449,30%,HK$59.00,HK$41.30,14/2/2024 03:59 PM UTC,4.72,46,Shooter,13/7/2022
"STRIKERS 1945 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","ArcSystemWorks Co.,Ltd.",https://store.playstation.com/en-hk/product/JP1091-CUSA26012_00-7951944536343787,30%,HK$59.00,HK$41.30,14/2/2024 03:59 PM UTC,4.68,44,Shooter,29/6/2022
"STRIKERS 1945 III (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","ArcSystemWorks Co.,Ltd.",https://store.playstation.com/en-hk/product/JP1091-CUSA26020_00-7635326915706167,30%,HK$59.00,HK$41.30,14/2/2024 03:59 PM UTC,4.31,36,Shooter,13/7/2022
THE ALLIANCE ALIVE HD Remastered (English/Chinese/Korean/Japanese Ver.),"ARC SYSTEM WORKS Co.,Ltd.",https://store.playstation.com/en-hk/product/HP0036-CUSA15864_00-ASIAFULLGAME0000,70%,HK$385.00,HK$115.50,14/2/2024 03:59 PM UTC,4.42,241,Role Playing Games,10/10/2019
Caligula Overdose (English/Chinese/Korean/Japanese Ver.),"ARC SYSTEM WORKS Co.,Ltd.",https://store.playstation.com/en-hk/product/HP0036-CUSA13387_00-ASIAFULLGAME0000,75%,HK$430.00,HK$107.50,14/2/2024 03:59 PM UTC,4.12,1.3k,Role Playing Games,30/10/2018
Caligula Overdose Digital Deluxe Edition (English/Chinese/Korean/Japanese Ver.),"ARC SYSTEM WORKS Co.,Ltd.",https://store.playstation.com/en-hk/product/HP0036-CUSA13387_00-ASIADX0000000000,75%,HK$589.00,HK$147.25,14/2/2024 03:59 PM UTC,4.12,1.3k,Role Playing Games,30/10/2018
Themed costume set - Super HATADA Sisters (Chinese/Korean/Japanese Ver.),"ARC SYSTEM WORKS Co.,Ltd.",https://store.playstation.com/en-hk/product/HP0036-CUSA14993_00-SET0000000000002,70%,HK$30.00,HK$9.00,14/2/2024 03:59 PM UTC,4.5,4,Role Playing Games,18/4/2019
Themed costume set - Vendor costume (Chinese/Korean/Japanese Ver.),"ARC SYSTEM WORKS Co.,Ltd.",https://store.playstation.com/en-hk/product/HP0036-CUSA14993_00-SET0000000000004,70%,HK$30.00,HK$9.00,14/2/2024 03:59 PM UTC,4.4,5,Role Playing Games,20/5/2019
Wonder Boy: The Dragon's Trap (English/Chinese/Korean/Japanese Ver.),"ARC SYSTEM WORKS Co.,Ltd.",https://store.playstation.com/en-hk/product/HP0036-CUSA08620_00-DOTWBDRAGONSTRAP,60%,HK$194.00,HK$77.60,14/2/2024 03:59 PM UTC,4.59,2k,"Action, Adventure, Action",26/7/2017
"ZERO GUNNER 2- (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","ArcSystemWorks Co.,Ltd.",https://store.playstation.com/en-hk/product/JP1091-CUSA26023_00-8337091900907336,30%,HK$59.00,HK$41.30,14/2/2024 03:59 PM UTC,3.51,37,Shooter,13/7/2022
"Bus Simulator 21 Next Stop - Gold Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",astragon Entertainment GmbH,https://store.playstation.com/en-hk/product/EP2430-PPSA06776_00-CESD641050000000,40%,HK$398.00,HK$238.80,14/2/2024 03:59 PM UTC,3.61,3.1k,Simulation,16/5/2023
"Construction Simulator - Spaceport Bundle (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",astragon Entertainment GmbH,https://store.playstation.com/en-hk/product/EP2430-CUSA19177_00-0168187590381905,,,Not available for purchase,,3.54,1.4k,Simulation,21/11/2023
"Construction Simulator - Spaceport Bundle (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",astragon Entertainment GmbH,https://store.playstation.com/en-hk/product/EP2430-PPSA04383_00-0522827471779180,30%,HK$398.00,HK$278.60,14/2/2024 03:59 PM UTC,3.54,1.4k,Simulation,21/11/2023
CAPTAIN TSUBASA: RISE OF NEW CHAMPIONS (Traditional Chinese),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA14834_00-0000000000000001,75%,HK$299.00,HK$74.75,14/2/2024 03:59 PM UTC,4.4,4.8k,Sport,26/8/2020
Get Even (English Ver.),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/UP0700-CUSA07589_00-ASIA000000000000,70%,HK$249.00,HK$74.70,14/2/2024 03:59 PM UTC,3.98,1.2k,Shooter,23/6/2017
KAMEN RIDER CLIMAX FIGHTERS (Chinese/Korean Ver.),Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA09666_00-0000000000000001,70%,HK$479.00,HK$143.70,14/2/2024 03:59 PM UTC,3.75,245,Fighting,7/12/2017
"New GUNDAM BREAKER (Simplified Chinese, Korean, Traditional Chinese)",Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-CUSA11744_00-0000000000000000,75%,HK$509.00,HK$127.25,14/2/2024 03:59 PM UTC,1.79,5.2k,Action,21/6/2018
"We Love Katamari REROLL+ Royal Reverie PS4＆PS5 (Simplified Chinese, Korean, Traditional Chinese)",Bandai Namco Entertainment Inc.,https://store.playstation.com/en-hk/product/HP0700-PPSA08950_00-WELOVEKINGJR0000,50%,HK$199.00,HK$99.50,14/2/2024 03:59 PM UTC,4.68,206,Action,31/5/2023
"Capcom Arcade 2nd Stadium Bundle (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese)","Capcom U.S.A., Inc.",https://store.playstation.com/en-hk/product/UP0102-CUSA30639_00-CAS2BUNDLE000001,50%,HK$308.00,HK$154.00,14/2/2024 03:59 PM UTC,3.52,5.2k,Arcade,21/7/2022
"Capcom Arcade Stadium Bundle (Simplified Chinese, English, Korean, Thai, Japanese, Traditional Chinese)","Capcom U.S.A., Inc.",https://store.playstation.com/en-hk/product/UP0102-CUSA26271_00-CASPACK123BUNDLE,60%,HK$313.00,HK$125.20,14/2/2024 03:59 PM UTC,3.46,16k,Arcade,25/5/2021
Capcom Belt Action Collection (English/Chinese/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/JP0102-CUSA11901_00-ASIACFULLGAME000,50%,HK$156.00,HK$78.00,14/2/2024 03:59 PM UTC,4.65,2k,Action,19/9/2018
"Capcom Fighting Bundle (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","Capcom U.S.A., Inc.",https://store.playstation.com/en-hk/product/UP0102-CUSA31205_00-CFCBUNDLE0000001,60%,HK$458.00,HK$183.20,14/2/2024 03:59 PM UTC,4.72,388,Fighting,23/6/2022
Dead Rising® (English/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/UP0102-CUSA04513_00-ASIARISING001PS4,70%,HK$156.00,HK$46.80,14/2/2024 03:59 PM UTC,4.45,1.9k,Action,13/9/2016
Dead Rising® 2 (English/Korean/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/UP0102-CUSA04313_00-ASIARISIN2OTRPS4,70%,HK$156.00,HK$46.80,14/2/2024 03:59 PM UTC,4.29,2.6k,"Action, Horror",13/9/2016
Dead Rising® 2 Off The Record (English/Korean/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/UP0102-CUSA04273_00-ASIARISING002PS4,70%,HK$156.00,HK$46.80,14/2/2024 03:59 PM UTC,4.31,2.4k,"Action, Horror",13/9/2016
Dead Rising® 4: Frank's Big Package (English/Chinese/Korean/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/UP0102-CUSA08540_00-ASIAPLACEHOLDER0,75%,HK$308.00,HK$77.00,14/2/2024 03:59 PM UTC,4.22,3.1k,"Action, Adventure, Horror",5/12/2017
Devil May Cry 4 Special Edition - The Best (English/Chinese/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/JP0102-CUSA01599_00-ASIARDOBXXXX0000,70%,HK$198.00,HK$59.40,14/2/2024 03:59 PM UTC,4.74,26k,Action,17/6/2015
DMC4SE Demon Hunter Bundle (English/Chinese/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/JP0102-CUSA01599_00-ASIADHBRDOBX0000,70%,HK$279.00,HK$83.70,14/2/2024 03:59 PM UTC,4.74,26k,Action,5/7/2016
"Ghost Trick: Phantom Detective (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)","CAPCOM CO., LTD.",https://store.playstation.com/en-hk/product/JP0102-CUSA34040_00-GHOSTTRICKFULL00,34%,HK$228.00,HK$150.48,14/2/2024 03:59 PM UTC,4.72,224,"Adventure, Puzzle",29/6/2023
"Ghosts 'n Goblins Resurrection (Simplified Chinese, English, Japanese, Traditional Chinese)","Capcom U.S.A., Inc.",https://store.playstation.com/en-hk/product/UP0102-CUSA24159_00-MAKAIRE000000001,67%,HK$228.00,HK$75.24,14/2/2024 03:59 PM UTC,4.48,639,Action,31/5/2021
In-game Unlock Bundle (English/Chinese/Korean/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/UP0102-CUSA08216_00-ASIA000000000009,25%,HK$54.00,HK$40.50,14/2/2024 03:59 PM UTC,4.5,92,Action,21/3/2019
Lady & Trish Costume Pack (English/Chinese/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/JP0102-CUSA01599_00-ASIARDOBXXXX0007,50%,HK$31.00,HK$15.50,14/2/2024 03:59 PM UTC,4.74,136,Action,14/7/2015
Marvel vs. Capcom: Infinite - Deluxe Edition(incl. Thai) (English/Chinese/Korean/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/JP0102-CUSA06372_00-DUCKDELUXEJP0000,80%,HK$468.00,HK$93.60,14/2/2024 03:59 PM UTC,4.12,6.9k,"Action, Fighting",20/9/2017
Marvel vs. Capcom: Infinite - Standard Edition(incl. Thai) (English/Chinese/Korean/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/JP0102-CUSA06372_00-ASIAPLACEHOLDER0,80%,HK$312.00,HK$62.40,14/2/2024 03:59 PM UTC,4.12,6.9k,"Action, Fighting",20/9/2017
STRIDER full game (English/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/UP0102-CUSA00057_00-ASIA00000000GAME,70%,HK$116.00,HK$34.80,14/2/2024 03:59 PM UTC,4.18,45k,Action,18/2/2014
Super Character 3-Pack (English/Chinese/Korean/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/UP0102-CUSA08216_00-ASIA000000000010,25%,HK$47.00,HK$35.25,14/2/2024 03:59 PM UTC,4.62,60,Action,21/3/2019
Super Nero/Super Dante/Super Vergil (English/Chinese/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/JP0102-CUSA01599_00-ASIARDOBXXXX0002,50%,HK$39.00,HK$19.50,14/2/2024 03:59 PM UTC,4.66,215,Action,18/6/2015
Taunt Trio (English/Chinese/Korean/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/UP0102-CUSA08216_00-ASIA000000000011,25%,HK$31.00,HK$23.25,14/2/2024 03:59 PM UTC,4.16,19,Action,21/3/2019
The Disney Afternoon Collection (English Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/UP0102-CUSA06809_00-ASIAPLACEHOLDER0,75%,HK$156.00,HK$39.00,14/2/2024 03:59 PM UTC,4.5,1.4k,Action,17/4/2017
ULTIMATE MARVEL VS. CAPCOM 3 (English/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/JP0102-CUSA04553_00-ASIA000000000000,70%,HK$194.00,HK$58.20,14/2/2024 03:59 PM UTC,4.61,7.1k,Action,4/12/2016
Ultra Street Fighter IV (English/Korean/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/UP9012-CUSA01846_00-ASIAUSF4DEV00104,84%,HK$194.00,HK$31.04,14/2/2024 03:59 PM UTC,4.57,18k,Action,23/7/2015
Unlock All Modes (English/Chinese/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/JP0102-CUSA01599_00-ASIARDOBXXXX0001,50%,HK$12.00,HK$6.00,14/2/2024 03:59 PM UTC,4.57,100,Action,18/6/2015
V ＆ Vergil Alt Colors (English/Chinese/Korean/Japanese Ver.),CAPCOM ASIA,https://store.playstation.com/en-hk/product/UP0102-CUSA08216_00-ASIA000000000012,25%,HK$16.00,HK$12.00,14/2/2024 03:59 PM UTC,4.4,50,Action,22/3/2019
"Thronebreaker: The Witcher Tales (Simplified Chinese, English, Korean, Japanese)",CD PROJEKT S.A.,https://store.playstation.com/en-hk/product/EP4497-CUSA13478_00-ASIAFULLGAME0000,80%,HK$155.00,HK$31.00,14/2/2024 03:59 PM UTC,4.38,3k,Role Playing Games,4/12/2018
"CUSTOM MECH WARS (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",CLOUDED LEOPARD ENTERTAINMENT INC.,https://store.playstation.com/en-hk/product/HP5846-PPSA18830_00-0000000000000000,20%,HK$398.00,HK$318.40,14/2/2024 03:59 PM UTC,2.57,751,Action,13/12/2023
"OneeChanbara ORIGIN (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",CLOUDED LEOPARD ENTERTAINMENT INC.,https://store.playstation.com/en-hk/product/HP5846-CUSA19217_00-ANEZ3GAMEEPP0000,80%,HK$468.00,HK$93.60,14/2/2024 03:59 PM UTC,4.47,448,"Action, Unique",24/9/2020
OneeChanbara ORIGIN Digital Deluxe Upgrade (Add-On),CLOUDED LEOPARD ENTERTAINMENT INC.,https://store.playstation.com/en-hk/product/HP5846-CUSA19217_00-DLCSET0000000000,80%,HK$155.00,HK$31.00,14/2/2024 03:59 PM UTC,4.62,37,"Action, Unique",24/9/2020
"SAMURAI MAIDEN Deluxe Edition (PS4 & PS5) (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",CLOUDED LEOPARD ENTERTAINMENT INC.,https://store.playstation.com/en-hk/product/HP5846-PPSA08862_00-00000000000000DX,40%,HK$585.00,HK$351.00,14/2/2024 03:59 PM UTC,3.98,353,Action,30/11/2022
Lara Croft and the Temple of Osiris full game (English),CRYSTAL DYNAMICS,https://store.playstation.com/en-hk/product/EP0082-CUSA00806_00-ASIA000000000000,85%,HK$119.00,HK$17.85,14/2/2024 03:59 PM UTC,4.18,41k,Action,8/12/2014
Lara Croft GO (Game),CRYSTAL DYNAMICS,https://store.playstation.com/en-hk/product/UP0082-CUSA06460_00-ASIA000000000000,80%,HK$77.00,HK$15.40,14/2/2024 03:59 PM UTC,4.41,2.4k,Action,4/12/2016
"Hotline Miami Collection (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Devolver Digital,https://store.playstation.com/en-hk/product/UP3643-PPSA09682_00-0207957797879829,50%,HK$148.00,HK$74.00,14/2/2024 03:59 PM UTC,4.5,1k,Action,23/10/2023
Olija (English),Devolver Digital,https://store.playstation.com/en-hk/product/UP3643-CUSA23839_00-OLIJAPS4SIEA0000,70%,HK$108.00,HK$32.40,14/2/2024 03:59 PM UTC,4.24,78,"Action, Adventure",28/1/2021
"Trek to Yomi (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Devolver Digital,https://store.playstation.com/en-hk/product/UP3643-PPSA02628_00-1990133284463875,60%,HK$148.00,HK$59.20,14/2/2024 03:59 PM UTC,4.03,3.3k,Action,5/5/2022
Deus Ex: Mankind Divided - Digital Deluxe Edition (Game),Eidos Interactive Corp,https://store.playstation.com/en-hk/product/UP0082-CUSA01799_00-ASIA000000000016,85%,HK$638.00,HK$95.70,14/2/2024 03:59 PM UTC,4.22,27k,"Action, Action",23/8/2016
Thief: Master Thief Edition (Game),Eidos Interactive Corp,https://store.playstation.com/en-hk/product/UP0082-CUSA00252_00-0322517110444958,85%,HK$238.00,HK$35.70,14/2/2024 03:59 PM UTC,4.12,18k,"Action, Action",7/9/2023
Battlefield 4™ Premium Edition (English Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA00110_00-ASIABF4PREMIUMED,90%,HK$310.00,HK$31.00,14/2/2024 03:59 PM UTC,4.58,216k,"Action, Shooter, Shooter",21/10/2014
Battlefield™ Hardline Ultimate Edition (English Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA00625_00-ASIA000000000013,75%,HK$319.00,HK$79.75,14/2/2024 03:59 PM UTC,4.3,54k,"Action, Shooter, Shooter",17/3/2015
Dragon Age™: Inquisition - Game of the Year Edition (English Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA00220_00-ASIA000000000007,75%,HK$210.00,HK$52.50,14/2/2024 03:59 PM UTC,4.59,74k,"Action, Role Playing Games",6/10/2015
Dragon Age™: Inquisition DLC Bundle (English Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA00220_00-ASIADLCSET000000,75%,HK$210.00,HK$52.50,14/2/2024 03:59 PM UTC,4.27,22,"Action, Role Playing Games",5/9/2017
"GRID Legends PS4 & PS5 (Simplified Chinese, English, Japanese, Traditional Chinese)",Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-PPSA03865_00-GRIDLEGPS5GAME00,90%,HK$468.00,HK$46.80,14/2/2024 03:59 PM UTC,4.07,4.1k,Driving/Racing,24/2/2022
"Immortals of Aveum™ (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-PPSA08236_00-ARTEMISGAME00000,Trial,,Free,,4.14,1k,Shooter,22/8/2023
"Mass Effect™ Legendary Edition (English, Japanese)",EA Swiss Sarl,https://store.playstation.com/en-hk/product/EP0006-CUSA19515_00-METR000000000000,80%,HK$469.00,HK$93.80,14/2/2024 03:59 PM UTC,4.76,16k,Unique,13/5/2021
Need for Speed™ (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/HP0006-CUSA01884_00-NFS16SE000000001,75%,HK$160.00,HK$40.00,14/2/2024 03:59 PM UTC,4.21,85k,Driving/Racing,2/11/2015
Need for Speed™ Heat Deluxe Edition (English/Chinese/Korean Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA15081_00-ASIA000000000002,90%,HK$549.00,HK$54.90,14/2/2024 03:59 PM UTC,4.19,46k,Driving/Racing,7/11/2019
Need for Speed™ Payback - Deluxe Edition (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA05999_00-ASIAPLACEHOLDER1,85%,HK$310.00,HK$46.50,14/2/2024 03:59 PM UTC,4.02,61k,Driving/Racing,6/11/2017
Need for Speed™ Rivals (English Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA00113_00-ASIA4000PS4000NA,75%,HK$160.00,HK$40.00,14/2/2024 03:59 PM UTC,4.12,56k,Driving/Racing,16/12/2013
"Need for Speed™ Unbound (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-PPSA01716_00-NEEDFORSPEED2022,85%,HK$549.00,HK$82.35,14/2/2024 03:59 PM UTC,3.23,3.8k,Driving/Racing,2/12/2022
"Need for Speed™ Hot Pursuit Remastered (English, Japanese, Traditional Chinese)",Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA23264_00-NEEDFORSPEEDHPR0,90%,HK$319.00,HK$31.90,14/2/2024 03:59 PM UTC,4.21,5.7k,Driving/Racing,5/11/2020
EA SPORTS™ PGA TOUR™ (English),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-PPSA02227_00-PGATOURDIGITAL23,70%,HK$549.00,HK$164.70,14/2/2024 03:59 PM UTC,3.74,371,Sport,6/4/2023
STAR WARS™ Battlefront™ Ultimate Edition (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA00640_00-ASIAPOSTL0000002,85%,HK$160.00,HK$24.00,14/2/2024 03:59 PM UTC,4.45,167k,"Shooter, Action, Shooter",16/11/2015
"STAR WARS™ Battlefront™ II (Simplified Chinese, English, Traditional Chinese)",Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA05770_00-ASIAPLACEHOLDER2,70%,HK$190.00,HK$57.00,14/2/2024 03:59 PM UTC,4.31,131k,"Action, Adventure, Shooter",16/11/2017
STAR WARS™ Battlefront™ II: Celebration Edition Upgrade (English/Chinese Ver.),Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA05770_00-ASIA000000000024,70%,HK$199.00,HK$59.70,14/2/2024 03:59 PM UTC,4.04,70,Action,6/12/2019
"STAR WARS™: Squadrons (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",Electronic Arts Inc.,https://store.playstation.com/en-hk/product/UP0006-CUSA15080_00-STARWARSQUADRONS,95%,HK$319.00,HK$15.95,14/2/2024 03:59 PM UTC,3.99,13k,Unique,1/10/2020
